Name,TID,TID_Description,TID_HINT,TutorialIdx,Weight,GroupId,GoalType,AppearsOnceOnly,TimeLimitDays,TimeLimitHr,TimeLimitMin,ModuleReq,MinRSLevel,MaxRSLevel,MinPlayerLevel,MaxPlayerLevel,MinInfluence,MaxInfluence,GoalTarget,IntParam,StringParam,XPReward,CRRewardPerDay,FuelRewardPerDay,CrystalReward
,,,,,,,,,1,,,,6,8,,,,,4,6,,,60000,10000,
,,,,,,,,,1,,,,6,8,,,,,5,6,,,65000,12000,
,,,,,,,,,1,,,,6,8,,,,,6,6,,,70000,14000,
,,,,,,,,,1,,,,6,9,,,,,7,6,,,75000,16000,
,,,,,,,,,1,,,,7,,,,,,3,7,,,80000,18000,
,,,,,,,,,1,,,,7,,,,,,4,7,,,90000,20000,
,,,,,,,,,1,,,,7,,,,,,5,7,,,100000,22000,
,,,,,,,,,1,,,,7,,,,,,6,7,,,110000,24000,
,,,,,,,,,1,,,,7,,,,,,8,7,,,120000,26000,
,,,,,,,,,1,,,,8,,,,,,6,8,,,130000,30000,
,,,,,,,,,1,,,,9,,,,,,6,9,,,140000,36000,
,,,,,,,,,1,,,,10,,,,,,6,10,,,150000,40000,
DeliverShipmentsBatch,TID_DELIVER_SHIPMENT_BATCH,TID_DELIVER_SHIPMENT_BATCH_DESCR,,,100,20000,DeliverShipmentsBatch,,1,,,,3,4,8,,,,4,3,,,5000,500,
,,,,,,,,,1,,,,,5,,,,,6,3,,,7500,800,
,,,,,,,,,1,,,,,6,,,,,8,3,,,10000,1200,
,,,,,,,,,1,,,,,,,,,,10,3,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,10,4,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,12,4,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,14,4,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,8,5,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,10,5,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,12,5,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,6,6,,,45000,6000,
,,,,,,,,,1,,,,4,,,,,,8,6,,,50000,7000,
,,,,,,,,,1,,,,4,,,,,,8,7,,,55000,8000,
,,,,,,,,,1,,,,4,,,,,,8,8,,,60000,9000,
,,,,,,,,,1,,,,5,,,,,,8,9,,,65000,10000,
,,,,,,,,,1,,,,5,,,,,,8,10,,,70000,11000,
,,,,,,,,,1,,,,5,,,,,,8,12,,,75000,12000,
,,,,,,,,,1,,,,6,,,,,,8,14,,,80000,13000,
,,,,,,,,,1,,,,6,,,,,,9,16,,,85000,14000,
,,,,,,,,,1,,,,6,,,,,,10,16,,,90000,15000,
UseShipmentComputer,TID_USE_TRADE_MODULE,TID_USE_SHIPMENT_COMPUTER,,,100,20000,UseShipmentComputer,,1,,,1,,3,8,,,,10,,,,5000,500,
,,,,,,,,,1,,,,,4,,,,,20,,,,7500,800,
,,,,,,,,,1,,,,,5,,,,,40,,,,10000,1200,
,,,,,,,,,1,,,,,6,,,,,60,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,80,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,100,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,150,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,200,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,250,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,300,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,350,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,400,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,450,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,500,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,600,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,700,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,800,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,1000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,1200,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,1500,,,,90000,15000,
UseTradeBoostOrBurst,TID_USE_TRADE_MODULE,TID_USE_TRADEBOOST,,,75,20000,UseTradeBoost,,1,,,2,,4,8,,,,100,,,,5000,500,
,,,,,,,,,1,,,,,5,,,,,200,,,,7500,800,
,,,,,,,,,1,,,,,6,,,,,400,,,,10000,1200,
,,,,,,,,,1,,,,,,,,,,600,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,1000,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,1500,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,2000,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,3000,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,4000,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,5000,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,6000,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,8000,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,9000,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,10000,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,11000,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,12000,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,14000,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,16000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,18000,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,20000,,,,90000,15000,
PT_SalvageArtifacts,TID_OBJ_SALVAGE_ARTIFACTS,TID_OBJ_SALVAGE_ARTIFACTS_DESCR,TID_OBJ_SALVAGE_HINT,,10004,4,SalvageArtifacts,1,,0,5,,,,,9,,,1,,1!1,40,2000,200,
UseShipmentDrone,TID_USE_TRADE_MODULE,TID_USE_SHIPMENT_DRONE,,,100,20000,UseShipmentDrone,,1,,,22,,5,8,,,,500,,,,5000,500,
,,,,,,,,,1,,,,,5,,,,,1000,,,,7500,800,
,,,,,,,,,1,,,,,6,,,,,2000,,,,10000,1200,
,,,,,,,,,1,,,,,7,,,,,3000,,,,12500,1600,
,,,,,,,,,1,,,,,8,,,,,4000,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,5000,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,6000,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,8000,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,10000,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,12500,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,15000,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,17500,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,20000,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,30000,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,50000,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,75000,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,100000,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,200000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,350000,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,500000,,,,90000,15000,
UseCrunch,TID_USE_MINING_MODULE,TID_USE_CRUNCH,,,100,3000,UseCrunch,,1,,,39,,5,8,,,,300,,,,5000,500,
,,,,,,,,,1,,,,,6,,,,,350,,,,7500,800,
,,,,,,,,,1,,,,,7,,,,,400,,,,10000,1200,
,,,,,,,,,1,,,,,8,,,,,500,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,600,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,800,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,1000,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,1200,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,1400,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,1600,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,1800,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,2000,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,2250,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,2500,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,3000,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,4000,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,5000,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,6000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,7000,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,8000,,,,90000,15000,
UseSalvage,TID_USE_SUPPORT_MODULE,TID_USE_SALVAGE,,,100,12000,UseSalvage,,1,,,20,,5,8,,,,1000,,,,5000,500,
,,,,,,,,,1,,,,,6,,,,,3000,,,,7500,800,
,,,,,,,,,1,,,,,7,,,,,6000,,,,10000,1200,
,,,,,,,,,1,,,,,8,,,,,10000,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,15000,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,20000,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,25000,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,30000,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,40000,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,50000,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,60000,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,70000,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,80000,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,100000,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,120000,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,140000,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,160000,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,180000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,200000,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,220000,,,,90000,15000,
UseShipmentBeam,TID_USE_TRADE_MODULE,TID_USE_SHIPMENTBEAM,,,100,20000,UseShipmentBeam,,1,,,37,,5,8,,,,15,,,,5000,500,
,,,,,,,,,1,,,,,6,,,,,25,,,,7500,1600,
,,,,,,,,,1,,,,,7,,,,,35,,,,10000,2400,
,,,,,,,,,1,,,,,8,,,,,50,,,,12500,3200,
,,,,,,,,,1,,,,,,,,,,70,,,,15000,4000,
,,,,,,,,,1,,,,,,,,,,90,,,,20000,5000,
,,,,,,,,,1,,,,,,,,,,110,,,,25000,6000,
,,,,,,,,,1,,,,,,,,,,130,,,,30000,7000,
,,,,,,,,,1,,,,,,,,,,150,,,,35000,8000,
,,,,,,,,,1,,,,,,,,,,170,,,,40000,10000,
,,,,,,,,,1,,,,,,,,,,190,,,,45000,12000,
,,,,,,,,,1,,,,,,,,,,210,,,,50000,14000,
,,,,,,,,,1,,,,,,,,,,230,,,,55000,16000,
,,,,,,,,,1,,,,,,,,,,260,,,,60000,18000,
,,,,,,,,,1,,,,,,,,,,290,,,,65000,20000,
,,,,,,,,,1,,,,,,,,,,320,,,,70000,22000,
,,,,,,,,,1,,,,,,,,,,350,,,,75000,24000,
,,,,,,,,,1,,,,,,,,,,380,,,,80000,26000,
,,,,,,,,,1,,,,,,,,,,410,,,,85000,28000,
,,,,,,,,,1,,,,,,,,,,440,,,,90000,30000,
UseBlastShield,TID_USE_SHIELD_MODULE,TID_USE_BLASTSHIELD,,,100,30000,UseBlastShield,,1,,,52,7,,8,,,,5000,,,,5000,500,
,,,,,,,,,1,,,,,,,,,,10000,,,,7500,800,
,,,,,,,,,1,,,,,,,,,,20000,,,,10000,1200,
,,,,,,,,,1,,,,,,,,,,30000,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,40000,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,50000,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,60000,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,70000,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,80000,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,90000,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,100000,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,120000,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,140000,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,160000,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,180000,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,200000,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,240000,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,280000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,320000,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,400000,,,,90000,15000,
UseMiningDrone,TID_USE_MINING_MODULE,TID_USE_MININGDRONE,,,100,3000,UseMiningDrone,,1,,,55,,5,8,,,,100,,,,5000,500,
,,,,,,,,,1,,,,,6,,,,,200,,,,7500,800,
,,,,,,,,,1,,,,,7,,,,,300,,,,10000,1200,
,,,,,,,,,1,,,,,8,,,,,400,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,500,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,600,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,800,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,1000,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,1250,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,1500,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,1750,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,2000,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,2500,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,3000,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,3500,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,4000,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,4500,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,5000,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,5500,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,6000,,,,90000,15000,
UseGenesis,TID_USE_MINING_MODULE,TID_USE_GENESIS,,,100,3000,UseGenesis,,1,,,44,,5,8,,,,3,,,,5000,500,
,,,,,,,,,1,,,,,6,,,,,5,,,,7500,800,
,,,,,,,,,1,,,,,7,,,,,7,,,,10000,1200,
,,,,,,,,,1,,,,,8,,,,,9,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,12,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,15,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,18,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,21,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,23,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,25,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,27,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,29,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,31,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,33,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,35,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,37,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,39,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,41,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,43,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,45,,,,90000,15000,
UseOffload,TID_USE_TRADE_MODULE,TID_USE_OFFLOAD,,,100,20000,UseOffload,,1,,,46,,5,8,,,,5,,,,5000,500,
,,,,,,,,,1,,,,,6,,,,,10,,,,7500,800,
,,,,,,,,,1,,,,,7,,,,,20,,,,10000,1200,
,,,,,,,,,1,,,,,8,,,,,30,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,40,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,60,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,80,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,100,,,,30000,3500,
,,,,,,,,,1,,,,,,,,,,120,,,,35000,4000,
,,,,,,,,,1,,,,,,,,,,150,,,,40000,5000,
,,,,,,,,,1,,,,,,,,,,200,,,,45000,6000,
,,,,,,,,,1,,,,,,,,,,250,,,,50000,7000,
,,,,,,,,,1,,,,,,,,,,300,,,,55000,8000,
,,,,,,,,,1,,,,,,,,,,400,,,,60000,9000,
,,,,,,,,,1,,,,,,,,,,500,,,,65000,10000,
,,,,,,,,,1,,,,,,,,,,600,,,,70000,11000,
,,,,,,,,,1,,,,,,,,,,700,,,,75000,12000,
,,,,,,,,,1,,,,,,,,,,800,,,,80000,13000,
,,,,,,,,,1,,,,,,,,,,900,,,,85000,14000,
,,,,,,,,,1,,,,,,,,,,1000,,,,90000,15000,
EarnFragments,TID_EARN_FRAGMENTS,TID_EARN_FRAGMENTS_DESCR,,,,50000,WinBSFragments,,1,,,,,,8,,,,4,,,,5000,500,
,,,,,,,,,1,,,,,,,,,,8,,,,7500,800,
,,,,,,,,,1,,,,,,,,,,10,,,,10000,1200,
,,,,,,,,,1,,,,,,,,,,12,,,,12500,1600,
,,,,,,,,,1,,,,,,,,,,14,,,,15000,2000,
,,,,,,,,,1,,,,,,,,,,16,,,,20000,2500,
,,,,,,,,,1,,,,,,,,,,18,,,,25000,3000,
,,,,,,,,,1,,,,,,,,,,20,,,,30000,3500,
,,,,,,,,,1,,,,6,,,,,,22,,,,35000,4000,
,,,,,,,,,1,,,,6,,,,,,24,,,,40000,5000,
,,,,,,,,,1,,,,7,,,,,,26,,,,45000,6000,
,,,,,,,,,1,,,,7,,,,,,28,,,,50000,7000,
,,,,,,,,,1,,,,7,,,,,,30,,,,55000,8000,
,,,,,,,,,1,,,,7,,,,,,33,,,,60000,9000,
,,,,,,,,,1,,,,7,,,,,,36,,,,65000,10000,
,,,,,,,,,1,,,,7,,,,,,39,,,,70000,11000,
,,,,,,,,,1,,,,7,,,,,,42,,,,75000,12000,
,,,,,,,,,1,,,,8,,,,,,45,,,,80000,13000,
,,,,,,,,,1,,,,9,,,,,,48,,,,85000,14000,
,,,,,,,,,1,,,,10,,,,,,50,,,,90000,15000,
WinBSWithEMP1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,4,,4,,,,,1,,,,10000,1000,
WinBSWithEMP2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,4,5,5,,,,,1,,,,20000,2500,
WinBSWithEMP3,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,4,6,,,,,,1,,,,40000,5000,
WinBSWithRepair1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,5,,4,,,,,1,,,,10000,1000,
WinBSWithRepair2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,5,5,5,,,,,1,,,,20000,2500,
WinBSWithRepair3,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,5,6,,,,,,1,,,,40000,5000,
WinBSWithTimeWarp,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,10,6,,,,,,1,,,,40000,5000,
WinBSWithStealth1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,15,,5,,,,,1,,,,20000,2500,
WinBSWithStealth2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,15,6,,,,,,1,,,,40000,5000,
WinBSWithFortify1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,19,,5,,,,,1,,,,20000,2500,
WinBSWithFortify2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,19,6,,,,,,1,,,,40000,5000,
WinBSWithSalvage1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,20,,5,,,,,1,,,,20000,2500,
WinBSWithSalvage2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,20,6,,,,,,1,,,,40000,5000,
WinBSWithSupress1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,21,,5,,,,,1,,,,20000,2500,
WinBSWithSupress2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,21,6,,,,,,1,,,,40000,5000,
WinBSWithImpulse1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,32,,5,,,,,1,,,,20000,2500,
WinBSWithImpulse2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,32,6,,,,,,1,,,,40000,5000,
WinBSWithAlphaRocket1,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,41,,5,,,,,1,,,,20000,2500,
WinBSWithAlphaRocket2,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,41,6,,,,,,1,,,,40000,5000,
WinBSWithDestiny,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,23,,,,,,,1,,,,40000,5000,
WinBSWithVengeance,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,36,,,,,,,1,,,,40000,5000,
WinBSWithDeltaRocket,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,51,,,,,,,1,,,,40000,5000,
WinBSWithBarrier,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,31,,,,,,,1,,,,40000,5000,
WinBSWithAlphaDrone,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,49,,,,,,,1,,,,40000,5000,
WinBSWithBond,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,50,,,,,,,1,,,,40000,5000,
WinBSWithOmegaRocket,TID_WIN_BS_WITH_MODULE,TID_WIN_BS_WITH_MODULE_DESCR,,,,40000,WinBSWithModule,,1,,,53,,,,,,,1,,,,40000,5000,
