"TID_INTRO_MESSAGE_TITLE","WELCOME TO HADES' STAR"
"TID_MODULE_ROCKET_LAUNCHER","BOMBER ROCKET"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","Launches one Bomber Rocket towards each enemy player that has ships in the Bomber's sector or any adjacent sectors. Each Rocket travels towards the enemy player's closest ship."
"TID_BOMBER_ROCKET_DESCR","A strong Rocket that causes area damage to all player ships when it reaches its destination. The Rocket still delivers a smaller amount of Area damage on a smaller radius if neutralized before reaching its destination."
"TID_MODULE_DART_LAUNCHER","DART LAUNCHER"
"TID_MODULE_DART_LAUNCHER_DESCR","Launches a DART missile against the targeted enemy ship at regular intervals.\n\nThe missile can be neutralized by any enemy ship using normal targeting rules.\n\nWhen the missile reaches its destination it will deal direct weapon damage to the target ship only, and only if the target ship is still within the impact area.\n\nThis weapon will only fire on enemy ships. Rockets and Cerberus stations are ignored."
"TID_DART_MISSILE","DART MISSILE"
"TID_DART_MISSILE_DESCR","A missile that is launched against a single ship. Once the missile reaches its destination, it will deal damage to the target ship if that ship is within the explosion range."
"TID_MODULE_DISPATCH","DISPATCH"
"TID_MODULE_DISPATCH_DESCR","The Transport ship initiates teleport to the planet with the most Shipments in the star system. If more than one planets have the same amount of Shipments, the farthest planet is picked.\n\nThe teleportation completes after the preparation time elapses. The preparation time is proportional to the amount of Shipments on the target planet at the time of activation."
"TID_MODULE_DISPATCH_DESCR_RS","The Transport ship initiates teleport to the planet with the least Artifacts in the star system. If more than one planets have the same amount of Artifacts, the closest planet is picked.\n\nThe teleportation completes after the preparation time elapses. The preparation time is proportional to the amount of Artifacts on the target planet at the time of activation."
"TID_MODULE_DISPATCH_DESCR_WS","The Transport ship initiates teleport to the planet with the most Relics in the star system. If more than one planets have the same amount of Relics, the farthest planet is picked.\n\nThe teleportation completes after the fixed preparation time elapses. Immediately after teleportation, the Transport ship applies Area Damage to all enemy ships in range."
"TID_MODULE_HYDRO_ROCKET","HYDROGEN ROCKET"
"TID_MODULE_HYDRO_ROCKET_DESCR","Allows the Miner ship to launch a powerful Rocket, anywhere in the star system.\n\nTo activate, the Miner ship must have collected at least the Required Hydrogen amount. The Hydrogen is consumed on activation."
"TID_HYDRO_ROCKET_DESCR","A powerful Rocket launched by a Miner ship. The Rocket explodes and does Area damage to all enemy ships when it reaches its destination.\n\nEnemy ships can fire on the Rocket using normal targeting rules. No damage is applied if the rocket is destroyed before it reaches its destination."
"TID_MODULE_DART_BARRAGE","DART BARRAGE"
"TID_MODULE_DART_BARRAGE_DESCR","Regularly fires a fast Dart missile against all enemy ships in range."
"TID_MODULE_SUSPEND","SUSPEND"
"TID_MODULE_SUSPEND_DESCR","Reduces movement speed and weapon damage for all enemy Ships and Drones in range.\n\nAn object in range of multiple Suspend areas is only affected by the highest level one."
"TID_MODULE_RECOIL","RECOIL"
"TID_MODULE_RECOIL_DESCR","The Flagship enters a Teleport countdown, heading anywhere in the star system. After the countdown ends, the Flagship will jump to the destination and will immediately enter a second Teleport countdown, heading back to its original position."
"TID_MODULE_FLAGSHIP_DRONES","RECOIL DRONES"
"TID_MODULE_FLAGSHIP_DRONES_DESCR","A group of fighter Drones that start Teleporting to the target location in range. After teleportation, the Drones will initiate a new Teleport back to the original launching location, where they'll stay until destroyed or the Activation timer runs out."
"TID_MODULE_IMMOLATION","IMMOLATION"
"TID_MODULE_IMMOLATION_DESCR","Applies a fixed amount of damage to all Cerberus ships in the sector."
"TID_MODULE_IMMOLATION_DAMAGE_AMT","DAMAGE AMOUNT"
"TID_MODULE_HYDRA_BARRAGE","HYDRA BARRAGE"
"TID_MODULE_HYDRA_BARRAGE_DESCR","A strong battery that does additional damage to its single target when there are more enemy ships in the sector."
"TID_MODULE_REMOTE_BOMB","REMOTE BOMB"
"TID_MODULE_REMOTE_BOMB_DESCR","Leaves a stationary Bomb at the ship's current location. The bomb will start triggering once an enemy ship enters the blast range. All enemy ships within the blast range will take area damage after the trigger period is over. The bomb can be targeted by enemy ships using regular targeting rules. If neutralized before the trigger period expires, it will deal less area damage across a smaller range.\n\nNot affected by Area damage.\n\nNot useable in Yellow stars."
"TID_REMOTE_BOMB_DESCR","A stationary bomb that will start triggering once an enemy ship enters its blast range. All enemy ships within the blast range will take area damage after the trigger period is over. The bomb can be targeted by enemy ships using regular targeting rules. If neutralized before the trigger period expires, it will deal less area damage across a smaller range."
"TID_MODULE_FLAGSHIP_WEAPON","DART TURRET"
"TID_MODULE_FLAGSHIP_WEAPON_DESCR","A stand-alone weapon with a fixed position that can be deployed from the Corporation Flagship. It will regularly launch a Dart rocket against each enemy ship in range. The Dart rocket will only do damage against its single target, and only if the target is within blast range when it reaches its destination."
"TID_MODULE_FLAGSHIP_SHIELD","FLOATING SHIELD"
"TID_MODULE_FLAGSHIP_SHIELD_DESCR","A stand-alone Area shield with a fixed position that can be deployed from the Corporation Flagship. Absorbs hull damage taken by any friendly Ship, Drone or Rocket in the effect area."
"TID_MODULE_LASER_TURRET","LASER TURRET"
"TID_MODULE_LASER_TURRET_DESCR","A drone with a stand-alone weapon, deployed at a fixed position. After a short setup time it will fire a laser beam on up to 3 targets within range. Damage will ramp up independently for each target.\n\nDoes not work on sectors with Jump Gates on White Stars."
"TID_MODULE_CHAINRAY_TURRET","CHAIN RAY TURRET"
"TID_MODULE_CHAINRAY_TURRET_DESCR","A stationary drone, equipped with Chain Ray. The drone's weapon can boost, or be boosted by, other friendly Chain Ray Turrets or Battleships equipped with Chain Ray."
"TID_MODULE_CHAIN_RAY","CHAIN RAY"
"TID_MODULE_CHAIN_RAY_DESCR","This Ray weapon is longer range than most other weapons. By default, it does constant damage to its single target. Alternatively, the Ray can be set to Support mode, where it becomes linked to a friendly Battleship in range that is also equipped with Chain Ray. When in Support mode, the Chain Ray does not target any ships but instead greatly increases the damage output and range of the target supported Battleship.\n\nA single Chain Ray can be supported by up to 2 additional rays. "
"TID_MODULE_PLAYER_ROCKET_LAUNCHER","ROCKET LAUNCHER"
"TID_MODULE_PLAYER_ROCKET_LAUNCHER_DESCR","Regularly launches a single powerful rocket against the closest enemy target in range. The launcher has a large range, but it also has a minimum range, making it unable to fire against very close targets."
"TID_MODULE_DRONE_ROCKET_LAUNCHER_DESCR","Regularly launches a single Alpha rocket against the closest enemy target in range."
"TID_MODULE_PULSE","PULSE"
"TID_MODULE_PULSE_DESCR","Applies a Pulse blast around the ship's current location at a slow frequency, dealing area damage to all enemy ships in range."
"TID_MOD_DRONE_SQUAD","DRONE SQUAD"
"TID_MOD_DRONE_SQUAD_DESCR","Launches a formidable group of Squad Drones. The Drones travel together to their shared destination."
"TID_MOD_DELTA_DRONES","DELTA DRONES"
"TID_MOD_DELTA_DRONES_DESCR","Launches a pair of Drones next to the Battleship. Immediately upon launch, the Drones will initiate teleport to the target location, which must be within launch range. The Drones can fire on enemy targets both before and after the Teleportation."
"TID_SHIP_DELTA_DRONE","DELTA DRONE"
"TID_SHIP_DELTA_DRONE_DESCR","A Combat Drone that has the ability to Teleport right after being launched."
"TID_SHIP_SQUAD_DRONE","SQUAD DRONE"
"TID_SHIP_SQUAD_DRONE_DESCR","A weaker Combat Drone that travels in a large group with other similar Drones."
"TID_MODULE_ARTIFACT_BOOST","ARTIFACT BOOST"
"TID_MODULE_ARTIFACT_BOOST_DESCR","Adds a Research Bonus output to a random Artifact on the target Planet or Transport ship. Only Artifacts that originated in the current Red Star, and have never been transferred out of the star, are valid boost targets. A single Artifact can only be boosted once by this Module. "
"TID_MODULE_CARGO_ROCKET","CARGO ROCKET"
"TID_MODULE_CARGO_ROCKET_DESCR","The Transport ship launches a powerful Rocket, anywhere in the star system.\n\nTo activate, the Transport ship must carry at least one cargo item (shipment or Artifact). The item is consumed on activation."
"TID_MODULE_CARGO_ROCKET_DESCR_RS","The Transport ship launches a powerful Rocket, anywhere in the star system.\n\nTo activate, the Transport ship must carry at least one Artifact at the same level or higher as the current Red Star level. The Artifact is consumed on activation."
"TID_MODULE_CARGO_ROCKET_DESCR_WS","The Transport ship launches a powerful Rocket, anywhere in the star system.\n\nTo activate, the Transport ship must carry at least one Relic. The Relic is consumed on activation."
"TID_CARGO_ROCKET_DESCR","A powerful Rocket launched by a Transport ship. The Rocket explodes and does Area damage to all enemy ships when it reaches its destination.\n\nEnemy ships can fire on the Rocket using normal targeting rules. No damage is applied if the rocket is destroyed before it reaches its destination."
"TID_MODULE_ROCKET_CLUSTER","CATACLYSM"
"TID_MODULE_ROCKET_CLUSTER_DESCR","Fires multiple Rockets on each valid target. Valid targets include all move destinations in the target Sector. Enemy ships or drones caught in the blast will take Area Damage."
"TID_MOD_REPAIR_DRONE_DESCR","Launches a Repair Drone towards the target location. When the Drone's lifetime expires, it will instantly repair up to BASE REPAIR AMOUNT hull points in total, shared among all friendly Battleships in range. If the Drone is destroyed before it expires, it will repair a higher amount (MAX REPAIR AMOUNT) to nearby Battleships."
"TID_MODULE_MOTION_SHIELD","MOTION SHIELD"
"TID_MODULE_MOTION_SHIELD_DESCR","Absorbs a fixed percentage of all incoming damage. Only active while the owner Battleship is actively moving."
"TID_CERB_STATION_HOME1","WEAK CERBERUS BASE"
"TID_CERB_STATION_HOME2","CERBERUS BASE"
"TID_CERB_STATION_HOME3","STRONG CERBERUS BASE"
"TID_CERB_STATION_HOME_DESCR","Spawns Cerberus ships daily. Do not attempt to approach before building a sizeable combat fleet."
"TID_TRADEITEM_ALLOYS","Alloys"
"TID_TRADEITEM_DIAMONDS","Diamonds"
"TID_TRADEITEM_SILICON","Silicon"
"TID_TRADEITEM_STEEL","Steel"
"TID_TRADEITEM_FUELCELLS","Fuel Cells"
"TID_TRADEITEM_SOLARCONVERTER","Solar Converters"
"TID_TRADEITEM_CRYSTALS","Crystal Container"
"TID_TRADEITEM_GOLD","Gold"
"TID_TRADEITEM_ARTIFACT_TUT","SMALL ARTIFACT"
"TID_TRADEITEM_ARTIFACT_TUT_DESCR","Researching this Artifact will give you access to new Modules that you can equip to your ships."
"TID_ARTIFACT_TYPE_0","TRANSPORT ARTIFACT"
"TID_ARTIFACT_TYPE_1","MINER ARTIFACT"
"TID_ARTIFACT_TYPE_2","COMBAT ARTIFACT"
"TID_ARTIFACT_TYPE_3","WEAPON ARTIFACT"
"TID_ARTIFACT_TYPE_4","SHIELD ARTIFACT"
"TID_ARTIFACT_TYPE_5","DRONE ARTIFACT"
"TID_ARTIFACT_OBSOLETE","OBSOLETE ARTIFACT"
"TID_PLANET_DESERT_1","Small Desert Planet"
"TID_PLANET_DESERT_2","Desert Planet"
"TID_PLANET_DESERT_3","Large Desert Planet"
"TID_PLANET_DESERT_DESCR","Desert planets produce lower reward shipments and help increase your Empire's total Hydrogen storage."
"TID_PLANET_LAVA_1","Small Fire Planet"
"TID_PLANET_LAVA_2","Fire Planet"
"TID_PLANET_LAVA_3","Large Fire Planet"
"TID_PLANET_LAVA_DESCR","Fire planets produce decent reward shipments and give your Empire a small income of Credits and Hydrogen per hour."
"TID_PLANET_WATER_1","Small Water Planet"
"TID_PLANET_WATER_2","Water Planet"
"TID_PLANET_WATER_3","Large Water Planet"
"TID_PLANET_WATER_DESCR","Water planets produce decent reward shipments and give your Empire a steady income of Credits per hour."
"TID_PLANET_TERRAN_1","Small Terran Planet"
"TID_PLANET_TERRAN_2","Terran Planet"
"TID_PLANET_TERRAN_3","Large Terran Planet"
"TID_PLANET_TERRAN_DESCR","Terran planets produce regular reward shipments and give your Empire a small income of Hydrogen per hour."
"TID_PLANET_GAS_1","Gas Planet"
"TID_PLANET_GAS_2","Gas Giant"
"TID_PLANET_GAS_DESCR","Gas planets produce regular reward shipments and give your Empire a small income of Credits per hour."
"TID_PLANET_ICE","Ice Planet"
"TID_PLANET_ICE_DESCR","Ice planets produce high reward shipments and give your Empire a steady income of Credits and Hydrogen per hour."
"TID_PLANET_DESTROYED","Dying Planet"
"TID_PLANET_DESTROYED_DESCR","This planet may hold ancient Artifacts, useful for discovering new Modules."
"TID_YELLOW_STAR","YELLOW STAR"
"TID_YELLOW_STAR_DESCR","Yellow Stars contain numerous habitable planets and are great for building base infrastructure. Each Empire is assigned its own Yellow Star to establish its base of operations.\n\nYellow Stars are combat safe. There is no combat between player forces. Ships lost to combat against Cerberus will safely return to a colonized planet."
"TID_RED_STAR","RED STAR"
"TID_RED_STAR_INFO","Red Stars are very unstable. They contain uninhabitable planets with valuable Artifacts\n\nThere is no combat between player ships in Red Stars. Ships lost to Cerberus will jump home safely. Ships lost to Supernova will be lost permanently."
"TID_WHITE_STAR","WHITE STAR"
"TID_WHITE_STAR_INFO","As the only source of Relics, White Stars are highly sought after by Corporations in the Hades Galaxy."
"TID_BLUE_STAR","BLUE STAR"
"TID_BLUE_STAR_INFO","This dangerous system has a very limited lifetime and collapses from the outside toward the star.\n\nThe Star will do direct damage to any ship in its sector."
"TID_BLUE_STAR_SEARCH_CANCELLED_MAIL","Your ranked Blue Star search has been cancelled due to impending Server maintenance."
"TID_BLUE_STAR_SEARCH_TIMED_OUT_MAIL","Your Blue Star search has been cancelled due to being disconnected from the server.  "
"TID_HOME_STAR","HOME STAR"
"TID_OTHER_STARS","OTHER STARS"
"TID_ACHIEVEMENT_SHIPMENTS","SHIPMENT DELIVERY"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Deliver a total of {0} shipments."
"TID_ACHIEVEMENT_UPGRADEPLANET","PLANET UPGRADE"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Upgrade one of your planets to level {0}."
"TID_ACHIEVEMENT_FLEETSIZE","FLEET SIZE"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Increase your fleet size to {0}."
"TID_ACHIEVEMENT_COMMONHYDRO","HYDROGEN COLLECTOR"
"TID_ACHIEVEMENT_COMMONHYDRO_DESCR","Use your miners to deposit {0} total Hydrogen on your planets."
"TID_ACHIEVEMENT_NUMBERARTIFACTS","ARTIFACT HUNTER"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Research {0} Artifacts."
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZER"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Colonize {0} planets."
"TID_ACHIEVEMENT_SECTORUNLOCKED","YELLOW STAR EXPLORER"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Reveal {0} sectors in your home star."
"TID_ACHIEVEMENT_RELATIONSHIP","STABLE RELATIONSHIP"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Maintain uninterrupted diplomatic relations with another player for {0} days."
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","SLAYER OF THE GUARDIANS"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Destroy a total of {0} Cerberus ships."
"TID_ACHIEVEMENT_CRINCOME","CREDITS TYCOON"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Maintain total income of {0} Credits per day for 14 continuous days."
"TID_ACHIEVEMENT_HYDROINCOME","HYDROGEN TYCOON"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Maintain total income of {0} Hydrogen per day for 14 continuous days"
"TID_ACHIEVEMENT_WS","TEAM PLAYER"
"TID_ACHIEVEMENT_WS_DESCR","Participate in {0} White Star missions."
"TID_ACHIEVEMENT_WS_HYDRO","COLLECTOR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposit {0} Hydrogen on White Star planets."
"TID_ACHIEVEMENT_WS_RELICS","STEWARD"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Retrieve {0} relics for your Corporation."
"TID_ACHIEVEMENT_BS_WINS","BLUE STAR WARRIOR"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Win {0} Blue Star matches."
"TID_ACHIEVEMENT_DRS","DARK RED STAR MASTER"
"TID_ACHIEVEMENT_DRS_DESCR","Earn {0} Points by retrieving Artifacts from Dark Red Stars. Higher level Artifacts contribute significantly more Points towards this achievement."
"TID_ACHIEVEMENT_RS_LEVEL","RED STAR EXPLORER"
"TID_ACHIEVEMENT_RS_LEVEL_DESCR","Gain access to Red Stars level {0}."
"TID_ACHIEVEMENT_DAILY_REWARDS","DEPENDABLE"
"TID_ACHIEVEMENT_DAILY_REWARDS_DESCR","Collect your Daily Rewards {0} day(s) in a row."
"TID_ACHIEVEMENT_SHIPMENT_BONUS","FRUGAL"
"TID_ACHIEVEMENT_SHIPMENT_BONUS_DESCR","Collect {0} total Credits from Shipment Bonuses."
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS","RED HYDROGEN"
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS_DESCR","Use {0} total on board Hydrogen by activating Mining Modules in Red Stars."
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Upgrade your Shipyard to build more ships (or Disband existing ships)"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Select a location closer to the star"
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Select a location within your visible area in the system"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Select a location farther away from planets and Space Stations"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Select a location farther away from the Star"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","This Station can only be placed on a sector with no planets"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_DISTANCE","This Station must be placed more than 1 sector away from identical Stations."
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","Cannot place the second Station so close to the first one"
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","Cannot move an active Hub. Wait until the activation timer has ran out."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","This sector cannot support more Stations of this type"
"TID_HUD_PLACE_LOCATION_INVALID_SUN","This Station cannot be placed close to the star"
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","This Station must be placed close to the star"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","You cannot build this close to the edge of a sector"
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","You cannot build on a sector until you clear all Cerberus presence"
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","You cannot move a station to this sector until you clear Cerberus presence"
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","You can only move this station within the same sector"
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","Cannot colonize a planet until one of your ships is in orbit"
"TID_HUD_MSG_CORP_JOINED","You are now part of the '{0}' Corporation"
"TID_HUD_MSG_CORP_LEFT","You are no longer part of a Corporation"
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","Cannot join Corporation: You are already in this Corporation"
"TID_HUD_MSG_CORP_JOIN_WAIT","You must wait before trying to join this Corporation again."
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","Cannot join: Corporation is Closed"
"TID_HUD_MSG_CORP_CANTJOIN_FULL","Cannot join Corporation: Member slots full"
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","Cannot join Corporation: Please try again later"
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","Cannot join Corporation: You do not meet the minimum EMPIRE POWER requirement"
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","Request to join Corporation has been sent"
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","Select an object within the module's range"
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","Suppress only works on enemy ships"
"TID_HUD_MSG_MODULE_INVALID_TARGET","This is not a valid target for this module"
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","Cannot teleport outside of the Blue Star collapse area"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","Cannot launch more ships of this type"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","This module can only be activated while the ship is moving"
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","This module can only be activated when there are asteroids in the current sector"
"TID_HUD_MSG_NO_YS_PERMISSION","The owner of this Star System has not given you permission to perform this action."
"TID_HUD_MSG_CANNOT_UNLOAD_SHIPMENT","This type of item cannot be unloaded here."
"TID_HUD_MSG_MINING_PERMISSION_ON_COOLDOWN","You must wait for the cooldown to expire before re-enabling this permission."
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","You must wait for the cooldown to expire before using this module on this sector again"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","This module can only be activated within the star's sector."
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","You do not need a Short Range Scanner in this sector"
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","You do not have enough Hydrogen collected to activate this module"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","You must select an outpost with shipments"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","You have no capacity to beam shipments on this ship"
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","You must select a Trade Station"
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","A module is already activating"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","Select a location where the drone can start delivering shipments"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","Cannot activate BOND on a ship pending Teleportation"
"TID_HUD_MSG_BS_WON","You have won this Blue Star!"
"TID_HUD_MSG_BS_END","The Blue Star is over. You are #{0} on the final standings."
"TID_HUD_MSG_DISPATCH_NO_TARGET","Unable to find valid Dispatch target"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","This module can only be activated with enemy Cerberus ships in the sector."
"TID_HUD_MSG_BLS_TOO_LOW_TO_WAIT_FOR_BLS","Upgrade your ship and ship's modules to be eligible to wait for a Ranked Match."
"TID_HUD_MSG_BLS_TO_NO_RANKED_MATCHES_LEFT","You have played your ranked matches for the day."
"TID_CHAIN_RAY_CANT_LINK_TARGET_HAS_MAX_LINKS","The target Battleship already has the maximum amount of supports."
"TID_CHAIN_RAY_CANT_LINK_ALREADY_SUPPORTED","A Battleship that is supported cannot itself support other Battleships."
"TID_CHAIN_RAY_CANT_LINK_TARGET_SUPPORTING","The target is already supporting another Battleship."
"TID_HUD_MUST_BE_PLACED_ON_DONE_SRS","This Station can only be placed over a Short Range Scanner that has completed scanning its adjacent sectors."
"TID_TUTORIAL_GUIDANCE_AVAILABLE","GUIDANCE AVAILABLE"
"TID_HUD_CREDITS","CREDITS"
"TID_HUD_HYDROGEN","HYDROGEN"
"TID_HUD_CRYSTALS","CRYSTALS"
"TID_HUD_CREDITS_EXPLANATION","<creditColor>Credits</color> is the main currency, used to buy ships, unlock modules, build and upgrade infrastructure."
"TID_HUD_HYDROGEN_EXPLANATION","<hydrogenColor>Hydrogen</color> is used to move Transport ships, to jump all types of ships to Red Stars, and to activate certain Space Stations."
"TID_HUD_CRYSTAL_EXPLANATION","<crystalColor>Crystals</color> can be used to buy Credits and Hydrogen, and to speed up various operations."
"TID_HUD_ADD_CRYSTALS","ADD CRYSTALS"
"TID_HUD_MAX_STORAGE","MAXIMUM STORAGE"
"TID_HUD_INCOME_PER_HR","INCOME PER HOUR"
"TID_HUD_NEXT_INSTALLMENT","NEXT INSTALLMENT"
"TID_HUD_STORAGE_FULL","Storage is full. Upgrade your planets to increase storage."
"TID_HUD_PLACE_BUILDING_PROMPT","SELECT PLACEMENT SITE FOR THE {0}"
"TID_HUD_PLACE_SRS_CONFIRM","Are you sure you want to place your Short Range Scanner in this sector? This position may not be optimal."
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","SELECT PLACEMENT SITE FOR THE SECOND {0}"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","SELECT DESTINATION"
"TID_HUD_PLACEMENT_WAYPOINT","SELECT NEXT WAYPOINT"
"TID_HUD_PICK_TELEPORT_TARGET","SELECT TELEPORT TARGET"
"TID_HUD_PICK_WEAPON_LINK_TARGET","SELECT SUPPORT TARGET"
"TID_HUD_PICK_SUPRESS_TARGET","SELECT SUPPRESS TARGET"
"TID_HUD_PICK_MODULE_TARGET","SELECT TARGET"
"TID_HUD_PICK_REPAIR_TARGET","SELECT REMOTE REPAIR TARGET"
"TID_HUD_PICK_WARP_LANE_TARGET","SELECT DESTINATION HUB TO LINK"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","Invalid object, select another Warp Lane Hub"
"TID_HUD_CONFIRM_WARP_LANE_LINK","Create a Warp Lane between these two hubs for {0}?"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","Are you sure you want to unlink this warp lane before it expires?"
"TID_HUD_CONFIRM_BUILDING_MOVE","Move this station to the new position?"
"TID_HUD_MOVETO_POPUP_DESTINATION","Move to {0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","{0}AU away"
"TID_HUD_MOVETO_CANCEL_MOVE","CANCEL"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","Moving the Transport before loading is complete will leave the Relic behind. Continue?"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","Your transport is loading Artifacts. If you depart now, Artifacts in progress and in the queue will be left behind."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","DEPART NOW"
"TID_HUD_MOVE_ALWAYS_DELAY_IN_RS_TOGGLE","ALWAYS DELAY DEPARTURE IN RED STARS"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","DEPART WHEN ALL ARTIFACTS ARE LOADED"
"TID_HUD_MOVE_MINER_IN_RS","Delay departure until the Miner is full, or the Asteroid depleted?"
"TID_HUD_MOVE_MINER_DELAY","DEPART WHEN MINING IS DONE"
"TID_HUD_MSG_STAR_DESTROYED","The star system that was here has been destroyed, leaving nothing behind..."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","SELECT TARGET OUTPOST"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","SELECT TARGET TRADE STATION"
"TID_HUD_PICK_ROCKET_TARGET","SELECT ROCKET TARGET"
"TID_HUD_PICK_DRONE_TARGET","SELECT DRONE DESTINATION"
"TID_HUD_PICK_MINING_SECTOR","PICK MINING SECTOR {0} OF {1}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","You have designated a full route for your miner. Select an active sector to reset the route."
"TID_HUD_ROUTE_DONE","ROUTE SET, TAP ON A ROUTE SECTOR TO RESET"
"TID_HUD_FINALIZE_MINER_ROUTE","FINALIZE ROUTE"
"TID_HUD_DAMAGE_PER_SECOND_DISPLAY","DPS: {0}"
"TID_HUD_DAMAGE_PER_HOUR_DISPLAY","DPH: {0}"
"TID_STATUS_MINING_SECTOR","Mining Sector"
"TID_STATUS_MINING_SINGLE","Mining"
"TID_STATUS_MINING_BLOCKED","No permission to mine."
"TID_STATUS_MINING","Mining Sector {0} of {1}"
"TID_STATUS_LOADING_ARTIFACT","Loading Artifact"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","Loading {0} Artifacts"
"TID_STATUS_DEPARTING","Departing for {0}"
"TID_STATUS_MOVING","Moving to {0}"
"TID_OBJ_EMPTY_SPACE","empty space"
"TID_STATUS_DOCKED","Stationed at {0}"
"TID_STATUS_DISABLED","Disabled"
"TID_STATUS_REPAIRING","Repairing"
"TID_STATUS_DESTROYING_PLANET","Destroying planet"
"TID_STATUS_DESTROYING_BUILDING","Destroying Space Station"
"TID_STATUS_ACTIVATING_MODULE","Activating {0}"
"TID_STATUS_DRONE_EXPIRY","Expires in {0}"
"TID_MULTIPLE_SHIPS_SELECTED","{0} ships selected"
"TID_STATUS_NOT_TRIGGERED","Not triggered"
"TID_STATUS_TRIGGERING","Triggering..."
