"TID_INTRO_MESSAGE_TITLE","WELCOME TO HADES' STAR"
"TID_SHIP_CERB_PHOENIX_DESCR","The Phoenix protects nearby Cerberus ships with its area shield. Once destroyed, it will spawn a small number of Sentinels.\n\nThis ship will always stay within its assigned sector."
"TID_SHIP_ALPHA_DRONE","ALPHA DRONE"
"TID_SHIP_ALPHA_DRONE_DESCR","An automated, fast but weak combat ship. The drone travels to its fixed destination and stays there until destroyed or its activation timer runs out."
"TID_SHIP_SHIPMENT_DRONE","SHIPMENT DRONE"
"TID_SHIP_SHIPMENT_DRONE_DESCR","An automated, fast drone that will automatically deliver shipments when possible. The drone can only cross sectors if they are connected with an active Warp Lane."
"TID_SHIP_MINING_DRONE","MINING DRONE"
"TID_SHIP_MINING_DRONE_DESCR","An automated mining ship that targets a single asteroid. Once mining is complete, the drone will deliver the Hydrogen to the closest planet and self-destruct."
"TID_SHIP_CERBERUS_BOMBER","Cerberus Bomber"
"TID_SHIP_CERBERUS_BOMBER_DESCR","A strong ship that regularly fires one rocket towards each participating player that has ships in the bomber's sector or any adjacent sectors. \n\nThis ship will always stay within its assigned sector, but the Rockets can be fired on approaching ships in adjacent sectors."
"TID_SHIP_STORM","Cerberus Storm"
"TID_SHIP_STORM_DESCR","This ship always follows a circular path within its sector. It is equipped with a powerful long range weapon that regularly launches fast Dart missiles against all enemy ships in range."
"TID_SHIP_CERB_GHOSTS","Cerberus Ghosts"
"TID_SHIP_CERB_GHOSTS_DESCR","A group of fast ships that jump in unpredictably and move collectively to the nearest target, anywhere in the star system.\n\nGhost ships are immune to all modules that don't do damage, and do not count as ships for certain modules like Barrage and Salvage."
"TID_CORP_FLAGSHIP","CORPORATION FLAGSHIP"
"TID_CORP_FLAGSHIP_DESCR","This ship belongs to a Corporation and can be controlled by its Officers.\n\nA Flagship can optionally assist its owner Corporation with one ongoing White Star mission."
"TID_SHIP_CERB_HYDRA","Cerberus Hydra"
"TID_SHIP_CERB_HYDRA_DESCR","A massive, strong ship, equipped with a powerful Barrage that does significantly more damage when there are more player ships in its sector. When it runs out of hitpoints, it will split into two smaller, weaker Hydras. The smaller versions will themselves turn into two tiny Hydras when destroyed."
"TID_SHIP_CERB_HYDRA_1","Cerberus Hydra"
"TID_SHIP_CERB_HYDRA_1_DESCR","A weaker version of the Cerberus Hydra. Will split into two smaller Hydras when destroyed."
"TID_SHIP_CERB_HYDRA_2","Cerberus Hydra"
"TID_SHIP_CERB_HYDRA_2_DESCR","The weakest version of the Cerberus Hydra. Will disappear when destroyed."
"TID_GHOST_SPAWNER","Ghost Jumpgate"
"TID_GHOST_SPAWNER_DESCR","This mysterious gate is used by Cerberus Ghost ships to jump to new star systems. The gate cannot be targeted or used as a move target."
"TID_MODULE_TRADER","TRADE BOOST"
"TID_MODULE_TRADER_DESCR","While active, increases payout on shipment delivery."
"TID_MODULE_TRANSPORT_CAPACITY","CARGO BAY EXTENSION"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","Increases the total storage of the Transport ship, allowing more Shipments or Artifacts to be carried at once."
"TID_MODULE_MINING_BOOST","MINING BOOST"
"TID_MODULE_MINING_BOOST_DESCR","Provides a temporary boost to Hydrogen collection speed."
"TID_MODULE_EMP","EMP"
"TID_MODULE_EMP_DESCR","Disables all ships, rockets and Cerberus Stations within the affected area for a short period of time, including the ship that triggered the EMP. Disabled ships do not move or fire, but can still activate Modules."
"TID_MODULE_SHIPMENT_COMPUTER","SHIPMENT COMPUTER"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","Automatically picks up shipments from intermediate waypoints, if those shipments' destination matches any of the ship's subsequent waypoints. Automatically picked up shipments add a bonus to their reward.\n\nAfter this module is unlocked, selecting any object that holds shipments will reveal numeric indicators showing where the shipments are headed."
"TID_MODULE_REPAIR","REMOTE REPAIR"
"TID_MODULE_WEAK_SHIELD","ALPHA SHIELD"
"TID_MODULE_SHIELD","DELTA SHIELD"
"TID_MODULE_STRONG_SHIELD","OMEGA SHIELD"
"TID_MODULE_SHIELD_DESCR","Absorbs incoming damage until it is depleted or the activation timer runs out."
"TID_MODULE_SHIELD_WITH_SPEED_DESCR","Absorbs incoming damage until it is depleted or the activation timer runs out. Owner ship travels faster while the shield is active."
"TID_MODULE_REPAIR_DESCR","Repairs a constant amount of hitpoints per second, shared among all damaged non-enemy ships within range."
"TID_MODULE_TELEPORT","TELEPORT"
"TID_MODULE_TELEPORT_DESCR","After the Activation Delay, the ship teleports to the designated target, which must be within teleportation radius. Cannot teleport inside Barrier areas created by enemy ships."
"TID_MODULE_TIME_WARP","TIME WARP"
"TID_MODULE_TIME_WARP_DESCR","Speeds up time in a radius around the ship. Affects travel times, combat and artifact pickup speed.\n\nAn object in range of multiple Time Warps is only affected by the highest level one."
"TID_MODULE_BATTERY","BATTERY"
"TID_MODULE_BATTERY_DESCR","Does damage to a single target at a time."
"TID_MODULE_LASER","LASER"
"TID_MODULE_LASER_DESCR","A powerful weapon that does increasingly higher damage the longer it stays focused on a single target."
"TID_MODULE_WEAK_BATTERY","WEAK BATTERY"
"TID_MODULE_WEAK_BATTERY_DESCR","A weak weapon that does damage to a single target at a time."
"TID_MINERAL_STORAGE_CAPACITY","HYDROGEN BAY EXTENSION"
"TID_MINERAL_STORAGE_CAPACITY_DESCR","Increases the maximum amount of Hydrogen that a Miner ship can carry."
"TID_MODULE_REDSTAR_EXTENDER","RED STAR LIFE EXTENDER"
"TID_MODULE_REDSTAR_EXTENDER_DESCR","Adds a small amount of time to a Red Star's life when activated near the star."
"TID_MODULE_STEALTH","STEALTH"
"TID_MODULE_STEALTH_DESCR","Activating ship evades enemy ship fire completely. It will not fire on enemies, or be fired on, for the duration of the effect."
"TID_MODULE_MASS_MINING","REMOTE MINING"
"TID_MODULE_MASS_MINING_DESCR","Simultaneously mines Hydrogen from all asteroid fields in the same sector, at reduced speed."
"TID_MODULE_UNITY","UNITY"
"TID_MODULE_UNITY_DESCR","Increases Damage Per Second for the owner ship when other allied players have ships present in the same sector. The increase is proportional to the number of allied players with ships in the sector."
"TID_MODULE_UNITY_MINER","MINING UNITY"
"TID_MODULE_UNITY_MINER_DESCR","Increases mining speed for the activating ship, if other players are also mining in the same sector. The increase is proportional to the number of other players mining in the sector."
"TID_MODULE_FORTIFY","FORTIFY"
"TID_MODULE_FORTIFY_DESCR","Reduces direct weapon damage received. All Cerberus ships in the sector move toward the owner. Enemy ships and bases prefer firing on the owner over all other potential targets."
"TID_MODULE_SALVAGE","SALVAGE"
"TID_MODULE_SALVAGE_DESCR","Instantly restores a percentage of hull strength each time any ship (other than Cerberus Ghost) is destroyed in the same sector."
"TID_MODULE_SUPRESS","SUPPRESS"
"TID_MODULE_SUPRESS_DESCR","Prevents a single enemy ship from firing for a small period of time."
"TID_MODULE_SHIPMENT_DRONE","SHIPMENT DRONE"
"TID_MODULE_SHIPMENT_DRONE_DESCR","Launches a drone that will automatically pick up and deliver shipments when possible. The drone can only cross sectors if they are connected with an active Warp Lane.\n\nThe drone loads shipments to a single destination at a time. When it drops off more than one shipment, the entire delivery will yield a credit reward bonus proportional to the number of additional shipments delivered."
"TID_MODULE_DESTINY","DESTINY"
"TID_MODULE_DESTINY_DESCR","Does massive area damage to all enemy ships in range. Initiator ship instantly jumps to a random asteroid in the star system. If there are no asteroids left, DESTINY cannot be activated.\n\nAfter the jump, the ship stays disabled for a short period of time.\n\nCan only be activated if there are enemy ships in the sector."
"TID_MODULE_LEAP","LEAP"
"TID_MODULE_LEAP_DESCR","The owner ship initiates teleportation to the closest ally ship engaged in combat, anywhere in the current star system. After the activation delay period, and if the targeted ally is still alive, the owner ship will jump to the object closest to the ally ship. After the jump, both the owner ship and the ally ship are disabled for a small period of time."
"TID_MODULE_BOND","BOND"
"TID_MODULE_BOND_DESCR","Creates a movement link with the targeted enemy ship. While the link is active, the enemy ship is unable to move independently. Any movement from the owner ship will be reflected on the enemy ship, so that the distance between the two ships always remains the same.\n\nThe owner ship will not be affected by a Barrier field activated by the enemy ship.\n\nThe enemy ship can break free from the link earlier by using Bond on the original ship, or a module that causes teleportation.\n\nDoes not work on public Red Star level 7 or lower. A ship that has a Cerberus under BOND influence cannot teleport in a public Red Star.\n\nDoes not work against Cerberus Storm."
"TID_MODULE_VENGEANCE","VENGEANCE"
"TID_MODULE_VENGEANCE_DESCR","Starts activating automatically when the owner ship drops below the Hull Strength Threshold. Once the Activation Delay passes, and if the owner ship is still not destroyed, a massive explosion will apply Area damage to all enemy ships in range."
"TID_MODULE_PASSIVE_SHIELD","PASSIVE SHIELD"
"TID_MODULE_PASSIVE_SHIELD_DESCR","A shield that is always active and can regenerate over time.\n\nThe shield only starts regenerating after it has stopped receiving damage for an amount of time equal to the Regeneration Delay."
"TID_MODULE_MIRROR_SHIELD","MIRROR SHIELD"
"TID_MODULE_MIRROR_SHIELD_DESCR","Applies a percentage of the damage taken by this shield back to the attacker."
"TID_MODULE_AREA_SHIELD","AREA SHIELD"
"TID_MODULE_AREA_SHIELD_DESCR","Absorbs hull damage taken by any allied ship in the effect area, including Transports and Miners."
"TID_MODULE_AREA_SHIELD_DESCR_CERB","Absorbs hull damage taken by any Cerberus ship in the effect area"
"TID_MODULE_BLAST_SHIELD","BLAST SHIELD"
"TID_MODULE_BLAST_SHIELD_DESCR","Protects the owner ship and all friendly ships within range against Area damage only. Direct weapon damage is not absorbed by this shield and is applied directly to the hull of the ship."
"TID_MODULE_BARRIER","BARRIER"
"TID_MODULE_BARRIER_DESCR","Creates a force field around the ship. Enemy ships and rockets cannot move while inside the force field. Enemy ships cannot use any object inside the effect area as a target for the Teleport module."
"TID_MODULE_IMPULSE","IMPULSE"
"TID_MODULE_IMPULSE_DESCR","Provides the owner a quick boost that helps it travel faster along its current route."
"TID_MODULE_BARRAGE","BARRAGE"
"TID_MODULE_BARRAGE_DESCR","A battery that does additional damage to its single target when there are more enemy ships in the sector.\n\nCerberus Ghosts do not count as enemies for additional damage."
"TID_MODULE_HYDRO_UPLOAD","HYDROGEN UPLOAD"
"TID_MODULE_HYDRO_UPLOAD_DESCR","Instantly uploads a percentage of collected Hydrogen to your Empire's reserves, without needing to return to a planet."
"TID_MODULE_TRADE_BURST","TRADE BURST"
"TID_MODULE_TRADE_BURST_DESCR","Counts shipments delivered during the activation period. After a minimum threshold is met, every new Credits shipment delivered by the owner ship while the module is still active will yield a bonus reward."
"TID_MODULE_SHIPMENTBEAM","SHIPMENT BEAM"
"TID_MODULE_SHIPMENTBEAM_DESCR","Instantly loads the lowest value shipments from any target outpost in the star system. Does not work with Artifacts or Relics."
"TID_MODULE_SANCTUARY","SANCTUARY"
"TID_MODULE_SANCTUARY_DESCR","When the owner ship is about to be destroyed during combat or a Supernova, it jumps back to its home system instead. Any cargo on the ship will be lost.\n\nBattleships that get destroyed in a Red Star with Sanctuary equipped will not be able to return to the same star."
"TID_MODULE_FUELUSE_PCT","\n\nInstalling this module will increase the owner ship's hydrogen move cost by {0}%."
"TID_MODULE_CRUNCH","CRUNCH"
"TID_MODULE_CRUNCH_DESCR","Instantly collects Hydrogen from all asteroid fields in the current sector (limited by the Max Amount and the Miner ship's total capacity)."
"TID_MODULE_RECALL","RECALL"
"TID_MODULE_RECALL_DESCR","Allows the Transport ship to teleport to any Trade Station in the current star system."
"TID_MODULE_ALPHAROCKET","ALPHA ROCKET"
"TID_MODULE_ALPHAROCKET_DESCR","A fast but weak Rocket that can be launched towards a single fixed target. The Rocket explodes and does Area damage to all enemy ships when it reaches its destination.\n\nEnemy ships can fire on the Rocket using normal targeting rules. No damage is applied if the rocket is destroyed before it reaches its destination."
"TID_MODULE_DELTAROCKET","DELTA ROCKET"
"TID_MODULE_DELTAROCKET_DESCR","A very fast Rocket that does Area damage to all enemy ships when it reaches its final destination. The owner can optionally set a second waypoint after the launch.\n\nEnemy ships can fire on the Rocket using normal targeting rules. No damage is applied if the rocket is destroyed before it reaches its destination.\n\nDoes not work on sectors with Jump Gates on White Stars."
"TID_MODULE_EMP_ROCKET","EMP ROCKET"
"TID_MODULE_EMP_ROCKET_DESCR","A Rocket that disables all nearby ships on impact."
"TID_MODULE_OMEGAROCKET","OMEGA ROCKET"
"TID_MODULE_OMEGAROCKET_DESCR","A strong, slow Rocket that can be launched within a limited range and does massive Area damage to all enemy ships when it reaches its destination.\n\nEnemy ships can fire on the Rocket using normal targeting rules. The Rocket still delivers a small amount of Area damage on a smaller radius to enemy ships if neutralized before reaching its destination."
"TID_MODULE_ENRICH","ENRICH"
"TID_MODULE_ENRICH_DESCR","Instantly increases the amount of Hydrogen stored on all asteroids in the sector. Cannot be used on the same sector more frequently than once per day."
"TID_MODULE_RUSH","RUSH"
"TID_MODULE_RUSH_DESCR","Increases the speed of the owner Transport ship when it carries any shipments destined to the ship's next waypoint. The speed increase is proportional to the number of shipments destined to the next waypoint."
"TID_MODULE_GENESIS","GENESIS"
"TID_MODULE_GENESIS_DESCR","Instantly creates new asteroid fields on the Miner's current sector.\n\nDoes not work on sectors with Jump Gates on White Stars."
"TID_MODULE_ENTRUST","ENTRUST"
"TID_MODULE_ENTRUST_DESCR","Allows the owner transport ship to instantly teleport its cargo to another transport ship in range. Works with Shipments and fully loaded Artifacts and Relics."
"TID_MODULE_OFFLOAD","OFFLOAD"
"TID_MODULE_OFFLOAD_DESCR","When active, the Transport ship will deliver all of its shipments upon arriving on a Trade Station, regardless of the shipments' actual destination. Shipments not originally destined to the Trade Station will yield a reduced payoff."
"TID_ALPHA_DRONE_MODULE_DESCR","Launches a single combat drone towards a destination anywhere in the Star System. The drone will automatically travel to the destination and stay there until destroyed or its activation timer runs out.\n\nDoes not work on sectors with Jump Gates on White Stars."
"TID_MODULE_MINING_DRONE","MINING DRONE"
"TID_MODULE_MINING_DRONE_DESCR","Launches an independent ship towards the target asteroid, which must be within range of miner ship. The drone will keep mining from the asteroid until it is depleted or its capacity fills up. After the mining is done, the drone will deposit the Hydrogen to the closest planet and self destruct."
"TID_MODULE_ROCKET_LAUNCHER","BOMBER ROCKET"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","Launches one Bomber Rocket towards each enemy player that has ships in the Bomber's sector or any adjacent sectors. Each Rocket travels towards the enemy player's closest ship."
"TID_BOMBER_ROCKET_DESCR","A strong Rocket that causes area damage to all player ships when it reaches its destination. The Rocket still delivers a smaller amount of Area damage on a smaller radius if neutralized before reaching its destination."
"TID_MODULE_DART_LAUNCHER","DART LAUNCHER"
"TID_MODULE_DART_LAUNCHER_DESCR","Launches a DART missile against the targeted enemy ship at regular intervals.\n\nThe missile can be neutralized by any enemy ship using normal targeting rules.\n\nWhen the missile reaches its destination it will apply direct weapon damage to the target ship only, and only if the target ship is still within the impact area.\n\nThis weapon will only fire on enemy ships. Rockets and Cerberus stations are ignored."
"TID_DART_MISSILE","DART MISSILE"
"TID_DART_MISSILE_DESCR","A missile that is launched against a single ship. Once the missile reaches its destination, it will apply damage to the target ship if that ship is within the explosion range."
"TID_MODULE_DISPATCH","DISPATCH"
"TID_MODULE_DISPATCH_DESCR","The Transport ship initiates teleport to the planet with the most items (Shipments, Artifacts or Relics) in the star system. If more than one planets have the same amount of items, the farthest planet is picked.\n\nThe Teleport completes after the preparation time elapses. The preparation time is proportional to the amount of items on the target planet at the time of activation."
"TID_MODULE_HYDRO_ROCKET","HYDROGEN ROCKET"
"TID_MODULE_HYDRO_ROCKET_DESCR","Allows the Miner ship to launch a powerful Rocket, anywhere in the star system.\n\nTo activate, the Miner ship must have collected at least the Required Hydrogen amount. The Hydrogen is consumed on activation."
"TID_HYDRO_ROCKET_DESCR","A powerful Rocket launched by a Miner ship. The Rocket explodes and does Area damage to all enemy ships when it reaches its destination.\n\nEnemy ships can fire on the Rocket using normal targeting rules. No damage is applied if the rocket is destroyed before it reaches its destination."
"TID_MODULE_DART_BARRAGE","DART BARRAGE"
"TID_MODULE_DART_BARRAGE_DESCR","Regularly fires a fast Dart missile against all enemy ships in range."
"TID_MODULE_SUSPEND","SUSPEND"
"TID_MODULE_SUSPEND_DESCR","Slows down time in a large area around the ship. Overrides any effect of Time Warp within the effect area.\n\nAn object in range of multiple Suspend areas is only affected by the highest level one."
"TID_MODULE_RECOIL","RECOIL"
"TID_MODULE_RECOIL_DESCR","The Flagship enters a Teleport countdown, heading anywhere in the star system. After the countdown ends, the Flagship will jump to the destination and will immediately enter a second Teleport countdown, heading back to its original position."
"TID_MODULE_IMMOLATION","IMMOLATION"
"TID_MODULE_IMMOLATION_DESCR","Instantly destroys all Cerberus ships in the sector."
"TID_MODULE_HYDRA_BARRAGE","HYDRA BARRAGE"
"TID_MODULE_HYDRA_BARRAGE_DESCR","A strong battery that does additional damage to its single target when there are more enemy ships in the sector.\n\nDPS Against Single Ship: {0}\nAdditional DPS per ship in sector: {1}"
"TID_MODULE_REMOTE_BOMB","REMOTE BOMB"
"TID_MODULE_REMOTE_BOMB_DESCR","Leaves a stationary Bomb at the ship's current location. The bomb will start triggering once an enemy ship enters the blast range. All enemy ships within the blast range will take area damage after the trigger period is over. The bomb can be targeted by enemy ships using regular targeting rules. If neutralized before the trigger period expires, it will apply less area damage across a smaller range.\n\nNot affected by Area damage.\n\nNot useable in Yellow stars."
"TID_REMOTE_BOMB_DESCR","A stationary bomb that will start triggering once an enemy ship enters its blast range. All enemy ships within the blast range will take area damage after the trigger period is over. The bomb can be targeted by enemy ships using regular targeting rules. If neutralized before the trigger period expires, it will apply less area damage across a smaller range."
"TID_CERB_STATION_HOME1","Weak Cerberus Base"
"TID_CERB_STATION_HOME2","Cerberus Base"
"TID_CERB_STATION_HOME3","Strong Cerberus Base"
"TID_CERB_STATION_HOME_DESCR","Spawns Cerberus ships daily. Do not attempt to approach before building a sizeable combat fleet."
"TID_TRADEITEM_ALLOYS","Alloys"
"TID_TRADEITEM_DIAMONDS","Diamonds"
"TID_TRADEITEM_SILICON","Silicon"
"TID_TRADEITEM_STEEL","Steel"
"TID_TRADEITEM_FUELCELLS","Fuel Cells"
"TID_TRADEITEM_SOLARCONVERTER","Solar Converters"
"TID_TRADEITEM_CRYSTALS","Crystal Container"
"TID_TRADEITEM_GOLD","Gold"
"TID_TRADEITEM_ARTIFACT_TUT","Small Artifact"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","ORB LEVEL 1"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","ORB LEVEL 2"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","ORB LEVEL 3"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","ORB LEVEL 4"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","ORB LEVEL 5"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","ORB LEVEL 6"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","ORB LEVEL 7"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","ORB LEVEL 8"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","ORB LEVEL 9"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","ORB LEVEL 10"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","ORB LEVEL 11"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","BLUE CRYSTAL LEVEL 1"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","BLUE CRYSTAL LEVEL 2"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","BLUE CRYSTAL LEVEL 3"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","BLUE CRYSTAL LEVEL 4"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","BLUE CRYSTAL LEVEL 5"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","BLUE CRYSTAL LEVEL 6"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","BLUE CRYSTAL LEVEL 7"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","BLUE CRYSTAL LEVEL 8"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","BLUE CRYSTAL LEVEL 9"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","BLUE CRYSTAL LEVEL 10"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","BLUE CRYSTAL LEVEL 11"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","TETRAHEDRON LEVEL 1"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","TETRAHEDRON LEVEL 2"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","TETRAHEDRON LEVEL 3"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","TETRAHEDRON LEVEL 4"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","TETRAHEDRON LEVEL 5"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","TETRAHEDRON LEVEL 6"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","TETRAHEDRON LEVEL 7"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","TETRAHEDRON LEVEL 8"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","TETRAHEDRON LEVEL 9"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","TETRAHEDRON LEVEL 10"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","TETRAHEDRON LEVEL 11"
"TID_PLANET_DESERT_1","Small Desert Planet"
"TID_PLANET_DESERT_2","Desert Planet"
"TID_PLANET_DESERT_3","Large Desert Planet"
"TID_PLANET_DESERT_DESCR","Desert planets produce lower reward shipments and provide ample space for storing Hydrogen."
"TID_PLANET_LAVA_1","Small Fire Planet"
"TID_PLANET_LAVA_2","Fire Planet"
"TID_PLANET_LAVA_3","Large Fire Planet"
"TID_PLANET_LAVA_DESCR","Fire planets produce decent reward shipments and give your Empire a small income of Credits and Hydrogen per hour."
"TID_PLANET_WATER_1","Small Water Planet"
"TID_PLANET_WATER_2","Water Planet"
"TID_PLANET_WATER_3","Large Water Planet"
"TID_PLANET_WATER_DESCR","Water planets produce decent reward shipments and give your Empire a steady income of Credits per hour."
"TID_PLANET_TERRAN_1","Small Terran Planet"
"TID_PLANET_TERRAN_2","Terran Planet"
"TID_PLANET_TERRAN_3","Large Terran Planet"
"TID_PLANET_TERRAN_DESCR","Terran planets produce regular reward shipments and give your Empire a small income of Hydrogen per hour."
"TID_PLANET_GAS_1","Gas Planet"
"TID_PLANET_GAS_2","Gas Giant"
"TID_PLANET_GAS_DESCR","Gas planets produce regular reward shipments and give your Empire a small income of Credits per hour."
"TID_PLANET_ICE","Ice Planet"
"TID_PLANET_ICE_DESCR","Ice planets produce high reward shipments and give your Empire a steady income of Credits and Hydrogen per hour."
"TID_PLANET_DESTROYED","Dying Planet"
"TID_PLANET_DESTROYED_DESCR","This planet may hold ancient Artifacts, useful for researching new Modules."
"TID_YELLOW_STAR","YELLOW STAR"
"TID_YELLOW_STAR_DESCR","Yellow stars contain numerous habitable planets and are great for building base infrastructure. Each Empire is assigned its own Yellow Star to establish its base of operations."
"TID_RED_STAR","RED STAR"
"TID_RED_STAR_INFO","Red Stars are very unstable. They usually contain uninhabitable planets with Artifacts."
"TID_WHITE_STAR","WHITE STAR"
"TID_WHITE_STAR_INFO","As the only source of Relics, White Stars are highly sought after by Corporations in the Hades Galaxy."
"TID_BLUE_STAR","BLUE STAR"
"TID_BLUE_STAR_INFO","This dangerous system has a very limited lifetime and collapses from the outside toward the star.\n\nThe Star will do direct damage to any ship in its sector."
"TID_HOME_STAR","HOME STAR"
"TID_OTHER_STARS","OTHER STARS"
"TID_ACHIEVEMENT_SHIPMENTS","SHIPMENT DELIVERY"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Deliver a total of {0} shipments"
"TID_ACHIEVEMENT_UPGRADEPLANET","PLANET UPGRADE"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Upgrade one of your planets to level {0}"
"TID_ACHIEVEMENT_FLEETSIZE","FLEET SIZE"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Increase your fleet size to {0}"
"TID_ACHIEVEMENT_COMMONMINERALS","HYDROGEN COLLECTOR"
"TID_ACHIEVEMENT_COMMONMINERALS_DESCR","Collect {0} Hydrogen from asteroid fields"
"TID_ACHIEVEMENT_NUMBERARTIFACTS","ARTIFACT HUNTER"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Research {0} Artifacts"
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZER"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Colonize {0} planets"
"TID_ACHIEVEMENT_SECTORUNLOCKED","YELLOW STAR EXPLORER"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Reveal {0} sectors in your home star"
"TID_ACHIEVEMENT_TAX","SHIPMENT ASSISTANT"
"TID_ACHIEVEMENT_TAX_DESCR","Pay a total of {0} CR in shipment rewards to other players by picking up shipments from their planets"
"TID_ACHIEVEMENT_RELATIONSHIP","STABLE RELATIONSHIP"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Maintain uninterrupted diplomatic relations with another player for {0} days"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","SLAYER OF THE GUARDIANS"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Destroy a total of {0} Cerberus ships"
"TID_ACHIEVEMENT_CRINCOME","CREDITS TYCOON"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Maintain total income of {0} Credits per day for 7 continuous days"
"TID_ACHIEVEMENT_HYDROINCOME","HYDROGEN TYCOON"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Maintain total income of {0} Hydrogen per day for 7 continuous days"
"TID_ACHIEVEMENT_WS","TEAM PLAYER"
"TID_ACHIEVEMENT_WS_DESCR","Participate in {0} White Star missions"
"TID_ACHIEVEMENT_WS_HYDRO","COLLECTOR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposit {0} Hydrogen on White Star planets"
"TID_ACHIEVEMENT_WS_RELICS","STEWARD"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Retrieve {0} relics for your Corporation"
"TID_ACHIEVEMENT_WS_REWARDS","AFFLUENT"
"TID_ACHIEVEMENT_WS_REWARDS_DESCR","Collect {0} Credits in rewards from participating in White Star missions"
"TID_ACHIEVEMENT_BS_WINS","BLUE STAR WARRIOR"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Win {0} Blue Star matches"
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Upgrade your Shipyard to build more ships (or Disband existing ships)"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Select a location closer to the star"
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Select a location within your visible area in the system"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Select a location farther away from planets and Space Stations"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Select a location farther away from the Star"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","This Station can only be placed on a sector with no planets"
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","Cannot place the second Station so close to the first one"
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","Cannot move an active Hub. Wait until the activation timer has ran out."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","This sector cannot support more Stations of this type"
"TID_HUD_PLACE_LOCATION_INVALID_SUN","This Station cannot be placed close to the star"
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","This Station must be placed close to the star"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","You cannot build this close to the edge of a sector"
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","You cannot build on a sector until you clear all Cerberus presence"
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","You cannot move a station to this sector until you clear Cerberus presence"
