"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_BLD_RESEARCH_STATION_UPGRADE","Melhorar a Estação de Pesquisa permite que você pesquise Artefatos de nível mais alto."
"TID_BLD_WHITESTAR_SCANNER","SENSOR DE ESTRELAS BRANCAS"
"TID_BLD_WHITESTAR_SCANNER_DESCR","Permite que você localize e mande naves para Estrelas Brancas. Você precisa pertencer a uma Corporação para acessar Estrelas Brancas."
"TID_BLD_TIME_MODULATOR","MODULADOR DE TEMPO"
"TID_BLD_TIME_MODULATOR_DESCR","Permite acelerar o tempo para um sistema de Estrela Amarela inteiro."
"TID_BLD_TIME_MODULATOR_INFO","Uma estação avançada que extrai energia de uma Estrela Amarela para manipular o tempo. Use-a para acelerar a passagem do tempo na sua Estrela Amarela. Melhore para aumentar o fator de aceleração."
"TID_BUILDING_BLUESTAR_SCANNER","SENSOR DE ESTRELAS AZUIS"
"TID_BUILDING_BLUESTAR_SCANNER_DESCR","Detecta Estrelas Azuis próximas."
"TID_BUILDING_BLUESTAR_SCANNER_INFO","O sensor enviará um encouraçado à Estrela Azul. As Estrelas Azuis colapsam de fora para dentro, além de ter uma vida muito curta e oferecer nenhuma segurança: todos os encouraçados dos jogadores participantes disparam uns contra os outros, assim como as forças Cerberus no sistema. O jogador com o encouraçado sobrevivente vence a missão."
"TID_BLUE_STAR_ANOMALY","ANOMALIA"
"TID_BLUE_STAR_ANOMALY_DESCR","Este portal não funcional parece levar a estrelas distantes. Construa um sensor de Estrelas Azuis nele para que encouraçados possam usá-lo."
"TID_HUD_MUST_PLACE_ON_ANOMALY","Esta estação deve ser posicionada em uma Anomalia"
"TID_HUD_CONFIRM_ANOMALY_UPGRADE","Começar a construir um sensor de Estrelas Azuis na Anomalia?"
"TID_BLD_RELAY","TRANSMISSOR DE CARGA"
"TID_BLD_RELAY_DESCR","Permite que alguns carregamentos sejam entregues automaticamente usando Fragmentos recuperados em Estrelas Azuis."
"TID_BLD_RELAY_INFO","Torna possível a entrega de carregamentos automática de maneira individual para cada setor, por tempo limitado.\n\nOs setores controlados pelo Transmissor receberão carregamentos de Créditos ao longo do tempo, independentemente do destino dos carregamentos. Melhore o Transmissor para aumentar a quantidade de carregamentos e setores controlados.\n\nO Transmissor requer Fragmentos Estelares para funcionar. Obtenha-os participando de missões nas Estrelas Azuis."
"TID_SHIP_TRANSPORT","Cargueiro"
"TID_SHIP_TRANSPORT_DESCR","Busca e entrega carregamentos entre planetas e Estações Comerciais."
"TID_SHIP_TRANSPORT_INFO","Cargueiros são cruciais para o comércio. Use suas naves para entregar de carregamentos entre planetas e luas e para transferir Artefatos de Estrelas Vermelhas."
"TID_SHIP_MINER","Mineradora"
"TID_SHIP_MINER_DESCR","Uma nave frágil e lenta que coleta Hidrogênio em campos de asteroides."
"TID_SHIP_MINER_INFO","Naves Mineradoras coletam Hidrogênio em campos de asteroides."
"TID_SHIP_BATTLESHIP","Encouraçado"
"TID_SHIP_BATTLESHIP_DESCR","Uma nave de combate que pode ser equipada com módulos de armamento adicionais."
"TID_SHIP_CERB_FIGHTER","Sentinela Cerberus"
"TID_SHIP_CERB_FIGHTER_DESCR","Sentinelas têm fuselagem fraca, mas são equipadas com artilharia pesada. Individualmente, não são uma grande ameaça, mas são perigosas em grandes números ou quando protegidas por naves Cerberus mais poderosas.\n\nAs Sentinelas nunca saem do setor a que foram designadas."
"TID_SHIP_CERB_COLOSSUS","Colosso Cerberus"
"TID_SHIP_CERB_COLOSSUS_DESCR","Uma nave Cerberus gigantesca que só é destruída com muito fogo e coordenação.\n\nEsta nave sempre ficará no setor a que foi designada."
"TID_SHIP_CERB_SECTOR_GUARDIAN","Guardiã Cerberus"
"TID_SHIP_CERB_SECTOR_GUARDIAN_DESCR","Uma nave forte que as forças Cerberus costumam usar como proteção às Sentinelas.\n\nAs Guardiãs sempre ficam no setor a que foram designadas."
"TID_SHIP_CERB_INTERCEPTOR","Interceptadora Cerberus"
"TID_SHIP_CERB_INTERCEPTOR_DESCR","Uma nave Cerberus ágil e poderosa que pode atirar em 4 naves inimigas ao mesmo tempo.\n\nA Interceptadora se torna ativa quanto uma nave inimiga entra no setor, ou chega perto o bastante para disparar nela. Uma vez ativa, caçará naves inimigas por todos os setores, o que a torna muito perigosa para naves não combatentes."
"TID_SHIP_CERB_DESTROYER","Destroier Cerberus"
"TID_SHIP_CERB_DESTROYER_DESCR","Essas misteriosas naves Cerberus são conhecidas por saltar até Estrelas Vermelhas e destruir planetas inteiros com seus poderosos raios. Quando o Destroier é derrotado ou um planeta é destruído, o dano de área é aplicado a todas as naves de jogadores por perto."
"TID_SHIP_CERB_PHOENIX","Fênix Cerberus"
"TID_SHIP_CERB_PHOENIX_DESCR","A Fênix protege naves Cerberus próximas com seu escudo de área. Ao ser destruída, ela cria algumas Sentinelas.\n\nEsta nave sempre fica dentro do setor a que foi designada."
"TID_SHIP_ALPHA_DRONE","DRONE ALFA"
"TID_SHIP_ALPHA_DRONE_DESCR","Uma nave automatizada, rápida porem frágil em combate. O drone viaja para um ponto fixo e fica lá até ser destruído ou seu tempo de ativação expirar."
"TID_SHIP_SHIPMENT_DRONE","DRONE DE CARGA"
"TID_SHIP_SHIPMENT_DRONE_DESCR","Um drone automatizado e veloz que entregará carregamentos automaticamente quando possível. O drone só pode cruzar setores se já estiverem conectados a uma Via de Dobra Espacial ativa."
"TID_SHIP_MINING_DRONE","DRONE MINERADOR"
"TID_SHIP_MINING_DRONE_DESCR","Uma nave de mineração automatizada que foca em um asteroide. Após minerar, o drone entregará o Hidrogênio ao planeta mais próximo e autodestruirá."
"TID_SHIP_CERBERUS_BOMBER","Bombardeiro Cerberus"
"TID_SHIP_CERBERUS_BOMBER_DESCR","Uma nave robusta que frequentemente dispara um foguete contra cada jogador participante com naves no setor do bombardeiro ou qualquer setor adjacente. \n\nEsta nave sempre fica dentro do setor atribuído, mas os foguetes podem ser disparados contra naves nas proximidades de setores adjacentes."
"TID_SHIP_STORM","Tormenta Cerberus"
"TID_SHIP_STORM_DESCR","Esta nave sempre traça um caminho circular dentro do setor dela. É equipada com uma arma de longo alcance poderosa que lança mísseis-dardos rápidos contra todas as naves inimigas ao alcance."
"TID_SHIP_CERB_GHOSTS","Fantasma Cerberus"
"TID_SHIP_CERB_GHOSTS_DESCR","Um grupo de naves rápidas que saltam de modo imprevisível e se movem em grupo até o alvo mais próximo, em qualquer lugar do sistema estelar.\n\nNaves Fantasma são imunes a todos os módulos que não causam dano, e não contam como naves em determinados módulos, como Salva e Reciclar."
"TID_CORP_FLAGSHIP","NAVE-CHEFE DA CORPORAÇÃO"
"TID_CORP_FLAGSHIP_DESCR","Esta nave pertence à Corporação e pode ser controlada por seus Oficiais.\n\nUma nave-chefe pode auxiliar a Corporação proprietária com uma missão em Estrela Branca."
"TID_SHIP_CERB_HYDRA","Hidra Cerberus"
"TID_SHIP_CERB_HYDRA_DESCR","Uma nave imensa e robusta, equipada com uma Salva poderosa que causa dano mais significativo quando há mais naves de outros jogadores no setor. Quando fica sem PV, ela se divide em Hidras menores e mais fracas. As versões menores viram duas Hidras pequenas quando destruída."
"TID_SHIP_CERB_HYDRA_1","Hidra Cerberus"
"TID_SHIP_CERB_HYDRA_1_DESCR","Uma versão mais fraca da Hidra Cerberus. Divide-se em duas Hidras menores quando destruída."
"TID_SHIP_CERB_HYDRA_2","Hidra Cerberus"
"TID_SHIP_CERB_HYDRA_2_DESCR","A versão mais fraca da Hidra Cerberus. Desaparece quando destruída."
"TID_GHOST_SPAWNER","Portal de Salto das Fantasma"
"TID_GHOST_SPAWNER_DESCR","Este portal misterioso é usado pelas naves Fantasma Cerberus para saltar até novos sistemas estelares. O portal não pode ser um alvo nem usado como alvo móvel."
"TID_MODULE_TRADER","REFORÇO DE COMÉRCIO"
"TID_MODULE_TRADER_DESCR","Quando ativo, aumenta o lucro recebido de entregas de carregamentos."
"TID_MODULE_TRANSPORT_CAPACITY","EXPANSÃO DO COMPARTIMENTO DE CARGA"
"TID_MODULE_TRANSPORT_CAPACITY_DESCR","Aumenta a capacidade total de armazenamento do Cargueiro. Assim, você pode levar mais carga ou artefatos ao mesmo tempo."
"TID_MODULE_MINING_BOOST","REFORÇO DE MINERAÇÃO"
"TID_MODULE_MINING_BOOST_DESCR","Fornece um aumento temporário na velocidade da extração de Hidrogênio."
"TID_MODULE_EMP","PEM"
"TID_MODULE_EMP_DESCR","Desativa todas as naves, foguetes e Estações Cerberus na área afetada por um curto período de tempo, inclusive a nave que acionou o PEM. Naves desativadas não podem se mover ou disparar, mas ainda podem ativar módulos."
"TID_MODULE_SHIPMENT_COMPUTER","COMPUTADOR DE CARGA"
"TID_MODULE_SHIPMENT_COMPUTER_DESCR","Coleta automaticamente carregamentos em paradas intermediárias, se o destino da carga corresponder a uma das paradas subsequentes da nave. Carregamentos coletados automaticamente acrescentam um bônus à recompensa.\n\nApós desbloquear este módulo, selecionar qualquer objeto com carregamentos mostrará indicadores numéricos do destino daqueles carregamentos."
"TID_MODULE_REPAIR","REPARO REMOTO"
"TID_MODULE_WEAK_SHIELD","ESCUDO ALFA"
"TID_MODULE_SHIELD","ESCUDO DELTA"
"TID_MODULE_STRONG_SHIELD","ESCUDO ÔMEGA"
"TID_MODULE_SHIELD_DESCR","Absorve o dano até esgotar ou até que o tempo de ativação chegue ao fim."
"TID_MODULE_SHIELD_WITH_SPEED_DESCR","Absorve o dano até esgotar ou até que o tempo de ativação chegue ao fim. A nave com este módulo viaja mais rápido enquanto o escudo está ativo."
"TID_MODULE_REPAIR_DESCR","Repara uma quantia constante de pontos de vida por segundo, que é compartilhada entre todas as naves amigas ao alcance."
"TID_MODULE_TELEPORT","TELETRANSPORTE"
"TID_MODULE_TELEPORT_DESCR","Após o Atraso de Ativação, a nave se teletransporta até o alvo designado, que precisa estar dentro do raio de alcance do teletransporte. Não é possível se teletransportar para dentro de Barreiras criadas por naves inimigas."
"TID_MODULE_TIME_WARP","DOBRA TEMPORAL"
"TID_MODULE_TIME_WARP_DESCR","Acelera o tempo em um raio em torno da nave. Afeta o tempo de viagem, combate e coleta de artefatos.\n\nUm objeto no alcance de diversas Dobras Temporais é afetado somente pela dobra de maior nível."
"TID_MODULE_BATTERY","ARTILHARIA"
"TID_MODULE_BATTERY_DESCR","Causa dano a um alvo de cada vez."
"TID_MODULE_LASER","LASER"
"TID_MODULE_LASER_DESCR","Uma arma poderosa cujo dano aumenta quanto mais ficar concentrada em um único alvo."
"TID_MODULE_WEAK_BATTERY","ARTILHARIA FRACA"
"TID_MODULE_WEAK_BATTERY_DESCR","Uma arma fraca que causa dano a um alvo de cada vez."
"TID_MINERAL_STORAGE_CAPACITY","EXPANSÃO DO ESTOQUE DE HIDROGÊNIO"
"TID_MINERAL_STORAGE_CAPACITY_DESCR","Aumenta a capacidade máxima de Hidrogênio que uma Nave Mineradora pode carregar."
"TID_MODULE_REDSTAR_EXTENDER","ESTENSOR DE VIDA DE ESTRELA VERMELHA"
"TID_MODULE_REDSTAR_EXTENDER_DESCR","Adiciona um pouco mais de tempo à duração de uma Estrela Vermelha quando ativado próximo a ela."
"TID_MODULE_STEALTH","FURTIVIDADE"
"TID_MODULE_STEALTH_DESCR","A nave que ativa este módulo evita os ataques de naves inimigas. Ela não atacará inimigos nem será atacada enquanto o efeito estiver ativo."
"TID_MODULE_MASS_MINING","MINERAÇÃO REMOTA"
"TID_MODULE_MASS_MINING_DESCR","Extrai Hidrogênio de todos os campos de asteroides do setor simultaneamente, mas de forma mais lenta."
"TID_MODULE_UNITY","COALIZÃO"
"TID_MODULE_UNITY_DESCR","Aumenta a taxa de dano por segundo da nave com o módulo quando houver naves de jogadores aliados. O aumento é proporcional ao número de jogadores aliados com naves no setor."
"TID_MODULE_UNITY_MINER","COALIZÃO DE MINERAÇÃO"
"TID_MODULE_UNITY_MINER_DESCR","Aumenta a velocidade de mineração da nave que ativa o módulo, se outros jogadores também estiverem minerando no mesmo setor. O aumento é proporcional ao número de outros jogadores minerando no setor."
"TID_MODULE_FORTIFY","FORTIFICAÇÃO"
"TID_MODULE_FORTIFY_DESCR","Reduz o dano direto de arma sofrido. Todas as naves Cerberus no setor vão em direção à nave usuária. Naves e bases inimigas priorizam o ataque a esta nave sobre todos os outros alvos."
"TID_MODULE_SALVAGE","RECICLAGEM"
"TID_MODULE_SALVAGE_DESCR","Recupera instantaneamente uma porcentagem da resistência da fuselagem toda vez que qualquer nave (excetuando a Cerberus Fantasma) é destruída no mesmo setor."
"TID_MODULE_SUPRESS","SUPRESSÃO"
"TID_MODULE_SUPRESS_DESCR","Impede que uma nave inimiga atire por um curto período de tempo."
"TID_MODULE_SHIPMENT_DRONE","DRONE DE CARGA"
"TID_MODULE_SHIPMENT_DRONE_DESCR","Lança um drone que recolherá e entregará carregamentos automaticamente quando possível. O drone só pode cruzar setores se já estiverem conectados a uma Via de Dobra Espacial ativa.\n\nO drone leva carregamentos para um destino por vez. Quando o drone entrega mais do que um carregamentos, a remessa proporciona uma recompensa equivalente ao número de carregamentos adicionais entregues."
"TID_MODULE_DESTINY","DESTINO"
"TID_MODULE_DESTINY_DESCR","Causa enorme dano de área a todas as naves inimigas ao alcance. A nave iniciadora salta imediatamente para um asteroide aleatório do sistema estelar. Se não houver nenhum asteroide, não é possível ativar DESTINO.\n\nApós o salto, a nave fica desabilitada por um curto período de tempo.\n\nPode ser ativado apenas se houver naves inimigas no setor."
"TID_MODULE_LEAP","SALTO"
"TID_MODULE_LEAP_DESCR","A nave com este módulo inicia o teletransporte para perto da nave aliada mais próxima que estiver em batalha no mesmo sistema estelar. Após o período de atraso da ativação, e se o aliado escolhido ainda estiver vivo, a nave com este módulo saltará para perto do objeto mais próximo à nave aliada. Após o salto, tanto a nave com o módulo, quanto a nave aliada ficam temporariamente inativas."
"TID_MODULE_BOND","VÍNCULO"
"TID_MODULE_BOND_DESCR","Cria uma conexão de movimento com a nave inimiga. Enquanto a conexão estiver ativa, a nave inimiga é incapaz de mover-se independentemente. Qualquer movimento da nave com este módulo será refletido na nave inimiga de forma que a distância entre as duas naves sempre permaneça a mesma.\n\nA nave com este módulo não será afetada por campos de barreira ativados pela nave inimiga.\n\nA nave inimiga pode se libertar da conexão por meio do Vínculo à nave original ou usando um módulo de teletransporte.\n\nNão funciona em Estrela Vermelha pública de nível 7 ou inferior. Uma nave com uma Cerberus sob efeito do Vínculo não pode teletransportar-se para uma Estrela Vermelha pública.\n\nNão funciona contra a Tormenta Cerberus."
"TID_MODULE_VENGEANCE","VINGANÇA"
"TID_MODULE_VENGEANCE_DESCR","Ativa automaticamente quando a nave com este módulo ficar abaixo do limite da resistência da fuselagem. Assim que o Atraso de Ativação passa e se a nave com este módulo ainda não estiver destruída, uma enorme explosão causará dano de área a todas as naves inimigas ao alcance."
"TID_MODULE_PASSIVE_SHIELD","ESCUDO PASSIVO"
"TID_MODULE_PASSIVE_SHIELD_DESCR","Um escudo que está sempre ativo e pode regenerar ao longo do tempo.\n\nO escudo só começa a regenerar após não receber mais dano por um período de tempo equivalente ao Atraso de Regeneração."
"TID_MODULE_MIRROR_SHIELD","ESCUDO-ESPELHO"
"TID_MODULE_MIRROR_SHIELD_DESCR","Retorna uma porcentagem do dano sofrido por este escudo na nave que o atacou."
"TID_MODULE_AREA_SHIELD","ESCUDO DE ÁREA"
"TID_MODULE_AREA_SHIELD_DESCR","Absorve danos ao casco sofridos por qualquer nave aliada na área de efeito, incluindo Cargueiros e Mineradoras."
"TID_MODULE_AREA_SHIELD_DESCR_CERB","Absorve danos ao casco recebido por qualquer nave Cerberus na área de efeito."
"TID_MODULE_BLAST_SHIELD","ESCUDO DE BALÍSTICO"
"TID_MODULE_BLAST_SHIELD_DESCR","Protege a nave com este módulo e todas as naves aliadas em seu alcance apenas contra dano de área. O dano direto da arma não é absorvido por este escudo e é aplicado diretamente à fuselagem da nave."
"TID_MODULE_BARRIER","BARREIRA"
"TID_MODULE_BARRIER_DESCR","Cria um campo de força em torno da nave. Naves e foguetes inimigos não podem se mover dentro deste campo. Naves inimigas não podem usar nenhum objeto dentro da área de efeito como alvo do módulo de Teletransporte."
"TID_MODULE_IMPULSE","IMPULSO"
"TID_MODULE_IMPULSE_DESCR","A nave com este módulo acelera brevemente, diminuindo o tempo de viagem na rota atual."
"TID_MODULE_BARRAGE","SALVO"
"TID_MODULE_BARRAGE_DESCR","Uma artilharia que causa dano adicional a seu único alvo quando há mais naves inimigas no setor.\n\nA Fantasma Cerberus não conta como inimiga para definir o dano adicional."
"TID_MODULE_HYDRO_UPLOAD","ENVIO DE HIDROGÊNIO"
"TID_MODULE_HYDRO_UPLOAD_DESCR","Envia instantaneamente uma porcentagem do Hidrogênio coletado para a reserva do seu Império, sem que a nave precise retornar ao planeta."
"TID_MODULE_TRADE_BURST","IMPULSO COMERCIAL"
"TID_MODULE_TRADE_BURST_DESCR","Conta carregamentos entregues enquanto está ativo. Quando um limite mínimo é alcançado, cada novo carregamento de Créditos entregue pela nave do proprietário enquanto o módulo está ativo concede uma recompensa bônus."
"TID_MODULE_SHIPMENTBEAM","TELETRANSPORTE DE CARGA"
"TID_MODULE_SHIPMENTBEAM_DESCR","Coleta instantaneamente os carregamentos com menor valor de qualquer posto avançado alvo no sistema estelar. Não funciona com Artefatos ou Relíquias."
"TID_MODULE_SANCTUARY","SANTUÁRIO"
"TID_MODULE_SANCTUARY_DESCR","Quando a nave com este módulo está prestes a ser destruída durante um combate ou em uma supernova, ela salta para seu sistema de origem. As cargas na nave serão perdidas.\n\nOs encouraçados que forem destruídos em uma Estrela Vermelha com o Santuário equipado não poderão voltar à mesma estrela."
"TID_MODULE_FUELUSE_PCT","\n\nInstalar este módulo aumentará o custo de Hidrogênio para movimentação da nave em {0}%."
"TID_MODULE_CRUNCH","CRISE"
"TID_MODULE_CRUNCH_DESCR","Coleta Hidrogênio instantaneamente de todos os campos de asteroides do setor vigente (limitado pela quantia máxima e pela capacidade total da Nave Mineradora)."
"TID_MODULE_RECALL","RETIRADA"
"TID_MODULE_RECALL_DESCR","Permite que o Cargueiro se teletransporte para qualquer Estação Comercial no sistema estelar atual."
"TID_MODULE_ALPHAROCKET","FOGUETE ALFA"
"TID_MODULE_ALPHAROCKET_DESCR","Um foguete rápido, porém fraco, que pode ser lançado contra um alvo fixo. O foguete explode e causa dano de área a todos as naves inimigas quando alcança seu destino.\n\nNaves inimigas podem atirar no foguete usando regras normais de mira. Ele não causará dano algum se for destruído antes de alcançar o alvo."
"TID_MODULE_DELTAROCKET","FOGUETE DELTA"
"TID_MODULE_DELTAROCKET_DESCR","Um foguete muito veloz que causa dano de área a todos as naves inimigas quando alcança seu destino final. A nave com este módulo pode definir uma segunda parada após o lançamento opcionalmente.\n\nAs naves inimigas podem atirar no foguete usando regras normais de mira. Ele não causará dano algum se for destruído antes de alcançar o alvo.\n\nNão funciona em setores com portais de salto em Estrelas Brancas."
"TID_MODULE_EMP_ROCKET","FOGUETE PEM"
"TID_MODULE_EMP_ROCKET_DESCR","Um foguete que desativa as naves próximas ao colidir."
"TID_MODULE_OMEGAROCKET","FOGUETE ÔMEGA"
"TID_MODULE_OMEGAROCKET_DESCR","Um foguete robusto e lento que pode ser lançado a uma pequena distância e causa enorme dano de área a todas as naves inimigas quando alcança seu alvo.\n\nAs naves inimigas podem atirar no foguete usando regras normais de mira. O foguete também causa um pouco de dano de área a naves inimigas em um raio menor se for neutralizado antes de alcançar seu alvo."
"TID_MODULE_ENRICH","ENRIQUECIMENTO"
"TID_MODULE_ENRICH_DESCR","Aumenta instantaneamente a quantia de Hidrogênio armazenada em todos os asteroides do setor. Não pode ser usado no mesmo setor mais do que uma vez por dia."
"TID_MODULE_RUSH","CORRIDA"
"TID_MODULE_RUSH_DESCR","Acelera a velocidade do Cargueiro com este módulo enquanto ela leva carregamentos destinados à próxima parada da nave. O aumento da velocidade é proporcional ao número de carregamentos destinados à próxima parada."
"TID_MODULE_GENESIS","GÊNESIS"
"TID_MODULE_GENESIS_DESCR","Cria novos campos de asteroides no setor em que a Mineiradora estiver.\n\nNão funciona em setores com Portais de Salto em Estrelas Branca."
"TID_MODULE_ENTRUST","ENCARREGAR"
"TID_MODULE_ENTRUST_DESCR","Permite que o cargueiro com este módulo teleporte seus carregamentos para outro cargueiro ao alcance. Funciona com Carregamentos e Artefatos e Relíquias completamente carregadas."
"TID_MODULE_OFFLOAD","DESCARREGAR"
"TID_MODULE_OFFLOAD_DESCR","Quando ativo, o Cargueiro entregará todo o carregamento ao alcançar a Estação comercial, não importa qual seja o real destino da carga. Carregamentos com destino diferente da Estação comercial receberam ganhos reduzidos."
"TID_ALPHA_DRONE_MODULE_DESCR","Envia um único drone de combate na direção de um ponto predefinido dentro do sistema estelar. O drone viaja para um ponto fixo e fica lá até ser destruído ou seu tempo de ativação expirar.\n\nNão funciona em setores com Portais de Salto em Estrelas Brancas."
"TID_MODULE_MINING_DRONE","DRONE MINERADOR"
"TID_MODULE_MINING_DRONE_DESCR","Lança uma nave independente contra o asteroide especificado, que deve estar no alcance da nave mineradora. O drone continuará a minerar o asteroide até que os recursos dele se esgotem ou até atingir sua capacidade. Após minerar, o drone depositará o Hidrogênio no planeta mais próximo e se autodestruirá."
"TID_MODULE_ROCKET_LAUNCHER","FOGUETE BOMBARDEIRO"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","Lança um foguete bombardeiro contra cada jogador inimigo com naves no setor do bombardeiro ou qualquer setor adjacente. Cada foguete tem como destino a nave mais próxima do jogador inimigo."
"TID_BOMBER_ROCKET_DESCR","Um foguete poderoso que causa dano de área a todas as naves inimigas quando alcança seu destino. O foguete também causa uma menor quantidade de dano de área a naves inimigas em um raio menor se for neutralizado antes de alcançar seu alvo."
"TID_MODULE_DART_LAUNCHER","LANÇADOR DE DARDOS"
"TID_MODULE_DART_LAUNCHER_DESCR","Lança um míssil-dardo contra a nave inimiga escolhida a intervalos regulares.\n\nO míssil pode ser neutralizado por uma nave inimiga usando regras normais de mira.\n\nQuando o míssil chega ao destino, ele causa dano de arma direto apenas à nave alvo, e somente se a nave alvo ainda estiver dentro da área de impacto.\n\nEsta arma só atira contra naves inimigas. Foguetes e estações Cerberus são ignorados."
"TID_DART_MISSILE","MÍSSIL-DARDO"
"TID_DART_MISSILE_DESCR","Um míssil lançado contra uma só nave. Assim que o míssil chega ao destino, ele causa dano à nave alvo se aquela nave estiver dentro do alcance da explosão."
"TID_MODULE_DISPATCH","DESPACHO"
"TID_MODULE_DISPATCH_DESCR","O cargueiro inicia o teletransporte ao planeta com mais itens (carregamentos, artefatos ou relíquias) no sistema estelar. Se mais de um planeta tiver a mesma quantidade de itens, o planeta mais distante é escolhido.\n\nO teletransporte se completa após transcorrido o tempo de preparação. O tempo de preparação é proporcional à quantidade de itens no planeta alvo no momento da ativação."
"TID_MODULE_HYDRO_ROCKET","FOGUETE DE HIDROGÊNIO"
"TID_MODULE_HYDRO_ROCKET_DESCR","Permite que a nave mineradora lance um foguete poderoso em qualquer lugar do sistema estelar.\n\nPara ativá-lo, a nave mineradora deve coletar pelo menos a quantidade de Hidrogênio necessária. O Hidrogênio é consumido ao ativar."
"TID_HYDRO_ROCKET_DESCR","Um foguete poderoso lançado por uma nave mineradora. O foguete explode e causa dano de área a todas as naves inimigas quando alcança seu destino.\n\nNaves inimigas podem atirar no foguete usando regras normais de mira. Ele não causará dano algum se for destruído antes de alcançar o alvo."
"TID_MODULE_DART_BARRAGE","SALVA DE DARDOS"
"TID_MODULE_DART_BARRAGE_DESCR","Lança um míssil-dardo rápido constantemente contra todas as naves inimigas ao alcance."
"TID_MODULE_SUSPEND","SUSPENDER"
"TID_MODULE_SUSPEND_DESCR","Desacelera o tempo em uma grande área no entorno da nave. Anula qualquer efeito de Dobra Temporal dentro da área afetada.\n\nUm objeto ao alcance de várias áreas Suspensas é afetado apenas pela de nível mais alto."
"TID_MODULE_RECOIL","RECUO"
"TID_MODULE_RECOIL_DESCR","A nave-chefe inicia uma contagem de teletransporte, indo a qualquer local do sistema estelar. Quando a contagem termina, a nave-chefe salta ao destino e inicia outra contagem de teletransporte em seguida, voltando à posição original."
"TID_MODULE_IMMOLATION","IMOLAÇÃO"
"TID_MODULE_IMMOLATION_DESCR","Destrói as naves Cerberus no setor instantaneamente."
"TID_MODULE_HYDRA_BARRAGE","SALVA DE HIDRA"
"TID_MODULE_HYDRA_BARRAGE_DESCR","Uma artilharia forte que causa dano adicional a seu único alvo quando há mais naves inimigas no setor.\n\nDPS contra uma nave: {0}\nDPS adicional por nave no setor: {1}"
"TID_MODULE_REMOTE_BOMB","BOMBA REMOTA"
"TID_MODULE_REMOTE_BOMB_DESCR","Deixa uma bomba estacionária na localização atual da nave. A bomba é acionada assim que uma nave inimiga entra no raio da explosão. As naves inimigas no raio da explosão sofrem dano de área após o período de acionamento. As naves inimigas podem atacar a bomba usando regras normais de mira. Ela aplica menos dano de área em um raio reduzido se neutralizada antes do acionamento terminar.\n\nNão afetada por dano de área.\n\nNão utilizável em Estrelas Amarelas."
"TID_REMOTE_BOMB_DESCR","Uma bomba estacionária que será acionada assim que uma nave inimiga entrar no raio da explosão. As naves inimigas no raio da explosão sofrem dano de área após o período de acionamento. As naves inimigas podem atacar a bomba usando regras normais de mira. Ela aplica menos dano de área em um raio reduzido se neutralizada antes do acionamento terminar."
"TID_CERB_STATION_HOME1","Base Cerberus fraca"
"TID_CERB_STATION_HOME2","Base Cerberus"
"TID_CERB_STATION_HOME3","Base Cerberus forte"
"TID_CERB_STATION_HOME_DESCR","Gera naves Cerberus diariamente. Não tente se aproximar antes de juntar uma frota considerável."
"TID_TRADEITEM_ALLOYS","Ligas"
"TID_TRADEITEM_DIAMONDS","Diamantes"
"TID_TRADEITEM_SILICON","Silício"
"TID_TRADEITEM_STEEL","Aço"
"TID_TRADEITEM_FUELCELLS","Células de combustível"
"TID_TRADEITEM_SOLARCONVERTER","Conversores solares"
"TID_TRADEITEM_CRYSTALS","Contêiner de cristal"
"TID_TRADEITEM_GOLD","Ouro"
"TID_TRADEITEM_ARTIFACT_TUT","Artefato pequeno"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","ESFERA NÍVEL 1"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","ESFERA NÍVEL 2"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","ESFERA NÍVEL 3"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","ESFERA NÍVEL 4"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","ESFERA NÍVEL 5"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","ESFERA NÍVEL 6"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","ESFERA NÍVEL 7"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","ESFERA NÍVEL 8"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","ESFERA NÍVEL 9"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","ESFERA NÍVEL 10"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","ESFERA NÍVEL 11"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","CRISTAL AZUL NÍVEL 1"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","CRISTAL AZUL NÍVEL 2"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","CRISTAL AZUL NÍVEL 3"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","CRISTAL AZUL NÍVEL 4"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","CRISTAL AZUL NÍVEL 5"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","CRISTAL AZUL NÍVEL 6"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","CRISTAL AZUL NÍVEL 7"
