"TID_INTRO_MESSAGE_TITLE","Hades' Starへようこそ"
"TID_MODULE_ENRICH","エンリッチ"
"TID_MODULE_ENRICH_DESCR","セクター内に存在する全小惑星帯の水素埋蔵量を瞬時に増加させる。同じセクターに対しては、1日に1回のみ使用可能。"
"TID_MODULE_RUSH","ラッシュ"
"TID_MODULE_RUSH_DESCR","モジュールを保有する輸送艦が輸送している貨物の中に次のウェイポイントを目的地とする貨物がある場合、移動速度が上昇する。速度上昇率は、次のウェイポイントを目的地とする貨物の数に比例する。"
"TID_MODULE_GENESIS","ジェネシス"
"TID_MODULE_GENESIS_DESCR","採掘船がいるセクターに小惑星帯を一瞬で発生させる。\n\nホワイトスター行きのジャンプゲートがあるセクターでは使えない。"
"TID_MODULE_ENTRUST","エントラスト"
"TID_MODULE_ENTRUST_DESCR","所有者の輸送船の貨物を一瞬で近辺の輸送船にテレポートします。最大までアーティファクトやレリックを収容してる貨物においても使用可能です。"
"TID_MODULE_OFFLOAD","オフロード"
"TID_MODULE_OFFLOAD_DESCR","作動してると、輸送船の目的地に関係なく、交易ステーション到着時に全ての貨物を自動で届けます。交易ステーションに届ける予定のなかった貨物は本来の報酬より低い値段で精算されます。"
"TID_ALPHA_DRONE_MODULE_DESCR","恒星系内の任意の目的地に向かって戦闘ドローンを1機打ち出す。このドローンは目的地まで自動で移動し、破壊されるか作動タイマーが切れるまでその場所に留まる。\n\nホワイトスター行きのジャンプゲートがあるセクターでは、このモジュールは使えない。"
"TID_MODULE_MINING_DRONE","採掘ドローン"
"TID_MODULE_MINING_DRONE_DESCR","目標の小惑星に向けて船を発射できますが、採掘船の範囲内である必要があります。このドローンは容量が埋まるか消耗しきってしまうまで、小惑星から採掘し続けます。採掘が完了すると、ドローンは水素を最も近い惑星へと届け、自壊します。"
"TID_MODULE_ROCKET_LAUNCHER","ボマーロケット"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","ボマーロケットをボマーのいるセクターか隣接してるセクターにいる各敵プレイヤーの艦船に向けて一発発射します。各ロケットは最も近い敵プレイヤーの艦船に向かって飛んでいきます。"
"TID_BOMBER_ROCKET_DESCR","範囲内の全プレイヤーの艦船にダメージを与える強力なロケット。このロケットは目的地に到達する前に無効化されても、狭い範囲で少量の範囲ダメージを与えます。"
"TID_MODULE_DART_LAUNCHER","ダートランチャー"
"TID_MODULE_DART_LAUNCHER_DESCR","目標の敵船に対して定期的にダートミサイルを発射します。\n\nミサイルは、通常の目標ルールを使えばどの敵船でも中立化することができます。\n\nミサイルが目的地に達すると、衝撃を与えられる地域にいる目標船にのみ直接武装ダメージが適用されます。\n\nこの武装は敵船にのみ発射されます。ロケットとケルベロスステーションは無視されます。"
"TID_DART_MISSILE","ダートミサイル"
"TID_DART_MISSILE_DESCR","単船に向けて発射されるミサイル。ミサイルが目的地に到達すると、目標船が爆発範囲にいる場合ダメージが適用されます。"
"TID_MODULE_DISPATCH","ディスパッチ"
"TID_MODULE_DISPATCH_DESCR","輸送船は恒星系のほとんどのアイテム（船、アーティファクト、またはレリック）を惑星にジャンプさせます。一つ以上の惑星が同じアイテムを持っている場合、より遠くにある惑星が選ばれます。\n\n準備時間が切れるとテレポートが完了します。準備期間は、起動時に目標惑星にあるアイテムの量に比例します。"
"TID_MODULE_HYDRO_ROCKET","水素ロケット"
"TID_MODULE_HYDRO_ROCKET_DESCR","採掘船が星系内の任意の場所で強力なロケットを発射することを許可します。\n\n起動するには、採掘船に少なくとも所要水素量を集める必要があります。水素は起動時に消費されます。"
"TID_HYDRO_ROCKET_DESCR","採掘船が発射する強力なロケットです。標的に到達するとロケットは爆発し、すべての敵船にエリアダメージを与えます。\n\n敵船は、通常のターゲットルールを使用してロケットに発砲できます。ロケットが標的に到達する前に破壊されると、ダメージを与えることはありません。"
"TID_MODULE_DART_BARRAGE","ダーツ弾幕"
"TID_MODULE_DART_BARRAGE_DESCR","射程内のすべての敵船に対して高速ダーツミサイルを一定間隔で発射します。"
"TID_MODULE_SUSPEND","サスペンド"
"TID_MODULE_SUSPEND_DESCR","船周囲の広範囲の時間を遅らせる。効果範囲内のタイムワープ効果を打ち消す。\n\n重なったサスペンド範囲にあるオブジェクトには、最高レベルのもののみが適用される。"
"TID_MODULE_RECOIL","後退"
"TID_MODULE_RECOIL_DESCR","フラグシップがテレポートカウントダウンに入り、恒星系の任意の場所に向かう。カウントダウンが終了すると、フラグシップは目的地にジャンプし、すぐに第2のテレポートカウントダウンに入り、元の位置に戻る。"
"TID_MODULE_IMMOLATION","犠牲"
"TID_MODULE_IMMOLATION_DESCR","同じセクター内に存在する全てのケルベロス戦艦を即破壊する。"
"TID_MODULE_HYDRA_BARRAGE","ハイドラ集中砲火"
"TID_MODULE_HYDRA_BARRAGE_DESCR","セクターに敵艦のほうが多いときに単体ターゲットに追加ダメージを与える強大なバッテリー。\n\n1機へのDPS：{0}\nセクターの各艦船の追加DPS：{1}"
"TID_MODULE_REMOTE_BOMB","リモート爆弾"
"TID_MODULE_REMOTE_BOMB_DESCR","艦船の現在位置に固定爆弾を設置する。敵船が爆発範囲内に入ると爆弾が起動する。起爆時間後、爆発範囲内にいる全ての敵船が範囲ダメージを受ける。爆弾は、通常のターゲティングルールを使用する敵船のターゲットとなる。起爆時間内に無効化された場合、狭い範囲に小さい範囲ダメージを与える。\n\n範囲ダメージの影響を受けない。\n\nイエロースターでは使えない。"
"TID_REMOTE_BOMB_DESCR","敵船が爆発範囲内に入ると起動する固定爆弾。起爆時間後、爆発範囲内にいる全ての敵船が範囲ダメージを受ける。爆弾は、通常のターゲティングルールを使用する敵船のターゲットとなる。起爆時間内に無効化された場合、狭い範囲に小さい範囲ダメージを与える。"
"TID_CERB_STATION_HOME1","脆弱なケルベロスの基地"
"TID_CERB_STATION_HOME2","ケルベロスの基地"
"TID_CERB_STATION_HOME3","強固なケルベロスの基地"
"TID_CERB_STATION_HOME_DESCR","ケルベロスの戦艦を毎日生み出す。大きな戦艦を建造するまでは接近しない方が良い。"
"TID_TRADEITEM_ALLOYS","アロイ"
"TID_TRADEITEM_DIAMONDS","ダイアモンド"
"TID_TRADEITEM_SILICON","シリコン"
"TID_TRADEITEM_STEEL","スチール"
"TID_TRADEITEM_FUELCELLS","燃料電池"
"TID_TRADEITEM_SOLARCONVERTER","ソーラーコンバーター"
"TID_TRADEITEM_CRYSTALS","クリスタルコンテナ"
"TID_TRADEITEM_GOLD","ゴールド"
"TID_TRADEITEM_ARTIFACT_TUT","スモールアー ティファクト"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","オーブ レベル1"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","オーブ レベル2"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","オーブ レベル3"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","オーブ レベル4"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","オーブ レベル5"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","オーブ レベル6"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","オーブ レベル7"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","オーブ レベル8"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","オーブ レベル9"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","オーブレベル10"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","オーブレベル11"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","ブルークリスタル レベル1"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","ブルークリスタル レベル2"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","ブルークリスタル レベル3"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","ブルークリスタル レベル4"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","ブルークリスタル レベル5"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","ブルークリスタル レベル6"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","ブルークリスタル レベル7"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","ブルークリスタル レベル8"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","ブルークリスタル レベル9"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","ブルークリスタルレベル10"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","ブルークリスタルレベル11"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","テトラヘドロン レベル1"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","テトラヘドロン レベル2"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","テトラヘドロン レベル3"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","テトラヘドロン レベル4"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","テトラヘドロン レベル5"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","テトラヘドロン レベル6"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","テトラヘドロン レベル7"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","テトラヘドロン レベル8"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","テトラヘドロン レベル9"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","テトラヘドロン レベル10"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","テトラヘドロン レベル11"
"TID_PLANET_DESERT_1","小型砂漠惑星"
"TID_PLANET_DESERT_2","砂漠惑星"
"TID_PLANET_DESERT_3","大型砂漠惑星"
"TID_PLANET_DESERT_DESCR","砂漠惑星では、比較的少ない収益をもたらす貨物を生産できる。この惑星には水素を貯蔵するための広大な空間がある。"
"TID_PLANET_LAVA_1","小型火惑星"
"TID_PLANET_LAVA_2","火惑星"
"TID_PLANET_LAVA_3","大型火惑星"
"TID_PLANET_LAVA_DESCR","火惑星では、平均的な収益をもたらす貨物を生産できる。またこの惑星は、毎時少量のクレジットと水素を生み出す。"
"TID_PLANET_WATER_1","小型水惑星"
"TID_PLANET_WATER_2","水惑星"
"TID_PLANET_WATER_3","大型水惑星"
"TID_PLANET_WATER_DESCR","火惑星では、平均的な収益をもたらす貨物を生産できる。またこの惑星は、毎時安定した量のクレジットを生み出す。"
"TID_PLANET_TERRAN_1","小型地惑星"
"TID_PLANET_TERRAN_2","地惑星"
"TID_PLANET_TERRAN_3","大型地惑星"
"TID_PLANET_TERRAN_DESCR","地惑星では、良好な収益をもたらす貨物を生産できる。またこの惑星は、毎時少量の水素を生み出す。"
"TID_PLANET_GAS_1","ガス惑星"
"TID_PLANET_GAS_2","ガス巨星"
"TID_PLANET_GAS_DESCR","ガス惑星およびガス巨星では、良好な収益をもたらす貨物を生産できる。またこの惑星は、毎時少量のクレジットを生み出す。"
"TID_PLANET_ICE","凍結惑星"
"TID_PLANET_ICE_DESCR","凍結惑星では、高い収益をもたらす貨物を生産できる。またこの惑星は、毎時安定した量のクレジットと水素を生み出す。"
"TID_PLANET_DESTROYED","終末星"
"TID_PLANET_DESTROYED_DESCR","この惑星では古代のアーティファクトが見つかる可能性がある。アーティファクトは新たなモジュールの研究に利用できる。"
"TID_YELLOW_STAR","イエロースター"
"TID_YELLOW_STAR_DESCR","イエロースターの周辺は居住可能な惑星が数多く存在する、インフラの構築に適した場所である。帝国は基本的な生産活動を確立するため、それぞれ1つのイエロースターを割り当てられる。"
"TID_RED_STAR","レッドスター"
"TID_RED_STAR_INFO","レッドスターは非常に不安定な星である。通常、レッドスターの周辺にはアーティファクトを有する惑星が存在する。これらの惑星は居住には適していない。"
"TID_WHITE_STAR","ホワイトスター"
"TID_WHITE_STAR_INFO","レリックの唯一の源泉であるホワイトスターは、ハデス銀河中のコーポレーションにとって垂涎の的である。"
"TID_BLUE_STAR","ブルースター"
"TID_BLUE_STAR_INFO","この危険な恒星系は、存続期間が非常に短く、外側から恒星に向かって崩壊していく。\n\n恒星は、セクター内にいる艦船に対して直接ダメージを与える。"
"TID_HOME_STAR","母星"
"TID_OTHER_STARS","その他の星"
"TID_ACHIEVEMENT_SHIPMENTS","貨物輸送"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","貨物を合計{0}回輸送する"
"TID_ACHIEVEMENT_UPGRADEPLANET","惑星アップグレード"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","惑星をレベル{0}までアップグレードする"
"TID_ACHIEVEMENT_FLEETSIZE","艦隊規模"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","艦隊規模を{0}まで増加させる"
"TID_ACHIEVEMENT_COMMONMINERALS","水素コレクター"
"TID_ACHIEVEMENT_COMMONMINERALS_DESCR","小惑星帯から水素を{0}回収する"
"TID_ACHIEVEMENT_NUMBERARTIFACTS","アーティファクトハンター"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","アーティファクトを{0}個研究する"
"TID_ACHIEVEMENT_PLANETSCOLONIZED","入植者"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","{0}個の惑星に入植する"
"TID_ACHIEVEMENT_SECTORUNLOCKED","イエロースター探検家"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","母恒星系で{0}セクターを開放する"
"TID_ACHIEVEMENT_TAX","貨物輸送アシスタント"
"TID_ACHIEVEMENT_TAX_DESCR","他のプレーヤーの惑星にある貨物を輸送し、その合計クレジットが{0}を超える"
"TID_ACHIEVEMENT_RELATIONSHIP","安定した関係"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","他のプレーヤーとの外交関係を{0}日間維持する"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","ガーディアンスレイヤー"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","ケルベロスの戦艦を合計{0}隻破壊する"
"TID_ACHIEVEMENT_CRINCOME","クレジットタイクーン"
"TID_ACHIEVEMENT_CRINCOME_DESCR","7日間連続でクレジットを{0}獲得する"
"TID_ACHIEVEMENT_HYDROINCOME","水素タイクーン"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","7日間連続で水素を{0}獲得する"
"TID_ACHIEVEMENT_WS","チームプレーヤー"
"TID_ACHIEVEMENT_WS_DESCR","ホワイトスター・ミッションに{0}回参加する"
"TID_ACHIEVEMENT_WS_HYDRO","コレクター"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","ホワイトスター周辺の惑星に、水素を{0}補給する"
"TID_ACHIEVEMENT_WS_RELICS","スチュワード"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","コーポレーションのためにレリックを{0}個回収する"
"TID_ACHIEVEMENT_WS_REWARDS","リッチ"
"TID_ACHIEVEMENT_WS_REWARDS_DESCR","ホワイトスター・ミッションに参加し、その報酬として{0}クレジット獲得する"
"TID_ACHIEVEMENT_BS_WINS","ブルースター・ウォーリアー"
"TID_ACHIEVEMENT_BS_WINS_DESCR","ブルースターでの戦いに{0}回勝利する"
"TID_HUD_MSG_FLEET_CAPACITY_FULL","より多くの船を製造するために造船所をアップグレードするか、既存の艦船をどれか破棄してください"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","恒星により近い場所を選択してください"
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","恒星系の可視範囲内の場所を選択してください"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","惑星と宇宙ステーションから離れた場所を選択してください"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","恒星により遠い場所を選択してください"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","このステーションは惑星が存在しないセクターにのみ設置できます"
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","2個目のステーションが1個目のステーションに近すぎます"
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","作動中のハブは移動できません。作動タイマーが切れるまで待機してください。"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","このセクターにこの種類のステーションをこれ以上設置することはできません"
"TID_HUD_PLACE_LOCATION_INVALID_SUN","このステーションは恒星の近くに設置できません"
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","このステーションは恒星の近くに設置してください"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","セクターの境界に近すぎるため建設できません"
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","セクター内のケルベロスを全て撃退しない限り、建設を行うことはできません"
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","セクター内のケルベロスを全て撃退しない限り、ステーションを移動することはできません"
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","このステーションの移動先は同じセクター内に限られます"
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","艦船が軌道上に到達しない限り、惑星に入植することはできません"
"TID_HUD_MSG_CORP_JOINED","コーポレーション"
"TID_HUD_MSG_CORP_LEFT","コーポレーションから脱退しました"
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","コーポレーションに参加できません：既にこのコーポレーションのメンバーです"
"TID_HUD_MSG_CORP_JOIN_WAIT","このコーポレーションに再び参加するには時間を置く必要があります。"
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","参加できません：コーポレーションはクローズド型です。"
"TID_HUD_MSG_CORP_CANTJOIN_FULL","コーポレーションに参加できません：メンバーが満員です"
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","コーポレーションに参加できません：後でもう一度試してください"
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","コーポレーションに参加できません：影響力が最低要件に達していません"
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","コーポレーションの参加リクエストを送信しました"
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","モジュールの範囲内にあるオブジェクトを選択してください"
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","抑制は敵艦に対してのみ使用できます"
"TID_HUD_MSG_MODULE_INVALID_TARGET","このモジュールの有効なターゲットではありません"
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","ブルースター崩壊エリアの外にはジャンプできません"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","このタイプの艦船をこれ以上発進させることはできません"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","このモジュールは艦船の移動中にのみ作動させられます"
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","このモジュールは同じセクター内に小惑星帯がある場合にのみ作動させられます"
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","このセクターでこのモジュールを再度使用するためには、クールダウンの終了を待つ必要があります"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","このモジュールを作動させるには、船を恒星に近づける必要があります"
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","このセクターにショートレンジ・スキャナーは必要ありません"
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","このモジュールを作動させるための十分な水素がありません"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","貨物のある入植地を選択する必要があります"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","この船にはこれ以上貨物を積み込めません"
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","交易ステーションを選択する必要があります"
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","モジュールは既に作動中です"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","ドローンが貨物を配達し始める位置を選択してください"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","テレポーテーションを待っている艦船にはボンドを発動できません"
"TID_HUD_MSG_CANT_BOND_TELEPORT_CERB_PRS","パブリックレッドスター内でボンドを使用中はテレポートできません。"
"TID_HUD_MSG_BS_WON","ブルースターでのミッションに勝利！"
"TID_HUD_MSG_BS_END","このブルースター・ミッションは終了しました。最終成績において#{0}になりました。"
"TID_HUD_MSG_DISPATCH_NO_TARGET","有効なディスパッチ目標が見つかりません"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","このモジュールは、セクター内に敵ケルベロス戦艦がいる場合のみ作動する。"
"TID_HUD_CREDITS","クレジット"
"TID_HUD_HYDROGEN","水素"
"TID_HUD_CRYSTALS","クリスタル"
"TID_HUD_CREDITS_EXPLANATION","<creditColor>クレジット</color>は主な通貨であり、使用することで艦船の購入、モジュールのアンロック、インフラの構築やアップグレードができる。"
"TID_HUD_HYDROGEN_EXPLANATION","<hydrogenColor>水素</color>を消費することで恒星系内における艦船の移動や別の恒星系へのジャンプ、一部のモジュールを作動させることが可能となる。"
"TID_HUD_CRYSTAL_EXPLANATION","<crystalColor>クリスタル</color>を使用すれば、クレジットや水素を購入したり、さまざまな作業をスピードアップさせたりすることができる。"
"TID_HUD_ADD_CRYSTALS","クリスタルの追加"
"TID_HUD_MAX_STORAGE","ストレージ容量"
"TID_HUD_INCOME_PER_HR","1時間あたりの収入"
"TID_HUD_NEXT_INSTALLMENT","次のインストール"
"TID_HUD_STORAGE_FULL","ストレージが満杯です。惑星をアップグレードして、ストレージを増やしてください。"
"TID_HUD_PLACE_BUILDING_PROMPT","{0}の設置場所を選択してください"
"TID_HUD_PLACE_SRS_CONFIRM","本当に、このセクターにショートレンジ・スキャナーを設置しますか？この場所は最適な場所ではないかもしれません。"
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","2個目の{0}の設置場所を選択してください"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","行先を選択してください"
"TID_HUD_PLACEMENT_WAYPOINT","次のウェイポイントを選択してください"
"TID_HUD_PICK_TELEPORT_TARGET","テレポートターゲットを選択してください"
"TID_HUD_PICK_SUPRESS_TARGET","抑制ターゲットを選択してください"
"TID_HUD_PICK_MODULE_TARGET","対象を選択してください"
"TID_HUD_PICK_ENTRUST_TARGET","エントラストのターゲットを選択してください"
"TID_HUD_PICK_WARP_LANE_TARGET","リンクする到着地ハブを選択してください"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","無効なオブジェクトです。別のワープレーンハブを選択してください"
"TID_HUD_CONFIRM_WARP_LANE_LINK","{0}の間、これら2つのハブの間にワープレーンを作成しますか？"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","このワープレーンが失効する前にリンクを解除しますか？"
"TID_HUD_CONFIRM_BUILDING_MOVE","このステーションを新たな場所へ移動させますか？"
"TID_HUD_MOVETO_POPUP_DESTINATION","{0}へ移動"
"TID_HUD_MOVETO_POPUP_DISTANCE","距離：{0}AU"
"TID_HUD_MOVETO_CANCEL_MOVE","キャンセル"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","積み込み完了前に輸送船を始動させると、レリックは取り残されます。続けますか？"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","輸送船がアーティファクトを積み込んでいます。今すぐ出航すると、積み込み中と順番待ちのアーティファクトが取り残されます。"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","今すぐ出航"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","全てのアーティファクトを積み込んでから出航"
"TID_HUD_MSG_STAR_DESTROYED","ここにあった恒星系は消滅しました。跡形もなく…"
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","対象の入植地を選択してください"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","対象の交易ステーションを選択してください"
"TID_HUD_PICK_ROCKET_TARGET","対象のロケットを選択してください"
"TID_HUD_PICK_DRONE_TARGET","ドローンの行先を選択してください"
"TID_HUD_PICK_MINING_SECTOR","鉱業セクター{0}中{1}を選択"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","採掘船の全経路を指定しました。経路をリセットするにはアクティブなセクターを選択してください。"
"TID_HUD_ROUTE_DONE","ルート設定完了、リセットするにはルートセクターをタップ"
"TID_HUD_FINALIZE_MINER_ROUTE","ルートを決定"
"TID_STATUS_MINING_SECTOR","セクター採掘中"
"TID_STATUS_MINING_SINGLE","採掘中"
"TID_STATUS_MINING","鉱業セクター{0}中{1}"
"TID_STATUS_LOADING_ARTIFACT","アーティファクトの積み込み中"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","{0}アーティファクトのロード中"
"TID_STATUS_DEPARTING","{0}へ出航中"
"TID_STATUS_MOVING","{0}へ移動中"
"TID_OBJ_EMPTY_SPACE","空きスペース"
"TID_STATUS_DOCKED","{0}に停泊中"
"TID_STATUS_DISABLED","<color>無力化</color>"
"TID_STATUS_REPAIRING","修復中"
"TID_STATUS_DESTROYING_PLANET","惑星を破壊中"
"TID_STATUS_ACTIVATING_MODULE","{0}を作動中"
"TID_STATUS_DRONE_EXPIRY","期限切れまで{0}"
"TID_MULTIPLE_SHIPS_SELECTED","{0}艦船を選択しました"
"TID_STATUS_NOT_TRIGGERED","未起爆"
"TID_STATUS_TRIGGERING","起爆中…"
"TID_OBJ_ACTION_VIEW_MISSION","スキャン"
"TID_OBJ_ACTION_EXPLORE_SECTOR","開放"
"TID_OBJ_ACTION_FINISH_NOW","今すぐ完了"
"TID_OBJ_ACTION_VIEW_RESEARCH","研究"
"TID_OBJ_ACTION_CANCEL_BUILD","建設をキャンセル"
"TID_OBJ_CANCEL_BUILD_CONFIRM","本当に建設をキャンセルしますか？コストの{0}%が払い戻されます。"
"TID_OBJECT_NAME_WITH_LEVEL","{0}（レベル{1}）"
"TID_TRADE_STATION_NAME","交易ステーション {0}"
"TID_PLANET_COLONIZED_BY","{0}が入植"
"TID_PLANET_NOT_COLONIZED","未入植"
"TID_OBJECT_ACTION_UPGRADE","アップグレード"
"TID_OBJECT_ACTION_CANCEL_DEPARTURE","移動をキャンセル"
"TID_OBJECT_ACTION_FORCE_DEPARTURE","今すぐ出航"
"TID_OBJECT_ACTION_COLONIZE","入植"
"TID_OBJECT_ACTION_CLEAR_WAYPOINTS","最後のウェイポイントをクリアせよ"
"TID_OBJECT_ACTION_MOVE","移動"
"TID_OBJECT_ACTION_ADD_WAYPOINT","ウェイポイントの追加"
"TID_OBJECT_ACTION_PLAYER_INFO","プレーヤー情報"
"TID_OBJECT_ACTION_VISIT_STAR","恒星へ移動"
"TID_OBJECT_ACTION_TRADE_JOBS","貨物"
"TID_OBJECT_ACTION_ARTIFACTS","アーティファクト"
"TID_OBJECT_ACTION_PRODUCTION","建設"
"TID_OBJECT_ACTION_ACTIVATE","作動"
"TID_OBJECT_ACTION_DEACTIVATE","停止"
"TID_OBJECT_ACTION_LINK","リンク"
"TID_OBJECT_ACTION_UNLINK","リンク解除"
"TID_OBJECT_ACTION_SHIP_UPGRADE","モジュール"
"TID_OBJECT_ACTION_USE_STARGATE","ジャンプ"
"TID_OBJECT_ACTION_SPEEDUP_BUILDING_CONSTRUCTION","完了"
"TID_OBJECT_ACTION_VIEW_ALLIANCE_STAR","恒星"
"TID_OBJECT_ACTION_FINISH_PLANET_UPGRADE","完了"
"TID_CERBERUS_STATION_SPAWNING_IN","新たな戦艦の生産まで：{0}"
"TID_OBJECT_ACTION_VIEW_DIPLOMACY_LINK","外交を確認"
"TID_OBJECT_ACTION_VIEW_RED_STAR_STATUS","スキャナーの状態"
"TID_OBJECT_ACTION_INFO","情報"
"TID_OBJECT_INFO_UNDER_CONSTRUCTION","建設中"
"TID_OBJECT_INFO_UPGRADING_TO_LEVEL","レベル{0}へアップグレード中"
"TID_OBJECT_INFO_UPGRADING_SHIP_TO_LEVEL","{0}をアップグレード中"
"TID_RESEARCHING","アーティファクトを研究中…"
"TID_SCOUTING","スキャン中…"
"TID_UNLOCK_SECTOR_CONFIRM","このセクターのスキャンを開始しますか？"
"TID_CONFIRM_SECTOR_SPEEDUP","このセクターのスキャンを完了しますか？"
"TID_WARP_HUB_LINKED","リンク済み"
"TID_WARP_HUB_NOT_LINKED","未リンク"
"TID_CR_ASTEROID_CONTAINS","<quad class=''cr''> <color>{0}</color>を含む。"
