"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_MODULE_ENRICH","ENRIQUECER"
"TID_MODULE_ENRICH_DESCR","Aumenta al instante la cantidad de hidrógeno almacenada en todos los asteroides del sector. No se puede utilizar en el mismo sector más de una vez por día."
"TID_MODULE_RUSH","APURAR"
"TID_MODULE_RUSH_DESCR","Aumenta la velocidad de la nave de transporte propietaria cuando lleva envíos destinados al siguiente punto de ruta de la nave. El aumento de velocidad es proporcional al número de envíos destinados al siguiente punto de ruta."
"TID_MODULE_GENESIS","GÉNESIS"
"TID_MODULE_GENESIS_DESCR","Crea nuevos campos de asteroides al instante en el sector actual de la nave minera.\n\nNo funciona en sectores con portales de salto en estrellas blancas."
"TID_MODULE_ENTRUST","CONFIAR"
"TID_MODULE_ENTRUST_DESCR","Le permite a la nave de transporte del propietario teletransportar al instante su cargamento a otra nave de transporte al alcance. Funciona con envíos y con artefactos y reliquias totalmente cargados."
"TID_MODULE_OFFLOAD","DESCARGAR"
"TID_MODULE_OFFLOAD_DESCR","Cuando esté activo, la nave de transporte entregará todos sus envíos al llegar a la estación comercial, independientemente del destino real de los envíos. Para los envíos que, originalmente, no estuvieran destinados a la estación comercial, el pago será menor."
"TID_ALPHA_DRONE_MODULE_DESCR","Lanza un solo dron de combate a cualquier destino en el sistema estelar. El dron viajará automáticamente al destino y se quedará ahí hasta que se destruya o el temporizador de activación termine.\n\nNo funciona en sectores con portales de salto en estrellas blancas."
"TID_MODULE_MINING_DRONE","DRON DE EXTRACCIÓN"
"TID_MODULE_MINING_DRONE_DESCR","Lanza una nave independiente hacia el asteroide seleccionado, que debe estar dentro del alcance de la nave minera. El dron seguirá extrayendo el hidrógeno del asteroide hasta que este se agote o su capacidad se llene. Tras completar la extracción, el dron depositará el hidrógeno en el planeta más cercano y se autodestruirá."
"TID_MODULE_ROCKET_LAUNCHER","MISIL DE BOMBARDERO"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","Dispara un misil de Bombardero hacia cada uno de los jugadores que esté participando y tenga naves en el sector del Bombardero o en sectores adyacentes. Cada misil viaja hacia la nave más cercana del jugador enemigo."
"TID_BOMBER_ROCKET_DESCR","Un fuerte misil que causa un daño de área a todas las naves de los jugadores cuando llega a su destino. Aunque se neutralice el misil antes de que alcance su destino, este seguirá infligiendo algo de daño de área en un radio más pequeño."
"TID_MODULE_DART_LAUNCHER","LANZADARDOS"
"TID_MODULE_DART_LAUNCHER_DESCR","Lanza misiles DARDO a intervalos regulares hacia la nave enemiga seleccionada.\n\nUna nave enemiga puede neutralizar el misil con las reglas normales de puntería.\n\nAl llegar a su destino, el misil infligirá daño directo de arma únicamente a la nave objetivo y solo cuando dicha nave siga dentro de la zona de impacto.\n\nEsta arma solo dispara contra naves enemigas. Ignora los misiles y las estaciones Cerbero."
"TID_DART_MISSILE","MISIL DARDO"
"TID_DART_MISSILE_DESCR","Un misil que se lanza contra una única nave. Al llegar a su destino, inflige daño a la nave enemiga si dicha nave se encuentra dentro del rango de la explosión."
"TID_MODULE_DISPATCH","EXPEDIDOR"
"TID_MODULE_DISPATCH_DESCR","La nave de transporte inicia el teletransporta al planeta con más objetos (envíos, artefactos o reliquias) del sistema estelar. Si hay más de un planeta con la misma cantidad de objetos, se escogerá el más lejano.\n\nEl teletransporte se completa una vez que finaliza el tiempo de preparación. El tiempo de preparación es proporcional a la cantidad de objetos del planeta objetivo en el momento de la activación."
"TID_MODULE_HYDRO_ROCKET","MISIL DE HIDRÓGENO"
"TID_MODULE_HYDRO_ROCKET_DESCR","Permite a la nave minera disparar un poderoso misil en cualquier parte del sistema estelar.\n\nPara activarlo, la nave minera tiene que haber recogido, como mínimo, la cantidad de hidrógeno requerida. El hidrógeno se consume al activarlo."
"TID_HYDRO_ROCKET_DESCR","Un poderoso misil lanzado por una nave minera. El misil explota e inflige daño de área a todas las naves enemigas al alcanzar su destino.\n\nLas naves enemigas pueden disparar al misil usando reglas normales de puntería. Si el misil se destruye antes de alcanzar su destino, no se aplicará ningún daño."
"TID_MODULE_DART_BARRAGE","CORTINA DE DARDOS"
"TID_MODULE_DART_BARRAGE_DESCR","Dispara periódicamente rápidos misiles Dardo contra las naves enemigas al alcance."
"TID_MODULE_SUSPEND","SUSPENSIÓN"
"TID_MODULE_SUSPEND_DESCR","Ralentiza el tiempo en una gran zona alrededor de la nave. Anula todos los efectos de salto temporal en la zona.\n\nSi un objeto se encuentra al alcance de múltiples zonas de Suspensión, solo le afecta la de mayor nivel."
"TID_MODULE_RECOIL","RETROCESO"
"TID_MODULE_RECOIL_DESCR","La nave insignia entra en una cuenta regresiva de teletransporte y se dirige a cualquier parte del sistema estelar. Cuando termine la cuenta regresiva, la nave insignia saltará al destino y entrará inmediatamente en una segunda cuenta regresiva de teletransporte que la llevará de nuevo a su posición original."
"TID_MODULE_IMMOLATION","INMOLACIÓN"
"TID_MODULE_IMMOLATION_DESCR","Destruye de forma instantánea todas las naves Cerbero del sector."
"TID_MODULE_HYDRA_BARRAGE","CORTINA DE FUEGO DE HIDRA"
"TID_MODULE_HYDRA_BARRAGE_DESCR","Potente batería que inflige daño adicional a un objetivo cuando hay más naves enemigas en el sector.\n\nDPS contra una sola nave: {0}\nDPS adicional por cada nave en el sector: {1}"
"TID_MODULE_REMOTE_BOMB","BOMBA REMOTA"
"TID_MODULE_REMOTE_BOMB_DESCR","Deja una bomba estacionaria en la ubicación actual de la nave. La bomba se activará cuando entre una nave enemiga en la zona de detonación. Todas las naves enemigas que se encuentren en esa zona recibirán daño de área una vez que termine el periodo de activación. Las naves enemigas pueden disparar contra la bomba usando las reglas normales de puntería. Si se neutraliza antes de que termine el periodo de activación, la bomba causará menos daño de área y en una zona menor.\n\nNo le afecta el daño de área.\n\nNo se puede usar en estrellas amarillas."
"TID_REMOTE_BOMB_DESCR","Una bomba estacionaria que se activará cuando entre una nave enemiga en su zona de detonación. Todas las naves enemigas que se encuentren en esa zona recibirán daño de área una vez que termine el periodo de activación. Las naves enemigas pueden disparar contra la bomba usando las reglas normales de puntería. Si se neutraliza antes de que termine el periodo de activación, la bomba causará menos daño de área y en una zona menor."
"TID_CERB_STATION_HOME1","Base Cerbero débil"
"TID_CERB_STATION_HOME2","Base Cerbero"
"TID_CERB_STATION_HOME3","Base Cerbero fuerte"
"TID_CERB_STATION_HOME_DESCR","Genera naves Cerbero a diario. No intentes acercarte antes de tener una flota de combate considerable."
"TID_TRADEITEM_ALLOYS","Aleaciones"
"TID_TRADEITEM_DIAMONDS","Diamantes"
"TID_TRADEITEM_SILICON","Silicona"
"TID_TRADEITEM_STEEL","Acero"
"TID_TRADEITEM_FUELCELLS","Celdas de combustible"
"TID_TRADEITEM_SOLARCONVERTER","Conversores estelares"
"TID_TRADEITEM_CRYSTALS","Recipiente de cristal"
"TID_TRADEITEM_GOLD","Oro"
"TID_TRADEITEM_ARTIFACT_TUT","Artefacto pequeño"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","NIVEL DE ORBE 1"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","NIVEL DE ORBE 2"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","NIVEL DE ORBE 3"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","NIVEL DE ORBE 4"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","NIVEL DE ORBE 5"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","NIVEL DE ORBE 6"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","NIVEL DE ORBE 7"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","NIVEL DE ORBE 8"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","NIVEL DE ORBE 9"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","NIVEL DE ORBE 10"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","NIVEL DE ORBE 11"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","NIVEL DE CRISTAL AZUL 1"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","NIVEL DE CRISTAL AZUL 2"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","NIVEL DE CRISTAL AZUL 3"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","NIVEL DE CRISTAL AZUL 4"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","NIVEL DE CRISTAL AZUL 5"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","NIVEL DE CRISTAL AZUL 6"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","NIVEL DE CRISTAL AZUL 7"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","NIVEL DE CRISTAL AZUL 8"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","NIVEL DE CRISTAL AZUL 9"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","NIVEL DE CRISTAL AZUL 10"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","NIVEL DE CRISTAL AZUL 11"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","NIVEL DE TETRAHEDRO 1"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","NIVEL DE TETRAHEDRO 2"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","NIVEL DE TETRAHEDRO 3"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","NIVEL DE TETRAHEDRO 4"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","NIVEL DE TETRAHEDRO 5"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","NIVEL DE TETRAHEDRO 6"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","NIVEL DE TETRAHEDRO 7"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","NIVEL DE TETRAHEDRO 8"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","NIVEL DE TETRAHEDRO 9"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","NIVEL DE TETRAHEDRO 10"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","NIVEL DE TETRAHEDRO 11"
"TID_PLANET_DESERT_1","Planeta desértico pequeño"
"TID_PLANET_DESERT_2","Planeta desértico"
"TID_PLANET_DESERT_3","Planeta desértico grande"
"TID_PLANET_DESERT_DESCR","Los planetas desérticos producen envíos de recompensas inferiores, pero ofrecen mucho espacio para almacenar hidrógeno."
"TID_PLANET_LAVA_1","Planeta ígneo pequeño"
"TID_PLANET_LAVA_2","Planeta ígneo"
"TID_PLANET_LAVA_3","Planeta ígneo grande"
"TID_PLANET_LAVA_DESCR","Los planetas ígneos producen envíos de recompensas decentes y dan a tu imperio una pequeña cantidad de créditos e hidrógeno por hora."
"TID_PLANET_WATER_1","Planeta acuático pequeño"
"TID_PLANET_WATER_2","Planeta acuático"
"TID_PLANET_WATER_3","Planeta acuático grande"
"TID_PLANET_WATER_DESCR","Los planetas acuáticos producen envíos de recompensas decentes y otorgan a tu imperio una cantidad fija de créditos por hora."
"TID_PLANET_TERRAN_1","Planeta terrestre pequeño"
"TID_PLANET_TERRAN_2","Planeta terrestre"
"TID_PLANET_TERRAN_3","Planeta terrestre grande"
"TID_PLANET_TERRAN_DESCR","Los planetas terrestres producen envíos de recompensas normales y otorgan a tu imperio una pequeña cantidad de hidrógeno por hora."
"TID_PLANET_GAS_1","Planeta gaseoso"
"TID_PLANET_GAS_2","Gigante gaseoso"
"TID_PLANET_GAS_DESCR","Los planetas gaseosos producen envíos de recompensas normales y otorgan a tu imperio una pequeña cantidad de créditos por hora."
"TID_PLANET_ICE","Planeta helado"
"TID_PLANET_ICE_DESCR","Los planetas helados producen envíos de recompensas superiores y otorgan a tu imperio una cantidad fija de créditos e hidrógeno por hora."
"TID_PLANET_DESTROYED","Planeta agonizante"
"TID_PLANET_DESTROYED_DESCR","Este planeta puede albergar artefactos antiguos, útiles para investigar nuevos módulos."
"TID_YELLOW_STAR","ESTRELLA AMARILLA"
"TID_YELLOW_STAR_DESCR","Las estrellas amarillas contienen numerosos planetas habitables y son ideales para construir infraestructuras básicas. Cada imperio tiene asignada su propia estrella amarilla para establecer su base de operaciones."
"TID_RED_STAR","ESTRELLA ROJA"
"TID_RED_STAR_INFO","Las estrellas rojas son muy inestables. Suelen albergar planetas inhabitables con artefactos."
"TID_WHITE_STAR","ESTRELLA BLANCA"
"TID_WHITE_STAR_INFO","Como única fuente de reliquias, las estrellas blancas son muy valoradas por las corporaciones en la galaxia de Hades."
"TID_BLUE_STAR","ESTRELLA AZUL"
"TID_BLUE_STAR_INFO","Este peligroso sistema tiene una esperanza de vida muy limitada e implosiona desde el exterior hacia la estrella.\n\nLa estrella infligirá daños directos a cualquier nave en su sector."
"TID_HOME_STAR","ESTRELLA NATAL"
"TID_OTHER_STARS","OTRAS ESTRELLAS"
"TID_ACHIEVEMENT_SHIPMENTS","ENTREGA DE ENVÍOS"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Entrega un total de {0} envíos."
"TID_ACHIEVEMENT_UPGRADEPLANET","MEJORA DE PLANETAS"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Mejora uno de tus planetas al nivel {0}."
"TID_ACHIEVEMENT_FLEETSIZE","TAMAÑO DE FLOTA"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Aumenta el tamaño de tu flota a {0}."
"TID_ACHIEVEMENT_COMMONMINERALS","RECOLECTOR DE HIDRÓGENO"
"TID_ACHIEVEMENT_COMMONMINERALS_DESCR","Recoge {0} de hidrógeno en los campos de asteroides."
"TID_ACHIEVEMENT_NUMBERARTIFACTS","BUSCADOR DE ARTEFACTOS"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Investiga {0} artefactos."
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZADOR"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Coloniza {0} planetas."
"TID_ACHIEVEMENT_SECTORUNLOCKED","EXPLORADOR"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Descubre {0} sectores en tu estrella natal."
"TID_ACHIEVEMENT_TAX","ASISTENTE DE ENVÍOS"
"TID_ACHIEVEMENT_TAX_DESCR","Paga un total de {0} CR en recompensas de envíos a otros jugadores recogiendo envíos en sus planetas."
"TID_ACHIEVEMENT_RELATIONSHIP","RELACIÓN ESTABLE"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Mantén relaciones diplomáticas ininterrumpidas con otro jugador durante {0} día(s)."
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","ASESINO DE GUARDIANES"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Destruye un total de {0} naves Cerbero."
"TID_ACHIEVEMENT_CRINCOME","MAGNATE DE LOS CRÉDITOS"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Mantén unos ingresos totales de {0} créditos al día durante 7 días seguidos."
"TID_ACHIEVEMENT_HYDROINCOME","MAGNATE DEL HIDRÓGENO"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Mantén unos ingresos totales de {0} de hidrógeno al día durante 7 días seguidos."
"TID_ACHIEVEMENT_WS","JUGADOR DE EQUIPO"
"TID_ACHIEVEMENT_WS_DESCR","Participa en {0} misiones de estrellas blancas."
"TID_ACHIEVEMENT_WS_HYDRO","RECOLECTOR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposita {0} de hidrógeno en planetas de estrellas blancas."
"TID_ACHIEVEMENT_WS_RELICS","AUXILIAR DE VUELO"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Recupera {0} reliquias para tu corporación."
"TID_ACHIEVEMENT_WS_REWARDS","ACAUDALADO"
"TID_ACHIEVEMENT_WS_REWARDS_DESCR","Recoge {0} créditos en recompensas por participar en misiones de estrellas blancas."
"TID_ACHIEVEMENT_BS_WINS","GUERRERO DE ESTRELLA AZUL"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Gana {0} partidas de estrellas azules."
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Mejora tu astillero para construir más naves (o desintegra naves existentes)."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Selecciona una ubicación más cerca de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Selecciona una ubicación dentro de tu campo de visión en el sistema."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Selecciona una ubicación más alejada de planetas y estaciones espaciales."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Selecciona una ubicación más lejos de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","Esta estación solo se puede situar en un sector sin planetas."
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","No puedes situar la segunda estación tan cerca de la primera."
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","No puedes mover un hub activo. Espera hasta que el temporizador de activación se agote."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","Este sector no puede albergar más estaciones de este tipo."
"TID_HUD_PLACE_LOCATION_INVALID_SUN","Esta estación no se puede situar cerca de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","Esta estación se debe situar cerca de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","No puedes construir tan cerca del límite de un sector."
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","No puedes construir en un sector hasta que elimines la presencia de Cerbero."
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","No puedes mover una estación a este sector hasta que elimines la presencia de Cerbero."
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","Solo puedes mover esta estación dentro del mismo sector."
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","No puedes colonizar un planeta hasta que una de tus naves esté en órbita."
"TID_HUD_MSG_CORP_JOINED","Ahora formas parte de la corporación '{0}'."
"TID_HUD_MSG_CORP_LEFT","Ya no formas parte de una corporación."
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","No puedes unirte. Ya estás en esta corporación."
"TID_HUD_MSG_CORP_JOIN_WAIT","Tienes que esperar antes de volver a unirte a esta corporación."
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","No te puedes unir: La corporación está cerrada."
"TID_HUD_MSG_CORP_CANTJOIN_FULL","No puedes unirte. Ranuras de miembros llenas."
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","No puedes unirte. Vuelve a intentarlo más tarde."
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","No puedes unirte a la corporación: No cumples el requisito de influencia mínimo."
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","Se ha enviado una solicitud para unirte a la corporación."
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","Selecciona un objeto dentro del alcance del módulo."
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","La contención solo funciona con naves enemigas."
"TID_HUD_MSG_MODULE_INVALID_TARGET","Este no es un objetivo válido para este módulo."
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","No se puede teletransportar fuera de la zona de implosión de la estrella azul."
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","No puedes lanzar más naves de este tipo."
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","Este módulo solo se puede activar mientras la nave esté en movimiento."
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","Este módulo solo se puede activar cuando hay asteroides en el sector actual."
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","Debes esperar a que acabe el enfriamiento para volver a usar este módulo en este sector."
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","Tu nave debe estar más cerca de la estrella para activar este módulo."
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","No necesitas un escáner de corto alcance en este sector."
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","No dispones de hidrógeno suficiente para activar este módulo."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","Debes seleccionar un puesto avanzado con envíos."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","No dispones de capacidad para transportar envíos en esta nave."
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","Debes seleccionar una estación comercial."
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","Ya se está activando un módulo"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","Selecciona una ubicación para que el dron empiece a entregar envíos."
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","No puedes activar VÍNCULO en una nave que esté pendiente de teletransportarse."
"TID_HUD_MSG_CANT_BOND_TELEPORT_CERB_PRS","No puede teletransportarse mientras usas un VÍNCULO en una estrella roja pública"
"TID_HUD_MSG_BS_WON","¡Has ganado esta estrella azul!"
"TID_HUD_MSG_BS_END","Misión de estrella azul terminada. Has quedado {0}.º en las posiciones finales."
"TID_HUD_MSG_DISPATCH_NO_TARGET","No es posible encontrar un objetivo válido para el expedidor."
"TID_HUD_MSG_NO_CERB_IN_SECTOR","Este módulo solo se puede activar cuando hay naves Cerbero en el sector."
"TID_HUD_CREDITS","CRÉDITOS"
"TID_HUD_HYDROGEN","HIDRÓGENO"
"TID_HUD_CRYSTALS","CRISTALES"
"TID_HUD_CREDITS_EXPLANATION","Los <creditColor>créditos</color> son la divisa principal y se usa para comprar naves, desbloquear módulos, construir y mejorar infraestructuras."
"TID_HUD_HYDROGEN_EXPLANATION","El <hydrogenColor>hidrógeno</color> se usa para mover naves en un sistema estelar, hacerlas saltar a nuevos sistemas estelares y activar ciertos módulos."
"TID_HUD_CRYSTAL_EXPLANATION","Los <crystalColor>cristales</color> se pueden usar para comprar créditos e hidrógeno y acelerar diversas operaciones."
"TID_HUD_ADD_CRYSTALS","AÑADIR CRISTALES"
"TID_HUD_MAX_STORAGE","ALMACENAMIENTO MÁXIMO"
"TID_HUD_INCOME_PER_HR","INGRESOS POR HORA"
"TID_HUD_NEXT_INSTALLMENT","SIGUIENTE ENTREGA"
"TID_HUD_STORAGE_FULL","Almacenamiento completo. Mejora tus planetas para aumentar el almacenamiento."
"TID_HUD_PLACE_BUILDING_PROMPT","SELECCIONA UN EMPLAZAMIENTO PARA: {0}"
"TID_HUD_PLACE_SRS_CONFIRM","¿Seguro que quieres colocar tu escáner de corto alcance en este sector? Puede que la ubicación no sea óptima."
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","SELECCIONA UN SEGUNDO EMPLAZAMIENTO PARA: {0}"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","SELECCIONA UN DESTINO"
"TID_HUD_PLACEMENT_WAYPOINT","SELECCIONA EL SIGUIENTE PUNTO DE RUTA"
"TID_HUD_PICK_TELEPORT_TARGET","SELECCIONA UN OBJETIVO DE TELETRANSPORTE"
"TID_HUD_PICK_SUPRESS_TARGET","SELECCIONA UN OBJETIVO DE CONTENCIÓN"
"TID_HUD_PICK_MODULE_TARGET","SELECCIONAR OBJETIVO"
"TID_HUD_PICK_ENTRUST_TARGET","SELECCIONAR OBJETIVO DE CONFIAR"
"TID_HUD_PICK_WARP_LANE_TARGET","SELECCIONA UN HUB DE DESTINO PARA ENLAZARLO"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","Objeto no válido. Selecciona otro hub de la ruta de salto."
"TID_HUD_CONFIRM_WARP_LANE_LINK","¿Crear una ruta de salto entre estos dos hubs durante {0}?"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","¿Seguro que quieres desvincular esta ruta de salto antes de que expire?"
"TID_HUD_CONFIRM_BUILDING_MOVE","¿Mover esta estación a una nueva posición?"
"TID_HUD_MOVETO_POPUP_DESTINATION","Mover a {0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","A {0} UA"
"TID_HUD_MOVETO_CANCEL_MOVE","CANCELAR"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","Si mueves el transporte antes de que se complete la carga, la reliquia quedará atrás. ¿Continuar?"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","Tu transporte está cargando artefactos. Si despegas ahora, los artefactos que estén en proceso de carga y en cola quedarán atrás."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","DESPEGAR AHORA"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","DESPEGAR TRAS CARGAR TODOS LOS ARTEFACTOS"
"TID_HUD_MSG_STAR_DESTROYED","El sistema estelar que estaba aquí ha sido destruido y no ha dejado rastro..."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","SELECCIONAR PUESTO AVANZADO"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","SELECCIONAR ESTACIÓN COMERCIAL"
"TID_HUD_PICK_ROCKET_TARGET","SELECCIONAR OBJETIVO DE MISIL"
"TID_HUD_PICK_DRONE_TARGET","SELECCIONA EL DESTINO DEL DRON"
"TID_HUD_PICK_MINING_SECTOR","RECOGER SECTOR DE EXTRACCIÓN {0} DE {1}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","Has programado una ruta completa para tu nave minera. Selecciona un sector activo para restablecer la ruta."
"TID_HUD_ROUTE_DONE","RUTA PROGRAMADA, TOCA UN SECTOR DE RUTA PARA RESTABLECERLA"
"TID_HUD_FINALIZE_MINER_ROUTE","FINALIZAR RUTA"
"TID_STATUS_MINING_SECTOR","Extrayendo sector"
"TID_STATUS_MINING_SINGLE","Extracción"
"TID_STATUS_MINING","Sector de extracción {0} de {1}"
"TID_STATUS_LOADING_ARTIFACT","Cargando artefacto"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","Cargando {0} artefactos"
"TID_STATUS_DEPARTING","Despegando hacia {0}"
"TID_STATUS_MOVING","Desplazándose a {0}"
"TID_OBJ_EMPTY_SPACE","espacio vacío"
"TID_STATUS_DOCKED","Estacionada en {0}"
"TID_STATUS_DISABLED","<color>Deshabilitada</color>"
"TID_STATUS_REPAIRING","Reparando"
"TID_STATUS_DESTROYING_PLANET","Destruyendo planeta"
"TID_STATUS_ACTIVATING_MODULE","Activando {0}"
"TID_STATUS_DRONE_EXPIRY","El código caduca dentro de {0}"
"TID_MULTIPLE_SHIPS_SELECTED","{0} naves seleccionadas"
"TID_STATUS_NOT_TRIGGERED","Sin activar"
"TID_STATUS_TRIGGERING","Activando..."
"TID_OBJ_ACTION_VIEW_MISSION","ESCANEAR"
"TID_OBJ_ACTION_EXPLORE_SECTOR","DESCUBRIR"
"TID_OBJ_ACTION_FINISH_NOW","FINALIZAR AHORA"
"TID_OBJ_ACTION_VIEW_RESEARCH","INVESTIGAR"
"TID_OBJ_ACTION_CANCEL_BUILD","CANCELAR CONSTRUCCIÓN"
"TID_OBJ_CANCEL_BUILD_CONFIRM","¿Seguro que quieres cancelar la construcción? Se te devolverá el {0} % del coste."
"TID_OBJECT_NAME_WITH_LEVEL","{0} (nivel {1})"
"TID_TRADE_STATION_NAME","ESTACIÓN COMERCIAL {0}"
"TID_PLANET_COLONIZED_BY","Colonizado por {0}"
"TID_PLANET_NOT_COLONIZED","Sin colonizar"
"TID_OBJECT_ACTION_UPGRADE","MEJORAR"
"TID_OBJECT_ACTION_CANCEL_DEPARTURE","CANCELAR MOVIMIENTO"
"TID_OBJECT_ACTION_FORCE_DEPARTURE","DESPEGAR AHORA"
"TID_OBJECT_ACTION_COLONIZE","COLONIZAR"
"TID_OBJECT_ACTION_CLEAR_WAYPOINTS","ELIMINAR ÚLTIMO PUNTO DE RUTA"
"TID_OBJECT_ACTION_MOVE","MOVER"
