"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_MODULE_BARRIER","BARREIRA"
"TID_MODULE_BARRIER_DESCR","Cria um campo de força ao redor do navio. Navios inimigos e a maioria dos tipos de foguetes não podem se mover enquanto estiverem dentro do campo de força. Navios inimigos que se teletransportarem para dentro do alcance do módulo ativado sofrerão dano igual à quantidade de DANO DE TELETRANSPORTE. Drones não são afetados."
"TID_MODULE_IMPULSE","IMPULSO"
"TID_MODULE_IMPULSE_DESCR","A nave com este módulo acelera brevemente, diminuindo o tempo de viagem na rota atual."
"TID_MODULE_BARRAGE","SALVO"
"TID_MODULE_BARRAGE_DESCR","Uma artilharia que causa dano adicional a seu único alvo quando há mais naves inimigas no setor.\n\nA Fantasma Cerberus não conta como inimiga para definir o dano adicional."
"TID_MODULE_HYDRO_UPLOAD","ENVIO DE HIDROGÊNIO"
"TID_MODULE_HYDRO_UPLOAD_DESCR_WS","Envia instantaneamente uma porcentagem do Hidrogênio coletado para o planeta mais próximo, em qualquer lugar na Estrela Branca."
"TID_MODULE_TRADE_BURST","IMPULSO COMERCIAL"
"TID_MODULE_TRADE_BURST_DESCR","Conta carregamentos entregues enquanto está ativo. Quando um limite mínimo é alcançado, cada novo carregamento de Créditos entregue pela nave do proprietário enquanto o módulo está ativo concede uma recompensa bônus."
"TID_MODULE_SHIPMENTBEAM","TELETRANSPORTE DE CARGA"
"TID_MODULE_SHIPMENTBEAM_DESCR","Coleta instantaneamente os carregamentos com menor valor de qualquer posto avançado alvo no sistema estelar. Não funciona com Artefatos ou Relíquias."
"TID_MODULE_SANCTUARY","SANTUÁRIO"
"TID_MODULE_SANCTUARY_DESCR","Quando a nave com este módulo está prestes a ser destruída durante um combate ou em uma supernova, ela salta para seu sistema de origem. As cargas na nave serão perdidas.\n\nOs encouraçados que forem destruídos em uma Estrela Vermelha com o Santuário equipado não poderão voltar à mesma estrela."
"TID_MODULE_CRUNCH","CRISE"
"TID_MODULE_CRUNCH_DESCR","Coleta instantaneamente Hidrogênio de vários campos de asteroides no setor atual (limitado pela Quantidade Máxima e pela capacidade total do navio Minerador). O Hidrogênio é coletado primeiro dos Asteroides de maior capacidade. Quaisquer campos de Asteroides Escaneados serão considerados por último."
"TID_MODULE_RECALL","RETIRADA"
"TID_MODULE_RECALL_DESCR","Permite que o Cargueiro se teletransporte para qualquer Estação Comercial no sistema estelar atual."
"TID_MODULE_ROCKETDRONE","DRONE FOGUETE"
"TID_MODULE_ROCKETDRONE_DESCR_PVE","Lança um drone que vai devagar até o local de destino. Durante seu tempo de vida limitado, o drone lança Drones-Foguetes à nave Cerberus mais próxima em intervalos regulares."
"TID_MODULE_ROCKETDRONE_DESCR_PVP","Lança um drone que vai devagar até o local de destino. Durante seu tempo de vida limitado, o drone lança Drones-Foguetes à nave de jogador mais próxima em intervalos regulares. Os Drones-Foguetes não atingem naves Cerberus."
"TID_MODULE_DELTAROCKET","FOGUETE DELTA"
"TID_MODULE_DELTAROCKET_DESCR","Um foguete muito veloz que causa dano de área a todos as naves inimigas quando alcança seu destino final. Atravessa Barreiras. A nave com este módulo pode definir uma segunda parada após o lançamento opcionalmente.\n\nAs naves inimigas podem atirar no foguete usando regras normais de mira. Ele não causará dano algum se for destruído antes de alcançar o alvo.\n\nNão funciona em setores com portais de salto em Estrelas Brancas."
"TID_MODULE_EMP_ROCKET","FOGUETE PEM"
"TID_MODULE_EMP_ROCKET_DESCR","Um foguete que desativa as naves próximas ao colidir."
"TID_MODULE_OMEGAROCKET","FOGUETE ÔMEGA"
"TID_MODULE_OMEGAROCKET_DESCR","Um foguete robusto e lento que pode ser lançado a uma pequena distância e causa enorme dano de área a todas as naves inimigas quando alcança seu alvo.\n\nAs naves inimigas podem atirar no foguete usando regras normais de mira. O foguete também causa um pouco de dano de área a naves inimigas em um raio menor se for neutralizado antes de alcançar seu alvo."
"TID_MODULE_ENRICH","ENRIQUECIMENTO"
"TID_MODULE_ENRICH_DESCR","Aumenta instantaneamente a quantia de Hidrogênio armazenada em todos os asteroides do setor. Não pode ser usado no mesmo setor mais do que uma vez por dia."
"TID_MODULE_ENTRUST","ENCARREGAR"
"TID_MODULE_RUSH","CORRIDA"
"TID_MODULE_RUSH_DESCR","Reduz o consumo de Hidrogênio e acelera a velocidade do cargueiro com este módulo enquanto leva carregamentos destinados à próxima parada imediata."
"TID_MODULE_RUSH_DESCR_RS","Reduz o consumo de Hidrogênio e acelera a velocidade do cargueiro com este módulo enquanto leva Artefatos originados na Estrela Vermelha atual."
"TID_MODULE_RUSH_DESCR_WS","Acelera a velocidade do cargueiro com este módulo enquanto leva Relíquias. O aumento da velocidade é proporcional ao número de Relíquias levadas, mas nunca maior que o valor de ACELERAÇÃO MÁXIMA."
"TID_MODULE_RUSH_MAX_WS","ACELERAÇÃO MÁX."
"TID_MODULE_GENESIS","GÊNESIS"
"TID_MODULE_GENESIS_DESCR_WS","Cria instantaneamente novos campos de asteroides dentro do setor atual da mineradora e perto da localização dela.\n\nUm modificador será aplicado à quantidade de Hidrogênio gerado se houver um planeta no setor atual da mineradora. Planetas de níveis mais altos têm um multiplicador maior."
"TID_MODULE_GENESIS_DESCR_RS","Cria novos campos de asteroides dentro do setor em que a mineradora estiver. Só pode ser usado em setores de Estrela Vermelha que geram asteroides que podem ser minerados."
"TID_MODULE_GENESIS_DESCR_YS","Cria novos campos de asteroides dentro do setor em que a mineradora estiver. Os campos de asteroides têm tempo de vida limitado. Só um setor pode estar com Gênesis por vez em todo o sistema de Estrela Amarela."
"TID_MODULE_OFFLOAD","DESCARREGAR"
"TID_MODULE_OFFLOAD_DESCR","Quando ativo, o Cargueiro entregará todo o carregamento ao alcançar a Estação comercial, não importa qual seja o real destino da carga. Carregamentos com destino diferente da Estação comercial receberam ganhos reduzidos."
"TID_ALPHA_DRONE_MODULE_DESCR","Envia um único drone de combate na direção de um ponto predefinido dentro do sistema estelar. O drone viaja para um ponto fixo e fica lá até ser destruído ou seu tempo de ativação expirar."
"TID_MODULE_BLAST_DRONE","DRONE BALÍSTICO"
"TID_MODULE_BLAST_DRONE_DESCR","Lança um drone minerador automatizado que foca em um asteroide. Depois que termina de minerar uma pequena quantidade de Hidrogênio do seu alvo, o drone vai até a nave inimiga mais próxima em alta velocidade. Quando alcança a nave ou é destruído por ataques de inimigos, o drone causa dano de área a todos os objetos inimigos dentro do alcance.\n\nSe o drone for destruído antes de terminar de minerar ou não conseguir obter o Hidrogênio necessário do asteroide alvo, ele será destruído sem causar nenhum dano.\n\nVocê pode lançar múltiplos drones antes do contador de reativação do módulo ativar."
"TID_MODULE_ROCKET_LAUNCHER","FOGUETE BOMBARDEIRO"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","Lança um foguete bombardeiro contra cada jogador inimigo com naves no setor do bombardeiro ou qualquer setor adjacente. Cada foguete tem como destino a nave mais próxima do jogador inimigo."
"TID_BOMBER_ROCKET_DESCR","Um foguete poderoso que causa dano de área a todas as naves inimigas quando alcança seu destino. O foguete também causa uma menor quantidade de dano de área a naves inimigas em um raio menor se for neutralizado antes de alcançar seu alvo."
"TID_MODULE_DART_LAUNCHER","LANÇADOR DE DARDOS"
"TID_MODULE_DART_LAUNCHER_DESCR","Lança um míssil-dardo contra a nave inimiga escolhida a intervalos regulares.\n\nO míssil pode ser neutralizado por uma nave inimiga usando regras normais de mira.\n\nQuando o míssil chega ao destino, ele causa dano de arma direto apenas à nave alvo, e somente se a nave alvo ainda estiver dentro da área de impacto.\n\nEsta arma só atira contra naves inimigas. Foguetes e estações Cerberus são ignorados."
"TID_DART_MISSILE","MÍSSIL-DARDO"
"TID_DART_MISSILE_DESCR","Um míssil lançado contra uma só nave. Assim que o míssil chega ao destino, ele causa dano à nave alvo se aquela nave estiver dentro do alcance da explosão."
"TID_MODULE_DISPATCH","DESPACHO"
"TID_MODULE_DISPATCH_DESCR","O Cargueiro inicia a teletransportação para o planeta com mais CARREGAMENTOS no sistema estelar. Se mais de um planeta tiver a mesma quantidade de CARREGAMENTOS, o planeta mais distante é escolhido.\n\nA teletransportação é concluída após o término do tempo de preparação. O tempo de preparação é proporcional à quantidade de CARREGAMENTOS no planeta de destino no momento da ativação."
"TID_MODULE_DISPATCH_DESCR_RS","O cargueiro inicia o teletransporte ao planeta com menos Artefatos no sistema estelar. Se mais de um planeta tiver a mesma quantidade de Artefatos, o planeta mais próximo é escolhido.\n\nO teletransporte se completa depois de transcorrido o tempo de preparação. O tempo de preparação é proporcional à quantidade de Artefatos no planeta alvo no momento da ativação."
"TID_MODULE_DISPATCH_DESCR_WS","O cargueiro inicia o teletransporte ao planeta com mais Relíquias no sistema estelar. Se mais de um planeta tiver a mesma quantidade de Relíquias, o planeta mais distante é escolhido.\n\nO teletransporte se completa após transcorrido o tempo de preparação fixo. Imediatamente depois do teletransporte, o cargueiro causa dano de área a todas as naves inimigas ao alcance."
"TID_MODULE_HYDRO_ROCKET","FOGUETE DE HIDROGÊNIO"
"TID_MODULE_HYDRO_ROCKET_DESCR","Permite que a nave mineradora lance um foguete poderoso em qualquer lugar do sistema estelar.\n\nPara ativá-lo, a nave mineradora deve coletar pelo menos a quantidade de Hidrogênio necessária. O Hidrogênio é consumido ao ativar."
"TID_HYDRO_ROCKET_DESCR","Um foguete poderoso lançado por uma nave mineradora. O foguete explode e causa dano de área a todas as naves inimigas quando alcança seu destino.\n\nNaves inimigas podem atirar no foguete usando regras normais de mira. Ele não causará dano algum se for destruído antes de alcançar o alvo."
"TID_MODULE_DART_BARRAGE","SALVA DE DARDOS"
"TID_MODULE_DART_BARRAGE_DESCR","Lança um míssil-dardo rápido constantemente contra todas as naves inimigas ao alcance."
"TID_MODULE_SUSPEND","SUSPENDER"
"TID_MODULE_SUSPEND_DESCR","Reduz a velocidade de movimento e o dano de arma de todas as naves e drones inimigos dentro do alcance.\n\nUm objeto ao alcance de várias áreas Suspensas é afetado apenas pela de nível mais alto."
"TID_MODULE_RECOIL","RECUO"
"TID_MODULE_RECOIL_DESCR","A nave-chefe inicia uma contagem de teletransporte, indo a qualquer local do sistema estelar. Quando a contagem termina, a nave-chefe salta ao destino e inicia outra contagem de teletransporte em seguida, voltando à posição original."
"TID_MODULE_FLAGSHIP_DRONES","DRONES DE RECUO"
"TID_MODULE_FLAGSHIP_DRONES_DESCR","Um grupo de drones de combate que começa a se teletransportar até o local alvo dentro do alcance. Depois de se teletransportar, os drones iniciam um novo teletransporte de volta ao local de lançamento, onde vão ficar até serem destruídos ou até o tempo de ativação expirar."
"TID_MODULE_IMMOLATION","IMOLAÇÃO"
"TID_MODULE_IMMOLATION_DESCR","Causa um dano fixo a todas as naves Cerberus no setor."
"TID_MODULE_IMMOLATION_DAMAGE_AMT","QUANTIDADE DO DANO"
"TID_MODULE_HYDRA_BARRAGE","SALVA DE HIDRA"
"TID_MODULE_HYDRA_BARRAGE_DESCR","Uma artilharia forte que causa dano adicional ao seu único alvo quando há mais naves inimigas no setor."
"TID_MODULE_REMOTE_BOMB","BOMBA REMOTA"
"TID_MODULE_REMOTE_BOMB_DESCR","Deixa uma bomba estacionária na localização atual da nave. A bomba é acionada assim que uma nave inimiga entra no raio da explosão. As naves inimigas no raio da explosão sofrem dano de área após o período de acionamento. As naves inimigas podem atacar a bomba usando regras normais de mira. Ela aplica menos dano de área em um raio reduzido se neutralizada antes do acionamento terminar.\n\nNão afetada por dano de área.\n\nNão utilizável em Estrelas Amarelas."
"TID_REMOTE_BOMB_DESCR","Uma bomba estacionária que será acionada assim que uma nave inimiga entrar no raio da explosão. As naves inimigas no raio da explosão sofrem dano de área após o período de acionamento. As naves inimigas podem atacar a bomba usando regras normais de mira. Ela aplica menos dano de área em um raio reduzido se neutralizada antes do acionamento terminar."
"TID_MODULE_FLAGSHIP_WEAPON","TORRETA DE DARDOS"
"TID_MODULE_FLAGSHIP_WEAPON_DESCR","Uma arma autônoma com posição fixa que pode ser mobilizada a partir de uma nave-chefe da Corporação. Ela lança um foguete-dardo em intervalos regulares contra cada nave inimiga ao alcance. O foguete-dardo causa dano somente contra um alvo e se este estiver dentro do raio da explosão quando o projétil chegar ao destino."
"TID_MODULE_FLAGSHIP_SHIELD","ESCUDO FLUTUANTE"
"TID_MODULE_FLAGSHIP_SHIELD_DESCR","Um escudo de área autônomo com posição fixa que pode ser mobilizado a partir de uma nave-chefe da Corporação. Absorve danos ao casco sofridos por qualquer nave ou foguete aliados na área de efeito, incluindo Cargueiros e Mineradoras."
"TID_MODULE_LASER_TURRET","TORRETA DE LASER"
"TID_MODULE_LASER_TURRET_DESCR","Uma arma autônoma com posição fixa que pode ser mobilizada. Após um breve período de calibração, dispara um raio laser contra até 3 alvos ao alcance. O dano fica mais alto independentemente para cada alvo.\n\nNão funciona em setores com Portais de Salto em Estrelas Brancas."
"TID_MODULE_CHAINRAY_TURRET","TORRETA DE RAIOS EM CADEIA"
"TID_MODULE_CHAINRAY_TURRET_DESCR","Um drone estacionário, equipado com Raios em Cadeia. A arma do drone pode reforçar ou ser reforçada por outras Torretas de Raio em Cadeia ou encouraçados equipados com Raios em Cadeia."
"TID_MODULE_CHAIN_RAY","RAIOS EM CADEIA"
"TID_MODULE_CHAIN_RAY_DESCR","Esta arma de raios tem alcance maior do que a maioria das outras armas. Por padrão, ela causa dano constante a um único alvo. Como alternativa, os raios podem ficar em modo de Suporte, conectados a um encouraçado aliado dentro do alcance que também é equipado com Raios em Cadeia. No modo de Suporte, Raios em Cadeia não têm nenhuma nave como alvo, mas aumentam muito o dano e o alcance do encouraçado aliado alvo.\n\nUm único Raio em Cadeia pode receber suporte de 2 raios adicionais."
"TID_MODULE_PLAYER_ROCKET_LAUNCHER","LANÇA-FOGUETES"
"TID_MODULE_PLAYER_ROCKET_LAUNCHER_DESCR","Lança um único foguete poderoso regularmente contra o alvo inimigo mais próximo ao alcance. O lança-foguetes tem um alcance grande, mas também tem um alcance mínimo, fazendo com que não possa atirar contra alvos muito próximos."
"TID_MODULE_DRONE_ROCKET_LAUNCHER_DESCR","Lança um único Foguete Alfa regularmente contra o alvo inimigo mais próximo ao alcance."
"TID_MODULE_PULSE","PULSO"
"TID_MODULE_PULSE_DESCR","Causa uma explosão de Pulso ao redor da localização atual da nave em baixa frequência, causando dano de área a todas as naves inimigas ao alcance."
"TID_MOD_DRONE_SQUAD","ESQUADRÃO DE DRONES"
"TID_MOD_DRONE_SQUAD_DESCR","Lança um grupo formidável de Drones de Esquadrão. Os drones viajam juntos ao seu destino compartilhado."
"TID_MOD_DELTA_DRONES","DRONES DELTA"
"TID_MOD_DELTA_DRONES_DESCR","Lança dois drones perto do encouraçado. Imediatamente depois de serem lançados, os drones iniciam o teletransporte até o local alvo, que deve estar dentro do alcance de lançamento. Os drones podem atirar em alvos inimigos tanto antes quanto depois do teletransporte."
"TID_SHIP_DELTA_DRONE","DRONE DELTA"
"TID_SHIP_DELTA_DRONE_DESCR","Um drone de combate que tem a habilidade de se teletransportar logo que é lançado."
"TID_SHIP_SQUAD_DRONE","DRONE DE ESQUADRÃO"
"TID_SHIP_SQUAD_DRONE_DESCR","Um drone de combate mais fraco que viaja em grandes grupos com outros drones parecidos."
"TID_MODULE_ARTIFACT_BOOST","REFORÇO DE ARTEFATO"
"TID_MODULE_ARTIFACT_BOOST_DESCR","Adiciona um bônus de pesquisa a um Artefato aleatório no planeta ou cargueiro alvo. Só Artefatos originados na Estrela Vermelha atual e que nunca foram transferidos para fora da estrela são alvos de reforço válidos. Um único Artefato só pode receber o reforço uma vez com este módulo."
"TID_MODULE_CARGO_ROCKET","FOGUETE DE CARGA"
"TID_MODULE_CARGO_ROCKET_DESCR","O cargueiro lança um foguete poderoso em qualquer lugar do sistema estelar.\n\nPara ativá-lo, o cargueiro deve carregar pelo menos um item de carga (carregamento ou Artefato). O item é consumido ao ativar."
"TID_MODULE_CARGO_ROCKET_DESCR_RS","O cargueiro lança um foguete poderoso em qualquer lugar do sistema estelar.\n\nPara ativá-lo, o cargueiro deve carregar pelo menos um Artefato do mesmo nível ou superior do nível da Estrela Vermelha atual. O Artefato é consumido ao ativar."
"TID_MODULE_CARGO_ROCKET_DESCR_WS","O cargueiro lança um foguete poderoso em qualquer lugar do sistema estelar.\n\nPara ativá-lo, o cargueiro deve carregar pelo menos uma Relíquia. A Relíquia é consumida ao ativar."
"TID_CARGO_ROCKET_DESCR","Um foguete poderoso lançado por um cargueiro. O foguete explode e causa dano de área a todas as naves inimigas quando alcança seu destino.\n\nNaves inimigas podem atirar no foguete usando regras normais de mira. Ele não causará dano algum se for destruído antes de alcançar o alvo."
"TID_MODULE_ROCKET_CLUSTER","CATACLISMO"
"TID_MODULE_ROCKET_CLUSTER_DESCR","Dispara múltiplos foguetes em cada alvo válido. Alvos válidos incluem todos os destinos de movimentação no setor alvo. Naves inimigas ou drones atingidos pela explosão recebem dano de área."
"TID_MOD_REPAIR_DRONE_DESCR","Lança um Drone de Reparo ao local alvo. Quando o tempo de vida do drone expira, ele instantaneamente repara totalmente os pontos de fuselagem em QUANTIDADE DE REPARO BASE, dividida entre todos os encouraçados aliados no alcance. Se o drone for destruído antes de expirar, ele repara uma grande quantidade (QUANTIDADE DE REPARO MÁXIMA) em encouraçados próximos."
"TID_MODULE_MOTION_SHIELD","Escudo Cinético"
"TID_MODULE_MOTION_SHIELD_DESCR","Absorve uma porcentagem fixa de todo o dano recebido. Só ativa enquanto o encouraçado com este módulo estiver em movimento."
"TID_CERB_STATION_HOME1","Base Cerberus fraca"
"TID_CERB_STATION_HOME2","Base Cerberus"
"TID_CERB_STATION_HOME3","Base Cerberus forte"
"TID_CERB_STATION_HOME_DESCR","Gera naves Cerberus diariamente. Não tente se aproximar antes de juntar uma frota considerável."
"TID_TRADEITEM_ALLOYS","Ligas"
"TID_TRADEITEM_DIAMONDS","Diamantes"
"TID_TRADEITEM_SILICON","Silício"
"TID_TRADEITEM_STEEL","Aço"
"TID_TRADEITEM_CRYSTALS","Contêiner de cristal"
"TID_TRADEITEM_ARTIFACT_TUT","Artefato pequeno"
"TID_TRADEITEM_ARTIFACT_TUT_DESCR","Pesquisar este Artefato dará acesso a novos módulos que podem ser equipados em suas naves."
"TID_ARTIFACT_TYPE_0","ARTEFATO DE CARGUEIRO"
"TID_ARTIFACT_TYPE_1","ARTEFATO DE MINERADORA"
"TID_ARTIFACT_TYPE_2","ARTEFATO DE COMBATE"
"TID_ARTIFACT_TYPE_3","ARTEFATO DE ARMA"
"TID_ARTIFACT_TYPE_4","ARTEFATO DE ESCUDO"
"TID_ARTIFACT_TYPE_5","ARTEFATO DE DRONE"
"TID_ARTIFACT_OBSOLETE","ARTEFATO OBSOLETO"
"TID_PLANET_DESERT_1","Planeta desértico pequeno"
"TID_PLANET_DESERT_2","Planeta desértico"
"TID_PLANET_DESERT_3","Planeta desértico grande"
"TID_PLANET_DESERT_DESCR","Planetas desérticos produzem carregamentos com recompensas de valor menor e ajudam a aumentar a reserva de Hidrogênio do seu Império."
"TID_PLANET_LAVA_1","Planeta ígneo pequeno"
"TID_PLANET_LAVA_2","Planeta ígneo"
"TID_PLANET_LAVA_3","Planeta ígneo grande"
"TID_PLANET_LAVA_DESCR","Planetas ígneos produzem carregamentos com recompensas razoáveis e fornecem uma pequena renda horária de Créditos e Hidrogênio ao seu Império."
"TID_PLANET_WATER_1","Planeta aquático pequeno"
"TID_PLANET_WATER_2","Planeta aquático"
"TID_PLANET_WATER_3","Planeta aquático grande"
"TID_PLANET_WATER_DESCR","Planetas aquáticos produzem carregamentos com recompensas razoáveis e fornecem uma renda horária de Créditos ao seu Império."
"TID_PLANET_TERRAN_1","Planeta terrestre pequeno"
"TID_PLANET_TERRAN_2","Planeta terrestre"
"TID_PLANET_TERRAN_3","Planeta terrestre grande"
"TID_PLANET_TERRAN_DESCR","Planetas terrestres produzem carregamentos com recompensas medianas e fornecem uma pequena renda horária de Hidrogênio ao seu Império."
"TID_PLANET_GAS_1","Planeta gasoso"
"TID_PLANET_GAS_2","Gigante gasosa"
"TID_PLANET_GAS_DESCR","Planetas gasosos produzem carregamentos com recompensas medianas e fornecem uma pequena renda horária de Créditos ao seu Império."
"TID_PLANET_ICE","Planeta gélido"
"TID_PLANET_ICE_DESCR","Planetas gélidos produzem carregamentos com recompensas de alto valor e fornecem uma renda horária de Créditos e Hidrogênio ao seu Império."
"TID_PLANET_DESTROYED","Planeta moribundo"
"TID_PLANET_DESTROYED_DESCR","Este planeta pode ter Artefatos milenares, úteis para a pesquisa de novos módulos."
"TID_YELLOW_STAR","ESTRELA AMARELA"
"TID_YELLOW_STAR_DESCR","Sistemas de Estrelas Amarelas contêm vários planetas habitáveis e são excelentes para receber a infraestrutura de uma base. Cada Império recebe sua própria Estrela Amarela para estabelecer uma base de operações."
"TID_RED_STAR","ESTRELA VERMELHA"
"TID_RED_STAR_INFO","Estrelas Vermelhas são altamente instáveis. Seus sistemas geralmente contêm planetas inabitáveis, mas com Artefatos."
"TID_WHITE_STAR","ESTRELA BRANCA"
"TID_WHITE_STAR_INFO","Como a única fonte de Relíquias da Galáxia Hades, Estrelas Brancas são muito procuradas pelas Corporações."
"TID_BLUE_STAR","ESTRELA AZUL"
"TID_BLUE_STAR_INFO","Este sistema perigoso tem uma vida muito limitada e colapsa de fora para dentro.\n\nA estrela causará dano direto a qualquer nave no setor."
"TID_BLUE_STAR_SEARCH_CANCELLED_MAIL","Sua busca por Estrelas Azuis classificatórias foi cancelada devido à manutenção do servidor."
"TID_BLUE_STAR_SEARCH_TIMED_OUT_MAIL","Sua busca por Estrelas Azuis foi cancelada porque você não está conectado ao servidor.  "
"TID_HOME_STAR","ESTRELA DE ORIGEM"
"TID_OTHER_STARS","OUTRAS ESTRELAS"
"TID_ACHIEVEMENT_SHIPMENTS","ENTREGA DE CARGA"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Entregue um total de {0} carregamentos."
"TID_ACHIEVEMENT_UPGRADEPLANET","MELHORIA DE PLANETA"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Melhore um dos seus planetas para o nível {0}."
"TID_ACHIEVEMENT_FLEETSIZE","TAMANHO DA FROTA"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Aumente o tamanho de sua frota para {0}."
"TID_ACHIEVEMENT_COMMONHYDRO","COLETOR DE HIDROGÊNIO"
"TID_ACHIEVEMENT_COMMONHYDRO_DESCR","Use suas Mineradoras para depositar {0} de Hidrogênio nos seus planetas."
"TID_ACHIEVEMENT_NUMBERARTIFACTS","CAÇADOR DE ARTEFATOS"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Pesquise {0} artefatos."
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZADOR"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Colonize {0} planetas."
"TID_ACHIEVEMENT_SECTORUNLOCKED","EXPLORADOR DE ESTRELAS AMARELAS"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Revele {0} setores do seu sistema de origem."
"TID_ACHIEVEMENT_RELATIONSHIP","RELAÇÕES ESTÁVEIS"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Mantenha relações diplomáticas ininterruptas com outro jogador por {0} dias."
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","EXTERMINADOR DE GUARDIÕES"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Destrua um total de {0} naves Cerberus."
"TID_ACHIEVEMENT_CRINCOME","MAGNATA DOS CRÉDITOS"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Mantenha uma renda total de {0} Créditos por dia durante 14 dias seguidos."
"TID_ACHIEVEMENT_HYDROINCOME","MAGNATA DO HIDROGÊNIO"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Mantenha uma renda total de {0} em Hidrogênio por dia durante 14 dias seguidos."
"TID_ACHIEVEMENT_WS","TRABALHO EM EQUIPE"
"TID_ACHIEVEMENT_WS_DESCR","Participe de {0} missões em Estrelas Brancas."
"TID_ACHIEVEMENT_WS_HYDRO","COLECIONADOR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposite {0} de Hidrogênio em planetas de Estrelas Brancas."
"TID_ACHIEVEMENT_WS_RELICS","CURADOR"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Recupere {0} Relíquias para a sua Corporação em Estrelas Brancas."
"TID_ACHIEVEMENT_BS_WINS","GUERREIRO DAS ESTRELAS AZUIS"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Vença {0} partidas em Estrelas Azuis."
"TID_ACHIEVEMENT_DRS","MESTRE DAS ESTRELAS VERMELHAS Sombrias"
"TID_ACHIEVEMENT_DRS_DESCR","Ganhe {0} pontos ao recuperar Artefatos das Estrelas Vermelhas Sombrias. Artefatos de nível mais alto contribuem de modo significativo para esta conquista."
"TID_ACHIEVEMENT_RS_LEVEL","EXPLORADOR DE ESTRELAS VERMELHAS"
"TID_ACHIEVEMENT_RS_LEVEL_DESCR","Ganhe acesso a Estrelas Vermelhas de nível {0}."
"TID_ACHIEVEMENT_DAILY_REWARDS","CONFIÁVEL"
"TID_ACHIEVEMENT_DAILY_REWARDS_DESCR","Colete suas Recompensas Diárias {0} dias seguidos."
"TID_ACHIEVEMENT_SHIPMENT_BONUS","FRUGAL"
"TID_ACHIEVEMENT_SHIPMENT_BONUS_DESCR","Colete um total de {0} Créditos dos bônus de carregamento."
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS","HIDROGÊNIO VERMELHO"
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS_DESCR","Use um total de {0} do hidrogênio a bordo ativando Módulos de Mineração nas Estrelas Vermelhas."
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Melhore o seu estaleiro para construir mais naves (ou desmonte naves existentes)"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Selecione um local mais perto da estrela."
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Selecione um local dentro da sua área de visão no sistema."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Selecione um local mais longe de planetas e estações espaciais."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Selecione um local mais distante da estrela"
"TID_BUILDING_CAN_ONLY_MOVE_TO_NEW_SECTOR","Esta estação só pode se mover até o centro de um setor diferente."
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","Esta estação só pode ser posicionada em um setor sem planetas."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_DISTANCE","Esta estação deve ser posicionada a mais de 1 setor de distância de estações idênticas."
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","Não é possível posicionar a segunda estação tão perto da primeira."
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","Não é possível mover uma Plataforma ativa. Aguarde o tempo de ativação chegar ao fim."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","Este setor não pode ter mais estações deste tipo."
"TID_HUD_PLACE_LOCATION_INVALID_SUN","Esta estação não pode ser posicionada tão perto da estrela."
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","Esta estação deve ser posicionada perto da estrela"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","Não é possível construir tão perto da fronteira de um setor."
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","Não é possível construir em um setor até eliminar a presença das forças Cerberus."
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","Não é possível mover uma estação para este setor até eliminar a presença das forças Cerberus."
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","Você só pode mover esta estação dentro do mesmo setor."
