"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_MODULE_BLAST_DRONE","自爆无人机"
"TID_MODULE_BLAST_DRONE_DESCR","发射一架以单颗小行星为目标的自动采矿无人机。在从目标身上开采到少量的氢气后，该无人机会加速冲向距离最近的敌方飞船。抵达飞船所在地或是被敌方火力击毁后，该无人机会对范围内的所有敌方目标造成区域性伤害。\n\n如果该无人机在完成开采前就被击毁，或是无法从目标小行星获得所需数量的氢气，那么它将无法造成任何伤害。\n\n你可以在该模组的冷却倒计时激活前发射多架无人机。"
"TID_MODULE_ROCKET_LAUNCHER","轰炸舰火箭"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","瞄准在轰炸舰星区或任何相邻星区有船舰的敌对玩家，发射一枚轰炸舰火箭。每枚火箭都会飞向敌对玩家最近的飞船。"
"TID_BOMBER_ROCKET_DESCR","一种非常强大的火箭，在到达最终目的地之时会对所有玩家船舰造成区域性伤害。如果火箭在到达最终目的地之前被摧毁，仍然可以在较小的半径内造成少量区域性伤害。"
"TID_MODULE_DART_LAUNCHER","达特发射器"
"TID_MODULE_DART_LAUNCHER_DESCR","按固定间隔时间向目标敌船发射达特导弹。\n\n任何敌舰都可以使用一般瞄准规则来摧毁导弹。\n\n当导弹到达目的地时，它只会对目标船造成直接武器伤害，而且只有当目标船仍在影响区域内时。\n\n这种武器只会向敌舰开火。火箭和冥犬站点被忽略。"
"TID_DART_MISSILE","达特导弹"
"TID_DART_MISSILE_DESCR","向单艘船舰发射的导弹。导弹抵达目的地后，如果目标船舰在爆炸范围内，则将对其造成伤害。"
"TID_MODULE_DISPATCH","调度"
"TID_MODULE_DISPATCH_DESCR","运输舰将启动传送，前往星系中货物最多的星球。如果有多个星球拥有相同数量的货物，将选择最远的星球。\n\n传送将在准备时间结束后完成。准备时间与目标星球上的货物数量成比例，在激活时刻。"
"TID_MODULE_DISPATCH_DESCR_RS","运输舰启动传送，目标位置为恒星系统内神器数量最少的星球。如果符合条件的星球不止一颗，则选择距离最近的那一颗。\n\n传送会在准备时间结束后完成。准备时间的长短与激活时目标星球上的神器数量成正比。"
"TID_MODULE_DISPATCH_DESCR_WS","运输舰启动传送，目标位置为恒星系统内圣物数量最多的星球。如果符合条件的星球不止一颗，则选择距离最远的那一颗。\n\n传送会在固定长度的准备时间结束后完成。传送完成后，该运输舰立刻对范围内所有敌方飞船造成区域性伤害。"
"TID_MODULE_HYDRO_ROCKET","氢气火箭"
"TID_MODULE_HYDRO_ROCKET_DESCR","允许采矿舰向恒星系统内任意处发射一枚强力火箭。\n\n要激活此模组，采矿舰必须采集到所要求的氢气量。激活时将会消耗氢气。"
"TID_HYDRO_ROCKET_DESCR","采矿舰发射的一种强力火箭。当火箭到达目的地时，会爆炸并对所有敌舰造成区域性伤害。\n\n敌舰可以使用一般瞄准规则向火箭开火。如果火箭在到达目的地之前被摧毁，则不会造成任何伤害。"
"TID_MODULE_DART_BARRAGE","达特密集弹幕"
"TID_MODULE_DART_BARRAGE_DESCR","定时发射一枚快速达特导弹，攻击射程内所有的敌舰。"
"TID_MODULE_SUSPEND","放缓时间"
"TID_MODULE_SUSPEND_DESCR","降低效果范围内所有敌方船舰和无人机的移动速度和武器伤害。\n\n如果目标处于多个放缓时间效果范围内，则只会受到等级最高的放缓效果的影响。"
"TID_MODULE_RECOIL","后坐力跳跃"
"TID_MODULE_RECOIL_DESCR","旗舰进入传送倒计时，准备移动到恒星系统中的任意处。倒计时结束时，旗舰会跳至目的地，并立刻开始第二次传送倒计时，返回起始位置。"
"TID_MODULE_FLAGSHIP_DRONES","后坐力跃迁无人机"
"TID_MODULE_FLAGSHIP_DRONES_DESCR","一群战斗无人机，它们会先传送到范围内的目标位置。传送完成后，它们会启动新一轮传送，传回原来的发射位置，再往后它们会一直待在该位置，直到自己被摧毁，或是激活时间结束。"
"TID_MODULE_IMMOLATION","献祭牲礼"
"TID_MODULE_IMMOLATION_DESCR","对星区内的所有冥犬船舰造成固定量的伤害。"
"TID_MODULE_IMMOLATION_DAMAGE_AMT","伤害量"
"TID_MODULE_HYDRA_BARRAGE","九头蛇密集弹幕"
"TID_MODULE_HYDRA_BARRAGE_DESCR","当星区中有多艘敌舰时，一枚强大的火炮会对其单一目标造成额外伤害。"
"TID_MODULE_REMOTE_BOMB","远程炸弹"
"TID_MODULE_REMOTE_BOMB_DESCR","在飞船当前的位置留下一颗固定炸弹。敌方飞船进入爆炸范围后既会触发炸弹。当触发阶段结束后，所有位于爆炸范围内的敌方飞船都将受到区域性伤害。敌方飞船可使用常规瞄准规则来瞄准炸弹。如果在触发阶段结束前被拆除，炸弹会在较小范围内造成少量区域性伤害。\n\n不会受区域性伤害影响。\n\n无法在黄星使用。"
"TID_REMOTE_BOMB_DESCR","可在敌方飞船进入爆炸范围后触发的固定炸弹。当触发阶段结束后，所有位于爆炸范围内的敌方飞船都将受到区域性伤害。敌方飞船可使用常规瞄准规则来瞄准炸弹。如果在触发阶段结束前被拆除，炸弹会在较小范围内造成少量区域性伤害。"
"TID_MODULE_FLAGSHIP_WEAPON","达特炮塔"
"TID_MODULE_FLAGSHIP_WEAPON_DESCR","一种具有固定位置的独立武器，可经由星际集团旗舰进行部署。它会定期针对射程范围内的每艘敌舰发射一枚达特火箭。达特火箭仅攻击单体，且只有当目标抵达目的地时，位于其爆炸范围内才会造成伤害。"
"TID_MODULE_FLAGSHIP_SHIELD","悬浮护盾"
"TID_MODULE_FLAGSHIP_SHIELD_DESCR","一种具有固定位置的独立区域护盾，可经由星际集团旗舰进行部署。吸收效果范围内所有联盟船舰或火箭所受的伤害，包括运输舰和采掘舰。"
"TID_MODULE_LASER_TURRET","激光炮塔"
"TID_MODULE_LASER_TURRET_DESCR","一种在固定位置部署的独立武器。在短时间设置后，它将向射程内最多 3 个敌人发射激光束。每个目标的伤害会单独增加。\n\n在白星星际跳跃门存在的星区不可用。"
"TID_MODULE_CHAINRAY_TURRET","链式射线炮塔"
"TID_MODULE_CHAINRAY_TURRET_DESCR","一种装备有链式射线的静止无人机。该无人机的武器可以强化其他装备有链式射线的友方炮塔或战斗舰，反过来也能被它们强化。"
"TID_MODULE_CHAIN_RAY","链式射线"
"TID_MODULE_CHAIN_RAY_DESCR","该射线武器的射程比绝大多数其他武器都要远。默认模式下，它可以对单体目标造成持续伤害。此外，它还可以调成支援模式，该模式下，它可以链接到射程内一艘同样装备有链式射线的友方战斗舰。支援模式下，链式射线无法攻击任何飞船，但是可以大幅提高射程内获得支援的目标战斗舰的伤害输出。\n\n单台链式射线最多可获得2台额外射线的支援。"
"TID_MODULE_PLAYER_ROCKET_LAUNCHER","火箭发射器"
"TID_MODULE_PLAYER_ROCKET_LAUNCHER_DESCR","定期对射程内距离最近的敌方目标发射单枚威力强劲的火箭。发射器拥有更远的射程，但同时也拥有最小射程，这使它无法攻击距离自己非常近的目标。"
"TID_MODULE_DRONE_ROCKET_LAUNCHER_DESCR","定期对射程内距离最近的敌方目标发射单枚阿尔法火箭。"
"TID_MODULE_PULSE","脉冲"
"TID_MODULE_PULSE_DESCR","以较低频率朝飞船当前所在位置周围释放脉冲冲击波，对射程内的所有敌方飞船造成区域性伤害。"
"TID_MOD_DRONE_SQUAD","无人机战队"
"TID_MOD_DRONE_SQUAD_DESCR","发射一大群战队无人机。这些无人机会一同航行至其共同的目的地。"
"TID_MOD_DELTA_DRONES","德尔塔无人机"
"TID_MOD_DELTA_DRONES_DESCR","在战斗舰旁边发射一对无人机。无人机在发射后就会立刻传送到目标位置，该位置必须位于发射射程内。无人机在传送前和传送后均可向敌方目标开火。"
"TID_SHIP_DELTA_DRONE","德尔塔无人机"
"TID_SHIP_DELTA_DRONE_DESCR","一种能在发射后立刻进行传送的战斗无人机。"
"TID_SHIP_SQUAD_DRONE","战队无人机"
"TID_SHIP_SQUAD_DRONE_DESCR","一种较弱的战斗无人机，会和一大群其他同类无人机结伴行动。"
"TID_MODULE_ARTIFACT_BOOST","神器强化"
"TID_MODULE_ARTIFACT_BOOST_DESCR","让目标星球或运输舰上的随机一件神器获得研究产出加成。只有产于当前红巨星且从未被转移到该恒星系统以外的神器才能作为有效的强化目标。单件神器只能被该模组强化一次。"
"TID_MODULE_CARGO_ROCKET","载货火箭"
"TID_MODULE_CARGO_ROCKET_DESCR","运输舰发射一枚威力强劲的火箭，无论它在恒星系统内的什么位置。\n\n要激活该模组，运输舰必须携带至少一件货物（货运物品或神器）。激活时会消耗掉该物品。"
"TID_MODULE_CARGO_ROCKET_DESCR_RS","运输舰发射一枚威力强劲的火箭，无论它在恒星系统内的什么位置。\n\n要激活该模组，运输舰必须携带至少一件与当前红巨星相同等级（或者更高）的神器。激活时会消耗掉该神器。"
"TID_MODULE_CARGO_ROCKET_DESCR_WS","运输舰发射一枚威力强劲的火箭，无论它在恒星系统内的什么位置。\n\n要激活该模组，运输舰必须携带至少一件圣物。激活时会消耗掉该圣物。"
"TID_CARGO_ROCKET_DESCR","由一艘运输舰发射的威力强劲的火箭。当火箭到达目的地时，会爆炸并对所有敌舰造成区域性伤害。\n\n敌舰可以使用一般瞄准规则向火箭开火。如果火箭在到达目的地之前被摧毁，则不会造成任何伤害。"
"TID_MODULE_ROCKET_CLUSTER","大灾变"
"TID_MODULE_ROCKET_CLUSTER_DESCR","朝每个有效目标发射多枚火箭。有效目标包括目标星区内的所有移动目的地。被爆炸波及的敌方飞船或无人机会受到区域性伤害。"
"TID_MOD_REPAIR_DRONE_DESCR","朝目标位置发射一架维修无人机。该无人机会在寿命倒计时结束时立刻修复范围内所有友方战斗舰的船体生命值，总修复量不会超过其基础维修量。如果无人机在倒计时结束前被摧毁，则修复量会更高（最大维修量）。"
"TID_MODULE_MOTION_SHIELD","运动护盾"
"TID_MODULE_MOTION_SHIELD_DESCR","吸收固定百分比的所有受到的伤害。只有当搭载该模组的战斗舰在主动移动时才会生效。"
"TID_CERB_STATION_HOME1","脆弱冥犬基地"
"TID_CERB_STATION_HOME2","冥犬基地"
"TID_CERB_STATION_HOME3","强大冥犬基地"
"TID_CERB_STATION_HOME_DESCR","每天产生冥犬船舰。在建造出一队规模可观的战斗舰队之前请勿轻易靠近。"
"TID_TRADEITEM_ALLOYS","合金"
"TID_TRADEITEM_DIAMONDS","钻石"
"TID_TRADEITEM_SILICON","硅"
"TID_TRADEITEM_STEEL","钢"
"TID_TRADEITEM_CRYSTALS","水晶集装箱"
"TID_TRADEITEM_ARTIFACT_TUT","小型神器"
"TID_TRADEITEM_ARTIFACT_TUT_DESCR","研究该神器可让你解锁可供飞船装备的全新模组。"
"TID_ARTIFACT_TYPE_0","运输舰神器"
"TID_ARTIFACT_TYPE_1","采矿舰神器"
"TID_ARTIFACT_TYPE_2","战斗神器"
"TID_ARTIFACT_TYPE_3","武器神器"
"TID_ARTIFACT_TYPE_4","护盾神器"
"TID_ARTIFACT_TYPE_5","无人机神器"
"TID_ARTIFACT_OBSOLETE","淘汰的神器"
"TID_PLANET_DESERT_1","小型沙漠星球"
"TID_PLANET_DESERT_2","沙漠星球"
"TID_PLANET_DESERT_3","大型沙漠星球"
"TID_PLANET_DESERT_DESCR","沙漠星球产生的奖励货物更少，但有助于与提高您帝国整体的氢气储存空间。"
"TID_PLANET_LAVA_1","小型火焰星球"
"TID_PLANET_LAVA_2","火焰星球"
"TID_PLANET_LAVA_3","大型火焰星球"
"TID_PLANET_LAVA_DESCR","火焰星球生成价值略低的货物，并且每小时为您的帝国赚取少量星币和氢气。"
"TID_PLANET_WATER_1","小型水类星球"
"TID_PLANET_WATER_2","水类星球"
"TID_PLANET_WATER_3","大型水类星球"
"TID_PLANET_WATER_DESCR","水类星球生成价值略低的货物，并且每小时为您的帝国赚取定量的星币。"
"TID_PLANET_TERRAN_1","小型类地星球"
"TID_PLANET_TERRAN_2","类地星球"
"TID_PLANET_TERRAN_3","大型类地星球"
"TID_PLANET_TERRAN_DESCR","类地星球生成常规价值的货物，并且每小时为您的帝国赚取少量的氢气。"
"TID_PLANET_GAS_1","气体星球"
"TID_PLANET_GAS_2","巨型气体星球"
"TID_PLANET_GAS_DESCR","气体星球生成常规价值的货物，并每小时为您的帝国赚取少量的星币。"
"TID_PLANET_ICE","寒冰星球"
"TID_PLANET_ICE_DESCR","寒冰星球生成高价值货物，并每小时为您的帝国赚取定量的星币和氢气。"
"TID_PLANET_DESTROYED","濒死星球"
"TID_PLANET_DESTROYED_DESCR","这种星球可能有古老的神器，可用来研发新模组。"
"TID_YELLOW_STAR","黄星"
"TID_YELLOW_STAR_DESCR","黄星周围包含无数颗宜居星球，非常适合建设基地基础设施。每个帝国都有自己的黄星，建造其行动基地。"
"TID_RED_STAR","红巨星"
"TID_RED_STAR_INFO","红巨星非常不稳定。它们周围经常环绕着蕴藏神器的非宜居星球。"
"TID_WHITE_STAR","白星"
"TID_WHITE_STAR_INFO","白星是圣物唯一的来源，故受到Hades宇宙中各个星际集团的追寻。"
"TID_BLUE_STAR","蓝星"
"TID_BLUE_STAR_INFO","这种星系寿命很短，不断向内坍缩，非常危险。\n\n蓝星会对星区内所有的船舰造成直接伤害。"
"TID_BLUE_STAR_SEARCH_CANCELLED_MAIL","服务器即将进行维护，您的蓝星排名比赛搜索已被取消。"
"TID_BLUE_STAR_SEARCH_TIMED_OUT_MAIL","与服务器断开连接，您的蓝星搜索已被取消。  "
"TID_HOME_STAR","母星"
"TID_OTHER_STARS","其他星球"
"TID_ACHIEVEMENT_SHIPMENTS","送货到家"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","运送总计{0}批货物"
"TID_ACHIEVEMENT_UPGRADEPLANET","星球升级"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","升级您的一颗星球至等级{0}"
"TID_ACHIEVEMENT_FLEETSIZE","舰队规模"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","增加您的舰队容量至{0}"
"TID_ACHIEVEMENT_COMMONHYDRO","氢气收集者"
"TID_ACHIEVEMENT_COMMONHYDRO_DESCR","使用采掘舰在您的星球上存入{0}单位氢气。"
"TID_ACHIEVEMENT_NUMBERARTIFACTS","神器猎人"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","研究{0}个神器"
"TID_ACHIEVEMENT_PLANETSCOLONIZED","殖民者"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","殖民{0}个星球"
"TID_ACHIEVEMENT_SECTORUNLOCKED","黄星探索者"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","在您的母星系中揭示{0}个星区"
"TID_ACHIEVEMENT_RELATIONSHIP","稳定关系"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","与另一位玩家保持外交关系{0}天不中断"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","护卫杀手"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","摧毁总计{0}艘冥犬船舰"
"TID_ACHIEVEMENT_CRINCOME","星币大亨"
"TID_ACHIEVEMENT_CRINCOME_DESCR","连续14天每天总收入保持在{0}星币以上。"
"TID_ACHIEVEMENT_HYDROINCOME","氢气大亨"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","连续14天每天氢气总收入保持在{0}单位以上。"
"TID_ACHIEVEMENT_WS","通力合作"
"TID_ACHIEVEMENT_WS_DESCR","参加{0}次白星任务"
"TID_ACHIEVEMENT_WS_HYDRO","收集者"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","在白星星球上存入{0}单位氢气"
"TID_ACHIEVEMENT_WS_RELICS","圣物管家"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","为您的白星星际集团获取{0}个圣物。"
"TID_ACHIEVEMENT_BS_WINS","蓝星战士"
"TID_ACHIEVEMENT_BS_WINS_DESCR","赢得{0}次蓝星任务"
"TID_ACHIEVEMENT_DRS","暗红巨星大师"
"TID_ACHIEVEMENT_DRS_DESCR","通过从暗红巨星获取神器而获得{0}分。更高级别神器会为该成就贡献更多积分。"
"TID_ACHIEVEMENT_RS_LEVEL","红巨星探索者"
"TID_ACHIEVEMENT_RS_LEVEL_DESCR","获得等级{0}红巨星的访问权限。"
"TID_ACHIEVEMENT_DAILY_REWARDS","忠实可靠"
"TID_ACHIEVEMENT_DAILY_REWARDS_DESCR","连续{0}天领取每日奖励。"
"TID_ACHIEVEMENT_SHIPMENT_BONUS","勤俭持家"
"TID_ACHIEVEMENT_SHIPMENT_BONUS_DESCR","收集{0}星币的运输奖励。"
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS","红色氢气"
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS_DESCR","通过启用红巨星上的采掘模组，使用{0}单位的舰上氢气。"
"TID_HUD_MSG_FLEET_CAPACITY_FULL","升级您的船坞（或遣散已有船舰）以建造更多船舰"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","选择一个更靠近恒星的位置"
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","在星系中可见区域中选择一个位置"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","选择一个离星球和太空站更远的位置"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","选择一个离恒星更远的位置"
"TID_BUILDING_CAN_ONLY_MOVE_TO_NEW_SECTOR","该太空站只能移动到一个不同星区的中央。"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","此太空站仅可置于没有星球的星区"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_DISTANCE","该太空站必须放置到距离相同太空站超过一个星区远的地方。"
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","第二个太空站不能离第一个过近"
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","不能移动出于激活状态的枢纽。请等待激活时间耗尽。"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","该星区无法容纳更多此类太空站"
"TID_HUD_PLACE_LOCATION_INVALID_SUN","该太空站不能离恒星过近"
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","该太空站必须被置于恒星附近"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","您不能在离星区边缘过近的地方进行建造"
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","您必须先清除所有冥犬舰队才能在星区进行建造"
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","您必须先清除所有冥犬舰队才能将太空站移至该星区"
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","您只能在同一星区内移动该太空站"
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","您必须有船舰泊靠在星球时才可进行殖民"
"TID_HUD_MSG_CORP_JOINED","您已加入了“{0}”星际集团"
"TID_HUD_MSG_CORP_LEFT","您已退出一个星际集团"
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","无法加入星际集团：您已是该集团成员"
"TID_HUD_MSG_CORP_JOIN_WAIT","您必须等待一段时间才能再次加入该星际集团。"
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","无法加入：星际集团已经封闭"
"TID_HUD_MSG_CORP_CANTJOIN_FULL","无法加入星际集团：成员已满"
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","无法加入星际集团：请稍候再试"
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","无法加入星际集团：您未能达到最低帝国国力要求"
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","已发送加入星际集团请求"
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","选择模组范围内的一个物体"
"TID_HUD_MSG_MODULE_INVALID_TARGET","这个目标对当前模组无效"
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","无法传送到蓝星坍缩区域之外"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","无法发射更多此类船舰"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","该模组只能在船舰移动时激活"
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","该模组只能在当前星区有小行星时激活"
"TID_HUD_MSG_NO_YS_PERMISSION","该恒星系统的拥有者没有授予你执行该操作的许可。"
"TID_HUD_MSG_CANNOT_UNLOAD_SHIPMENT","无法将该类型的物品卸载到这里。"
"TID_HUD_MSG_MINING_PERMISSION_ON_COOLDOWN","你必须等待冷却结束才能重新启用该许可。"
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","您必须等待冷却完成才能在该星区再次使用此模组"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","您的船舰需要更靠近这颗恒星才能激活该模组"
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","您在该星区中不需要短距扫描仪"
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","您的氢气储量不足以激活该模组"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","您必须选择一个存有货物的哨站"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","您的存储空间不足，无法将货物传送至该舰"
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","您必须选择一个太空贸易站"
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","已经在激活一个模组"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","选择一个位置让无人舰开始运送货物"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","正在等待瞬间传送的船舰无法激活捆绑模组"
"TID_HUD_MSG_BS_WON","您赢得了这次蓝星任务！"
"TID_HUD_MSG_BS_END","蓝星任务已结束。您最终排名第{0}位。"
"TID_HUD_MSG_DISPATCH_NO_TARGET","找不到有效的调度目标"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","只有在星区中存在敌对冥犬船舰时，该模组才能被激活。"
"TID_HUD_MSG_BLS_TOO_LOW_TO_WAIT_FOR_BLS","升级您的船舰和船舰模组，获取资格，等待参与排名比赛。"
"TID_HUD_MSG_BLS_TO_NO_RANKED_MATCHES_LEFT","您已经完成了今天的排名比赛。"
"TID_CHAIN_RAY_CANT_LINK_TARGET_HAS_MAX_LINKS","目标战斗舰获得的支援数量已达上限。"
"TID_CHAIN_RAY_CANT_LINK_ALREADY_SUPPORTED","被支援的战斗舰自身无法支援其他战斗舰。"
"TID_CHAIN_RAY_CANT_LINK_TARGET_SUPPORTING","目标已在支援另一艘战斗舰。"
"TID_HUD_MUST_BE_PLACED_ON_DONE_SRS","该太空站只能放置在一个已扫描完相邻星区的短距扫描仪上。"
"TID_HUD_MSG_ERR_BUILDING_UPGRADE_NEEDS_RS_LEVEL","你必须先将红巨星扫描仪升到{0}级才能升级该太空站。"
"TID_TUTORIAL_GUIDANCE_AVAILABLE","有可用指引"
"TID_HUD_CREDITS","星币"
"TID_HUD_HYDROGEN","氢气"
"TID_HUD_CRYSTALS","水晶"
"TID_HUD_CREDITS_EXPLANATION","<creditColor>星币</color>是一种主要货币，可用来购买船舰、解锁模组、建造并升级基础设施。"
"TID_HUD_HYDROGEN_EXPLANATION","<hydrogenColor>氢气</color>是非常重要的资源。运输舰的航行、任何类型的船舰跃迁至红巨星，以及启用某些太空站等等，都需要消耗氢气。"
"TID_HUD_CRYSTAL_EXPLANATION","<crystalColor>水晶</color>可用来购买星币和氢气，并可加速完成各类操作。"
"TID_HUD_ADD_CRYSTALS","添加水晶"
"TID_HUD_MAX_STORAGE","最大储存空间"
"TID_HUD_INCOME_PER_HR","每小时收入"
"TID_HUD_NEXT_INSTALLMENT","下一批"
"TID_HUD_STORAGE_FULL","储存空间已满。升级您的星球以增加储存空间。"
"TID_HUD_PLACE_BUILDING_PROMPT","为{0}选择安置地点"
"TID_HUD_PLACE_SRS_CONFIRM","您确定要将短距扫描仪安置在该星区中吗？这可能不是最佳位置。"
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","为第二个{0}选择安置地点"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","选择目的地"
"TID_HUD_PLACEMENT_WAYPOINT","选择下一个路径点"
"TID_HUD_PICK_TELEPORT_TARGET","选择瞬间传送目标"
"TID_HUD_PICK_WEAPON_LINK_TARGET","选择“支援目标”"
"TID_HUD_PICK_MODULE_TARGET","选择目标"
"TID_HUD_PICK_REPAIR_TARGET","选择“远程维修目标”"
"TID_HUD_PICK_WARP_LANE_TARGET","选择目标枢纽以链接"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","无效物体，请选择另一个太空曲道枢纽"
"TID_HUD_CONFIRM_WARP_LANE_LINK","是否在这两个枢纽之间建立一个持续 {0}的太空曲道？"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","您确定要在该太空曲道过期前解除其链接吗？"
"TID_HUD_CONFIRM_BUILDING_MOVE","将该太空站移至新地点？"
"TID_HUD_MOVETO_POPUP_DESTINATION","移动至{0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","距离{0}天文单位"
"TID_HUD_MOVETO_CANCEL_MOVE","取消"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","在装载完成前就移动运输舰会丢下圣物。要继续吗？"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","您的运输舰正在装载神器。如果现在启航，装载中和队列中的神器都将被抛下。"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","立刻启航"
"TID_HUD_MOVE_ALWAYS_DELAY_IN_RS_TOGGLE","在红巨星内总是延迟启航"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","装载完所有神器后启航"
"TID_HUD_MOVE_MINER_IN_RS","是否要延迟启航，直到采矿舰满载或小行星被采空？"
"TID_HUD_MOVE_MINER_DELAY","开采结束时启航"
"TID_HUD_MSG_STAR_DESTROYED","曾在此处的恒星系统已被摧毁，什么都没有留下……"
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","选择目标哨站"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","选择目标太空贸易站"
"TID_HUD_PICK_ROCKET_TARGET","选择火箭目标"
"TID_HUD_PICK_DRONE_TARGET","选择无人舰目的地"
"TID_HUD_PICK_MINING_SECTOR","选择采矿星区{1}之{0}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","您已为自己的采矿舰指定了一条完整的路线。选择一处已激活星区，进行路线重置。"
"TID_HUD_ROUTE_DONE","路线已设定，点击一处路线所在的星区以重置"
"TID_HUD_FINALIZE_MINER_ROUTE","敲定路线"
"TID_HUD_DAMAGE_PER_SECOND_DISPLAY","每秒伤害：{0}"
"TID_HUD_DAMAGE_PER_HOUR_DISPLAY","每小时伤害：{0}"
"TID_CHAT_TOOLTIP","聊天"
"TID_STATUS_MINING_SECTOR","采矿星区"
"TID_STATUS_MINING_SINGLE","正在采矿"
"TID_STATUS_MINING_BLOCKED","无采矿许可。"
"TID_STATUS_MINING","采矿星区{1}之{0}"
"TID_STATUS_LOADING_ARTIFACT","正在装载神器"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","正在加载{0}件神器"
"TID_STATUS_DEPARTING","启航去{0}"
"TID_STATUS_MOVING","移动至{0}"
"TID_OBJ_EMPTY_SPACE","真空区"
"TID_STATUS_DOCKED","泊靠在{0}"
"TID_STATUS_DISABLED","已瘫痪"
"TID_STATUS_REPAIRING","正在维修"
"TID_STATUS_DESTROYING_PLANET","正在摧毁星球"
"TID_STATUS_DESTROYING_BUILDING","正在摧毁太空站"
"TID_STATUS_ACTIVATING_MODULE","正在激活{0}"
"TID_STATUS_DRONE_EXPIRY","剩余时间：{0}"
"TID_STATUS_NOT_TRIGGERED","未触发"
"TID_STATUS_TRIGGERING","触发中……"
"TID_STATUS_TURRET_SETUP","正在设置……"
