"TID_INTRO_MESSAGE_TITLE","BIENVENUE DANS HADES' STAR"
"TID_MODULE_DELTAROCKET","ROQUETTE DELTA"
"TID_MODULE_DELTAROCKET_DESCR","Une roquette extrêmement rapide qui inflige des dégâts de zone à tous les vaisseaux ennemis à l'impact. Le propriétaire peut également sélectionner un deuxième point de virage après le tir de la roquette, s'il le souhaite.\n\nLes vaisseaux ennemis peuvent tirer sur la roquette selon les règles de ciblage normales. Aucun dégât n'est appliqué si la roquette est détruite avant d'arriver à destination.\n\nNe fonctionne pas dans les secteurs avec des portes de saut sur les étoiles blanches."
"TID_MODULE_EMP_ROCKET","ROQUETTE IEM"
"TID_MODULE_EMP_ROCKET_DESCR","Une roquette qui désactive tous les vaisseaux proches au moment de l'impact."
"TID_MODULE_OMEGAROCKET","ROQUETTE OMEGA"
"TID_MODULE_OMEGAROCKET_DESCR","Une roquette à courte portée puissante, mais lente, qui inflige d'importants dégâts de zone à tous les vaisseaux ennemis à l'impact.\n\nLes vaisseaux ennemis peuvent tirer sur la roquette selon les règles de ciblage normales. La roquette infligera quand même de faibles dégâts de zone dans un plus petit rayon d'effet aux vaisseaux ennemis si elle est neutralisée avant d'avoir atteint sa destination."
"TID_MODULE_ENRICH","ENRICHISSEMENT"
"TID_MODULE_ENRICH_DESCR","Augmente instantanément la quantité d'hydrogène stockée sur tous les astéroïdes dans le secteur. Cette fonction ne peut pas être utilisée dans le même secteur plus d'une fois par jour."
"TID_MODULE_RUSH","RUÉE"
"TID_MODULE_RUSH_DESCR","Augmente la vitesse du vaisseau propriétaire de transport si celui-ci transporte des cargaisons destinées au prochain point de virage du vaisseau. L'augmentation de la vitesse est proportionnelle au nombre de cargaisons destinées au point de virage suivant."
"TID_MODULE_GENESIS","GENÈSE"
"TID_MODULE_GENESIS_DESCR","Crée instantanément de nouveaux champs d'astéroïdes dans le secteur où se trouve le vaisseau de forage.\n\nNe fonctionne pas dans les secteurs avec des portes de saut sur les étoiles blanches."
"TID_MODULE_ENTRUST","CONFIANCE"
"TID_MODULE_ENTRUST_DESCR","Permet au vaisseau de transport propriétaire de téléporter instantanément sa cargaison vers un autre vaisseau de transport à portée. Fonctionne avec les cargaisons et les reliques et artéfacts entièrement chargés."
"TID_MODULE_OFFLOAD","DÉCHARGEMENT"
"TID_MODULE_OFFLOAD_DESCR","Lorsqu'il est actif, ce module permet au vaisseau de transport de livrer toutes ses cargaisons dès son arrivée à une station d'échange, même s'il ne s'agit pas de la véritable destination de celles-ci. Les cargaisons n'étant à l'origine pas destinées à cette station d'échange rapporteront une rémunération moins importante."
"TID_ALPHA_DRONE_MODULE_DESCR","Lance un drone de combat unique vers n'importe quelle destination au sein du système stellaire. Le drone se rend automatiquement à la destination et y reste jusqu'à ce qu'il soit détruit ou que son minuteur d'activation soit écoulé.\n\nNe fonctionne pas sur les secteurs avec des portes de saut sur les étoiles blanches."
"TID_MODULE_MINING_DRONE","DRONE DE FORAGE"
"TID_MODULE_MINING_DRONE_DESCR","Envoie un vaisseau indépendant en direction de l'astéroïde ciblé. Ce dernier doit être à portée du vaisseau de forage. Le drone continuera le processus de forage sur l'astéroïde jusqu'à ce que ce dernier soit épuisé ou que les capacités maximales de stockage du drone soient atteintes. Une fois le processus de forage terminé, le drone ira déposer l'hydrogène sur la planète la plus proche et s'autodétruira."
"TID_MODULE_ROCKET_LAUNCHER","ROQUETTE DE BOMBARDIER"
"TID_MODULE_ROCKET_LAUNCHER_DESCR","Tire une roquette de bombardier sur tous les joueurs qui possèdent des vaisseaux dans le secteur où le bombardier se trouve, ou dans les secteurs adjacents. Chaque roquette se dirige vers le vaisseau ennemi le plus proche."
"TID_BOMBER_ROCKET_DESCR","Une puissante roquette qui inflige des dégâts de zone à tous les vaisseaux ennemis à l'impact. Si elle est neutralisée avant d'avoir atteint sa destination, la roquette infligera quand même des dégâts de zone aux vaisseaux ennemis, mais ils seront moins élevés et sur un rayon d'effet moins étendu."
"TID_MODULE_DART_LAUNCHER","LANCE-MISSILES DART"
"TID_MODULE_DART_LAUNCHER_DESCR","Lance un missile DART contre le vaisseau ennemi visé à intervalles réguliers.\n\nLe missile peut être neutralisé par un vaisseau ennemi en suivant les règles de ciblage normales.\n\nQuand le missile atteint sa destination, il inflige des dégâts directs par arme au vaisseau visé uniquement, et uniquement si le vaisseau visé est toujours dans la zone d'impact.\n\nCette arme ne peut tirer que sur des vaisseaux ennemis. Les roquettes et stations Cerbère sont ignorées."
"TID_DART_MISSILE","Missile DART"
"TID_DART_MISSILE_DESCR","Un missile qui est lancé contre un seul vaisseau. Une fois que le missile a atteint sa destination, il inflige des dégâts au vaisseau visé si ce vaisseau est à portée de son explosion."
"TID_MODULE_DISPATCH","EXPÉDITION"
"TID_MODULE_DISPATCH_DESCR","Le vaisseau de transport initie sa téléportation vers la planète qui contient le plus d'objets (cargaisons, artéfacts ou reliques) dans le système stellaire. Si plusieurs planètes contiennent le même nombre d'objets, c'est la planète la plus éloignée qui est choisie.\n\nLa téléportation se produit une fois que le temps de préparation s'est écoulé. Le temps de préparation est proportionnel au nombre d'objets sur la planète visée au moment de l'activation."
"TID_MODULE_HYDRO_ROCKET","ROQUETTE D'HYDROGÈNE"
"TID_MODULE_HYDRO_ROCKET_DESCR","Permet au vaisseau de forage de tirer une puissante roquette n'importe où dans le système stellaire.\n\nPour l'activer, le vaisseau de forage doit avoir récupéré au moins la quantité d'hydrogène requise. L'hydrogène est consommé dès l'activation."
"TID_HYDRO_ROCKET_DESCR","Une puissante roquette lancée par un vaisseau de forage. Cette roquette explose et inflige des dégâts de zone à tous les vaisseaux ennemis à l'impact.\n\nLes vaisseaux ennemis peuvent tirer sur la roquette selon les règles de ciblage normales. Aucun dégât n'est appliqué si la roquette est détruite avant d'arriver à destination."
"TID_MODULE_DART_BARRAGE","BARRAGE DART"
"TID_MODULE_DART_BARRAGE_DESCR","Tire à intervalle régulier un missile DART rapide contre tous les vaisseaux ennemis à sa portée."
"TID_MODULE_SUSPEND","SUSPENSION"
"TID_MODULE_SUSPEND_DESCR","Ralentit le temps dans une grande zone autour du vaisseau. Ignore tous les effets de distorsion temporelle dans la zone d'effet.\n\nUn objet à la portée de plusieurs suspensions n'est affecté que par celui ayant le niveau le plus élevé."
"TID_MODULE_RECOIL","RECUL"
"TID_MODULE_RECOIL_DESCR","Un décompte de téléportation commence pour le vaisseau amiral avant de l'envoyer n'importe où dans le système stellaire. Lorsque le décompte touchera à sa fin, le vaisseau amiral sautera vers sa destination et déclenchera immédiatement un deuxième décompte de téléportation qui le renverra à l'endroit d'où il venait."
"TID_MODULE_IMMOLATION","IMMOLATION"
"TID_MODULE_IMMOLATION_DESCR","Détruit instantanément tous les vaisseaux Cerbères dans le secteur."
"TID_MODULE_HYDRA_BARRAGE","BARRAGE HYDRE"
"TID_MODULE_HYDRA_BARRAGE_DESCR","Un armement puissant qui inflige des dégâts supplémentaires à sa cible unique lorsqu'il y a plusieurs vaisseaux ennemis dans le secteur.\n\nDPS contre un vaisseau unique : {0}\nDPS supplémentaires par vaisseau dans le secteur : {1}"
"TID_MODULE_REMOTE_BOMB","BOMBE À DISTANCE"
"TID_MODULE_REMOTE_BOMB_DESCR","Dépose une bombe fixe à l'emplacement actuel du vaisseau. La bombe s'activera quand un vaisseau ennemi entrera dans sa portée d'impact. Tous les vaisseaux ennemis situés dans la portée d'impact subiront des dégâts de zone après la période d'activation. La bombe peut être ciblée par des vaisseaux ennemis en suivant les règles de ciblage normales. Si elle est neutralisée avant la fin de sa période d'activation, elle infligera des dégâts de zone moins conséquents et de plus faible portée.\n\nN'est pas affectée par les dégâts de zone.\n\nIndisponible sur les étoiles jaunes."
"TID_REMOTE_BOMB_DESCR","Une bombe fixe qui s'activera quand un vaisseau ennemi entrera dans sa portée d'impact. Tous les vaisseaux ennemis situés dans la portée d'impact subiront des dégâts de zone après la période d'activation. La bombe peut être ciblée par des vaisseaux ennemis en suivant les règles de ciblage normales. Si elle est neutralisée avant la fin de sa période d'activation, elle infligera des dégâts de zone moins conséquents et de plus faible portée."
"TID_CERB_STATION_HOME1","Base Cerbère faible"
"TID_CERB_STATION_HOME2","Base Cerbère"
"TID_CERB_STATION_HOME3","Base Cerbère puissante"
"TID_CERB_STATION_HOME_DESCR","Fabrique des vaisseaux Cerbères quotidiennement. N'essayez pas d'en approcher avant d'avoir une flotte de taille adéquate."
"TID_TRADEITEM_ALLOYS","Alliages"
"TID_TRADEITEM_DIAMONDS","Diamants"
"TID_TRADEITEM_SILICON","Silicone"
"TID_TRADEITEM_STEEL","Acier"
"TID_TRADEITEM_FUELCELLS","Cellules de carburant"
"TID_TRADEITEM_SOLARCONVERTER","Convertisseurs solaires"
"TID_TRADEITEM_CRYSTALS","Conteneur de cristal"
"TID_TRADEITEM_GOLD","Or"
"TID_TRADEITEM_ARTIFACT_TUT","Petit artéfact"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","ORBE NIVEAU 1"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","ORBE NIVEAU 2"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","ORBE NIVEAU 3"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","ORBE NIVEAU 4"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","ORBE NIVEAU 5"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","ORBE NIVEAU 6"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","ORBE NIVEAU 7"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","ORBE NIVEAU 8"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","ORBE NIVEAU 9"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","ORBE NIVEAU 10"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","ORBE NIVEAU 11"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","CRISTAL BLEU NIVEAU 1"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","CRISTAL BLEU NIVEAU 2"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","CRISTAL BLEU NIVEAU 3"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","CRISTAL BLEU NIVEAU 4"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","CRISTAL BLEU NIVEAU 5"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","CRISTAL BLEU NIVEAU 6"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","CRISTAL BLEU NIVEAU 7"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","CRISTAL BLEU NIVEAU 8"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","CRISTAL BLEU NIVEAU 9"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","CRISTAL BLEU NIVEAU 10"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","CRISTAL BLEU NIVEAU 11"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","TÉTRAÈDRE NIVEAU 1"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","TÉTRAÈDRE NIVEAU 2"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","TÉTRAÈDRE NIVEAU 3"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","TÉTRAÈDRE NIVEAU 4"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","TÉTRAÈDRE NIVEAU 5"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","TÉTRAÈDRE NIVEAU 6"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","TÉTRAÈDRE NIVEAU 7"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","TÉTRAÈDRE NIVEAU 8"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","TÉTRAÈDRE NIVEAU 9"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","TÉTRAÈDRE NIVEAU 10"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","TÉTRAÈDRE NIVEAU 11"
"TID_PLANET_DESERT_1","Petite planète désertique"
"TID_PLANET_DESERT_2","Planète désertique"
"TID_PLANET_DESERT_3","Grande planète désertique"
"TID_PLANET_DESERT_DESCR","Les planètes désertiques produisent de faibles cargaisons mais fournit un grand espace de stockage d'hydrogène."
"TID_PLANET_LAVA_1","Petite planète incandescente"
"TID_PLANET_LAVA_2","Planète incandescente"
"TID_PLANET_LAVA_3","Grande planète incandescente"
"TID_PLANET_LAVA_DESCR","Les planètes incandescentes fournissent une bonne quantité de cargaison ainsi qu'un faible revenu de crédits et d'hydrogène par heure à votre empire."
"TID_PLANET_WATER_1","Petite planète aquatique"
"TID_PLANET_WATER_2","Planète aquatique"
"TID_PLANET_WATER_3","Grande planète aquatique"
"TID_PLANET_WATER_DESCR","Les planètes aquatiques fournissent une bonne quantité de cargaison ainsi qu'un bon revenu de crédits par heure à votre empire."
"TID_PLANET_TERRAN_1","Petite planète terrestre"
"TID_PLANET_TERRAN_2","Planète terrestre"
"TID_PLANET_TERRAN_3","Grande planète terrestre"
"TID_PLANET_TERRAN_DESCR","Les planètes terrestres fournissent une quantité régulière de cargaison ainsi qu'un petit revenu d'hydrogène par heure à votre empire."
"TID_PLANET_GAS_1","Planète gazeuse"
"TID_PLANET_GAS_2","Planète gazeuse géante"
"TID_PLANET_GAS_DESCR","Les planètes gazeuses fournissent une quantité régulière de cargaison ainsi qu'un petit revenu de crédits par heure à votre empire."
"TID_PLANET_ICE","Planète glaciale"
"TID_PLANET_ICE_DESCR","Les planètes glaciales fournissent une grande quantité de cargaison ainsi qu'un bon revenu de crédits et d'hydrogène par heure à votre empire."
"TID_PLANET_DESTROYED","Planète mourante"
"TID_PLANET_DESTROYED_DESCR","Cette planète peut contenir des artéfacts utiles pour rechercher de nouveaux modules."
"TID_YELLOW_STAR","ÉTOILE JAUNE"
"TID_YELLOW_STAR_DESCR","Les étoiles jaunes contiennent de nombreuses planètes habitables et sont parfaites pour construire des infrastructures de base. Chaque empire se voit assigner une étoile jaune pour établir sa base d'opérations."
"TID_RED_STAR","ÉTOILE ROUGE"
"TID_RED_STAR_INFO","Les étoiles rouges sont très instables. Elles abritent généralement des planètes inhabitables contenant des artéfacts."
"TID_WHITE_STAR","ÉTOILE BLANCHE"
"TID_WHITE_STAR_INFO","Les étoiles blanches sont très prisées par les corporations de la galaxie d'Hades pour les reliques qu'elles contiennent."
"TID_BLUE_STAR","ÉTOILE BLEUE"
"TID_BLUE_STAR_INFO","Ce dangereux système a une durée de vie très limitée et souffre d'un effondrement gravitationnel qui est initié à sa frontière et qui se dirige vers son étoile au centre.\n\nL'étoile infligera des dégâts directs à tous les vaisseaux se trouvant dans son secteur."
"TID_HOME_STAR","ÉTOILE D'ORIGINE"
"TID_OTHER_STARS","AUTRES ÉTOILES"
"TID_ACHIEVEMENT_SHIPMENTS","LIVRAISON DE CARGAISON"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Livrer un total de {0} cargaisons"
"TID_ACHIEVEMENT_UPGRADEPLANET","AMÉLIORATION DE PLANÈTE"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Améliorer une de vos planètes au niveau {0}"
"TID_ACHIEVEMENT_FLEETSIZE","TAILLE DE FLOTTE"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Augmenter la taille de votre flotte à {0}"
"TID_ACHIEVEMENT_COMMONMINERALS","RÉCUPÉRATEUR D'HYDROGÈNE"
"TID_ACHIEVEMENT_COMMONMINERALS_DESCR","Récupérer {0} d'hydrogène dans les ceintures d'astéroïdes"
"TID_ACHIEVEMENT_NUMBERARTIFACTS","CHASSEUR D'ARTÉFACTS"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Rechercher {0} artéfacts"
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONISATEUR"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Coloniser {0} planètes"
"TID_ACHIEVEMENT_SECTORUNLOCKED","EXPLORATEUR"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Révéler {0} secteurs dans votre étoile principale"
"TID_ACHIEVEMENT_TAX","ASSISTANT DE CARGAISON"
"TID_ACHIEVEMENT_TAX_DESCR","Payer un total de {0} CR en récompense de cargaison aux autres joueurs récupérant des cargaisons d'autres planètes"
"TID_ACHIEVEMENT_RELATIONSHIP","RELATIONS STABLES"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Maintenir des relations diplomatiques stables avec un autre joueur pendant {0} jours"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","TUEUR DE GARDIENS"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Détruire un total de {0} vaisseaux Cerbères"
"TID_ACHIEVEMENT_CRINCOME","NABAB DES CRÉDITS"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Maintenir un revenu total de {0} crédits par jour pendant 7 jours d'affilée"
"TID_ACHIEVEMENT_HYDROINCOME","NABAB DE L'HYDROGÈNE"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Maintenir un revenu total de {0} d'hydrogène par jour pendant 7 jours d'affilée"
"TID_ACHIEVEMENT_WS","COLLABORATEUR"
"TID_ACHIEVEMENT_WS_DESCR","Participez à {0} missions d'étoile blanche"
"TID_ACHIEVEMENT_WS_HYDRO","RÉCUPÉRATEUR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Déposez {0} hydrogène sur les planètes étoile blanche"
"TID_ACHIEVEMENT_WS_RELICS","INTENDANT"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Récupérez {0} reliques pour votre corporation"
"TID_ACHIEVEMENT_WS_REWARDS","HOMME D'INFLUENCE"
"TID_ACHIEVEMENT_WS_REWARDS_DESCR","Récupérez {0} crédits de récompense pour vos participations aux missions d'étoile blanche"
"TID_ACHIEVEMENT_BS_WINS","GUERRIER DES ÉTOILES BLEUES"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Remportez {0} compétitions d'étoile bleue"
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Améliorez votre chantier spatial afin de construire plus de vaisseaux (ou démantelez des vaisseaux existants)."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Sélectionnez une destination plus proche de l'étoile."
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Sélectionnez une destination dans la zone visible de votre système."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Sélectionnez une destination plus éloignée des planètes et stations spatiales."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Sélectionnez une destination plus éloignée de l'étoile"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","Cette station ne peut être placée que dans un secteur sans planète."
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","Vous ne pouvez pas placer la deuxième station aussi près de la première."
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","Vous ne pouvez pas déplacer un noyau actif. Attendez que le minuteur d'activation soit écoulé."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","Ce secteur ne peut pas héberger d'autres stations de ce type."
"TID_HUD_PLACE_LOCATION_INVALID_SUN","Cette station ne peut pas être placée aussi près de l'étoile."
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","Cette station doit être placée plus près de l'étoile"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","Vous ne pouvez pas construire aussi près du bord d'un secteur."
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","Vous ne pouvez pas construire sur un secteur avant d'avoir éliminé tous les Cerbères qui s'y trouvent."
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","Vous ne pouvez pas déplacer une station sur un secteur avant d'avoir éliminé tous les Cerbères qui s'y trouvent."
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","Vous ne pouvez déplacer cette station que dans le même secteur"
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","Vous ne pouvez pas coloniser de planète avant d'avoir un vaisseau dans son orbite."
"TID_HUD_MSG_CORP_JOINED","Vous faites désormais partie de la corporation « {0} »."
"TID_HUD_MSG_CORP_LEFT","Vous ne faites plus partie d'une corporation."
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","Impossible de rejoindre la corporation : Vous faites déjà partie de cette corporation."
"TID_HUD_MSG_CORP_JOIN_WAIT","Vous devez attendre avant d'essayer de rejoindre cette corporation à nouveau."
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","Impossible de rejoindre : La corporation est fermée."
"TID_HUD_MSG_CORP_CANTJOIN_FULL","Impossible de rejoindre la corporation : Ses membres sont au maximum."
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","Impossible de rejoindre la corporation : Veuillez réessayer plus tard."
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","Impossible de rejoindre la corporation : vous n'avez pas atteint le minimum d'influence requis."
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","La requête d'adhésion à la corporation a été envoyée."
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","Sélectionnez un objet à portée du module."
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","Suppression ne fonctionne que sur les vaisseaux ennemis."
"TID_HUD_MSG_MODULE_INVALID_TARGET","Ceci n'est pas une cible valide pour ce module."
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","Impossible de se téléporter en dehors de la zone d'effondrement de l'étoile bleue"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","Impossible d'envoyer plus de vaisseaux de ce type"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","Ce module ne peut être activé que lorsque le vaisseau est en mouvement."
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","Ce module ne peut être activé que lorsqu'il y a des astéroïdes dans le secteur concerné."
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","Vous devez attendre que le temps de récupération soit écoulé avant de pouvoir réutiliser ce module dans ce secteur"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","Votre vaisseau doit être plus près de l'étoile pour pouvoir activer ce module."
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","Vous n'avez pas besoin de scanner à courte portée dans ce secteur."
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","Vous n'avez pas collecté suffisamment d'hydrogène pour activer ce module."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","Vous devez sélectionner un avant-poste avec des cargaisons."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","Vous ne pouvez pas charger de cargaisons sur ce vaisseau."
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","Vous devez sélectionner une station d'échange."
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","Un module est déjà actif"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","Sélectionnez un emplacement où le drone peut commencer à livrer des cargaisons"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","Impossible d'activer LIEN sur un vaisseau en attente de téléportation"
"TID_HUD_MSG_CANT_BOND_TELEPORT_CERB_PRS","Impossible de se téléporter durant l'utilisation de LIEN sur une étoile rouge publique"
"TID_HUD_MSG_BS_WON","Vous avez remporté cette étoile bleue !"
"TID_HUD_MSG_BS_END","L'étoile bleue est terminée. Vous occupez la {0}e place du classement final."
"TID_HUD_MSG_DISPATCH_NO_TARGET","Impossible de trouver une cible d'expédition valide"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","Ce module ne peut être activé que lorsqu'il y a des vaisseaux Cerbères ennemis dans le secteur."
"TID_HUD_CREDITS","CRÉDITS"
"TID_HUD_HYDROGEN","HYDROGÈNE"
"TID_HUD_CRYSTALS","CRISTAUX"
"TID_HUD_CREDITS_EXPLANATION","Les <creditColor>crédits</color> sont la devise principale du jeu, utilisés pour construire des vaisseaux, débloquer des modules, construire et améliorer votre infrastructure."
"TID_HUD_HYDROGEN_EXPLANATION","L'<hydrogenColor>hydrogène</color> est utilisé pour déplacer des vaisseaux dans un système stellaire, les envoyer vers d'autres systèmes stellaires et activer certains modules."
"TID_HUD_CRYSTAL_EXPLANATION","Les <crystalColor>cristaux</color> peuvent être utilisés pour acheter des crédits et de l'hydrogène, et accélérer certaines opérations."
"TID_HUD_ADD_CRYSTALS","AJOUTER DES CRISTAUX"
"TID_HUD_MAX_STORAGE","STOCKAGE MAX"
"TID_HUD_INCOME_PER_HR","REVENU PAR HEURE"
"TID_HUD_NEXT_INSTALLMENT","PROCHAIN VERSEMENT"
"TID_HUD_STORAGE_FULL","Le stockage est plein. Améliorez vos planètes pour augmenter l'espace disponible."
"TID_HUD_PLACE_BUILDING_PROMPT","SÉLECTIONNEZ L'EMPLACEMENT POUR : {0}"
"TID_HUD_PLACE_SRS_CONFIRM","Voulez-vous vraiment placer votre scanner à courte portée dans ce secteur ? Ce n'est peut-être pas la position optimale."
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","SÉLECTIONNEZ L'EMPLACEMENT POUR : {0}"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","SÉLECTIONNEZ UNE DESTINATION"
"TID_HUD_PLACEMENT_WAYPOINT","SÉLECTIONNEZ LE POINT DE VIRAGE SUIVANT"
"TID_HUD_PICK_TELEPORT_TARGET","SÉLECTIONNEZ LA CIBLE DE TÉLÉPORTATION"
"TID_HUD_PICK_SUPRESS_TARGET","SÉLECTIONNEZ LA CIBLE DE SUPPRESSION"
"TID_HUD_PICK_MODULE_TARGET","SÉLECTIONNER CIBLE"
"TID_HUD_PICK_ENTRUST_TARGET","SÉLECTIONNEZ LA CIBLE DE CONFIANCE"
"TID_HUD_PICK_WARP_LANE_TARGET","SÉLECTIONNEZ LE NOYAU DE DESTINATION"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","Objet invalide, sélectionnez un autre noyau de ligne de saut"
"TID_HUD_CONFIRM_WARP_LANE_LINK","Créer une ligne de saut entre ces deux noyaux pendant {0} ?"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","Voulez-vous vraiment supprimer le lien de cette ligne de saut avant son expiration ?"
"TID_HUD_CONFIRM_BUILDING_MOVE","Déplacer la station vers cette nouvelle position ?"
"TID_HUD_MOVETO_POPUP_DESTINATION","Déplacer vers {0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","{0} UA de distance"
"TID_HUD_MOVETO_CANCEL_MOVE","ANNULER"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","Déplacer le vaisseau de transport avant la fin du chargement laissera les reliques sur place. Confirmer ?"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","Votre vaisseau de transport charge des artéfacts. Si vous partez, les artéfacts en cours de chargement et dans la file d'attente seront laissés sur place."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","DÉPART IMMÉDIAT"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","DÉPART LORSQUE TOUS LES ARTÉFACTS SERONT CHARGÉS"
"TID_HUD_MSG_STAR_DESTROYED","Le système stellaire qui était là a été détruit, ne laissant aucune trace..."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","SÉLECTIONNER AVANT-POSTE CIBLE"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","SÉLECTIONNER STATION D'ÉCHANGE CIBLE"
"TID_HUD_PICK_ROCKET_TARGET","SÉLECTIONNEZ LA CIBLE DE LA ROQUETTE"
